"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2014,359,"Greensboro","ahec",1163764,3.08,0.8914,0.0279,0.0808
2015,372,"Greensboro","ahec",1173064,3.17,0.8763,0.0323,0.0726
2016,396,"Greensboro","ahec",1180482,3.35,0.8788,0.0303,0.0707
2017,404,"Greensboro","ahec",1190264,3.39,0.8713,0.0347,0.0644
2006,189,"Mountain","ahec",717342,2.63,0.8254,0.0159,0.0159
2007,200,"Mountain","ahec",706233,2.83,0.825,0.025,0.01
2008,209,"Mountain","ahec",732921,2.85,0.8182,0.0239,0.0096
2009,232,"Mountain","ahec",739965,3.14,0.8276,0.0216,0.0129
2010,242,"Mountain","ahec",761986,3.18,0.814,0.0289,0.0083
2011,250,"Mountain","ahec",770362,3.25,0.828,0.02,0.016
2012,260,"Mountain","ahec",769642,3.38,0.8308,0.0269,0.0154
2013,268,"Mountain","ahec",776064,3.45,0.8284,0.0261,0.0112
2014,288,"Mountain","ahec",781867,3.68,0.8472,0.0278,0.0243
2015,290,"Mountain","ahec",789383,3.67,0.8483,0.0345,0.0172
2016,311,"Mountain","ahec",799550,3.89,0.8328,0.0418,0.0257
2017,314,"Mountain","ahec",807857,3.89,0.8376,0.035,0.0255
2006,311,"Northwest","ahec",1484611,2.09,0.881,0.0032,0.0836
2007,339,"Northwest","ahec",1504826,2.25,0.8791,0.0118,0.0737
2008,352,"Northwest","ahec",1524295,2.31,0.8949,0.0114,0.0682
2009,368,"Northwest","ahec",1546737,2.38,0.8832,0.0109,0.0625
2010,371,"Northwest","ahec",1558340,2.38,0.8814,0.0162,0.0728
2011,409,"Northwest","ahec",1563589,2.62,0.8851,0.0147,0.066
2012,408,"Northwest","ahec",1566740,2.6,0.8922,0.0123,0.0637
2013,439,"Northwest","ahec",1571258,2.79,0.9021,0.0091,0.0661
2014,438,"Northwest","ahec",1579059,2.77,0.8927,0.0114,0.0662
2015,470,"Northwest","ahec",1586703,2.96,0.8894,0.0149,0.0638
2016,478,"Northwest","ahec",1598199,2.99,0.8828,0.0188,0.0711
2017,498,"Northwest","ahec",1610400,3.09,0.8896,0.0221,0.0683
2006,95,"South East","ahec",435180,2.18,0.8526,0.0105,0.0316
2007,110,"South East","ahec",447385,2.46,0.8636,0.0091,0.0364
2008,118,"South East","ahec",455190,2.59,0.8814,0.0169,0.0339
2009,127,"South East","ahec",464312,2.74,0.8661,0.0236,0.0315
2010,128,"South East","ahec",481052,2.66,0.8516,0.0234,0.0391
2011,125,"South East","ahec",487484,2.56,0.872,0.016,0.04
2012,134,"South East","ahec",494872,2.71,0.8731,0.0224,0.0448
2013,140,"South East","ahec",502936,2.78,0.8643,0.0071,0.0286
2014,141,"South East","ahec",509080,2.77,0.8652,0.0142,0.0284
2015,159,"South East","ahec",518781,3.06,0.8679,0.0063,0.0377
2016,168,"South East","ahec",527596,3.18,0.875,0.0179,0.0357
2017,175,"South East","ahec",536440,3.26,0.8571,0.0114,0.0343
2006,126,"Southern Regional","ahec",844402,1.49,0.881,0,0.1587
2007,124,"Southern Regional","ahec",856935,1.45,0.9113,0.0081,0.1774
2008,121,"Southern Regional","ahec",868197,1.39,0.9174,0.0165,0.1736
2009,136,"Southern Regional","ahec",879444,1.55,0.9265,0.0074,0.1838
2010,137,"Southern Regional","ahec",888443,1.54,0.9124,0.0073,0.1606
2011,146,"Southern Regional","ahec",900751,1.62,0.9041,0.0068,0.1507
2012,161,"Southern Regional","ahec",909169,1.77,0.882,0.0124,0.1615
2013,158,"Southern Regional","ahec",914274,1.73,0.8987,0.0127,0.1519
2014,183,"Southern Regional","ahec",913874,2,0.9235,0.0164,0.1639
2015,183,"Southern Regional","ahec",915808,2,0.918,0.0164,0.153
2016,202,"Southern Regional","ahec",918447,2.2,0.9257,0.0149,0.1386
2017,209,"Southern Regional","ahec",921525,2.27,0.9426,0.0048,0.1148
2006,417,"Wake AHEC","ahec",1454152,2.87,0.9209,0.0096,0.0576
2007,463,"Wake AHEC","ahec",1514267,3.06,0.933,0.0086,0.0583
2008,485,"Wake AHEC","ahec",1560428,3.11,0.934,0.0062,0.0598
2009,523,"Wake AHEC","ahec",1604088,3.26,0.935,0.0038,0.0593
2010,547,"Wake AHEC","ahec",1631633,3.35,0.925,0.0037,0.0676
2011,584,"Wake AHEC","ahec",1657781,3.52,0.9264,0.0068,0.0736
2012,604,"Wake AHEC","ahec",1686053,3.58,0.9139,0.0099,0.0679
2013,628,"Wake AHEC","ahec",1712629,3.67,0.9124,0.0127,0.0685
2014,659,"Wake AHEC","ahec",1742928,3.78,0.9105,0.0182,0.0759
2015,695,"Wake AHEC","ahec",1776174,3.91,0.918,0.0201,0.0748
2016,734,"Wake AHEC","ahec",1806644,4.06,0.921,0.0245,0.0736
2017,772,"Wake AHEC","ahec",1840349,4.19,0.9184,0.0207,0.0764
2006,30,"Alamance","county",139786,2.15,0.9333,0,0.0667
2007,32,"Alamance","county",143154,2.24,0.9375,0.0313,0.125
2008,31,"Alamance","county",146025,2.12,1,0.0323,0.129
2009,35,"Alamance","county",148361,2.36,0.8857,0.0286,0.1143
2010,34,"Alamance","county",151745,2.24,0.9118,0,0.1176
2011,38,"Alamance","county",152531,2.49,0.7895,0,0.1316
2012,37,"Alamance","county",153029,2.42,0.8649,0,0.1622
2013,37,"Alamance","county",153595,2.41,0.8919,0,0.1351
2014,33,"Alamance","county",155789,2.12,0.9091,0.0303,0.0606
2015,37,"Alamance","county",157522,2.35,0.8919,0.0541,0.0811
2016,43,"Alamance","county",159054,2.7,0.9535,0,0.0698
2017,40,"Alamance","county",161076,2.48,0.975,0,0.075
2006,2,"Alexander","county",36296,0.55,-9,-9,-9
2007,3,"Alexander","county",36656,0.82,-9,-9,-9
2008,2,"Alexander","county",36957,0.54,-9,-9,-9
2009,3,"Alexander","county",37318,0.8,-9,-9,-9
2010,3,"Alexander","county",37254,0.81,-9,-9,-9
2011,2,"Alexander","county",37528,0.53,-9,-9,-9
2012,4,"Alexander","county",37389,1.07,-9,-9,-9
2013,3,"Alexander","county",37436,0.8,-9,-9,-9
2014,4,"Alexander","county",37832,1.06,-9,-9,-9
2015,5,"Alexander","county",37952,1.32,0.8,0,0
2016,4,"Alexander","county",38284,1.04,-9,-9,-9
2017,5,"Alexander","county",38452,1.3,0.8,0,0
2006,4,"Alleghany","county",11000,3.64,-9,-9,-9
2007,4,"Alleghany","county",11088,3.61,-9,-9,-9
2008,4,"Alleghany","county",11075,3.61,-9,-9,-9
2009,4,"Alleghany","county",11227,3.56,-9,-9,-9
2010,4,"Alleghany","county",11171,3.58,-9,-9,-9
2011,4,"Alleghany","county",11069,3.61,-9,-9,-9
2012,4,"Alleghany","county",10971,3.65,-9,-9,-9
2013,4,"Alleghany","county",11052,3.62,-9,-9,-9
2014,5,"Alleghany","county",11099,4.5,1,0,0
2015,5,"Alleghany","county",11190,4.47,1,0,0
2016,5,"Alleghany","county",11202,4.46,1,0,0
2017,3,"Alleghany","county",11233,2.67,-9,-9,-9
2006,2,"Anson","county",25372,0.79,-9,-9,-9
2007,2,"Anson","county",25332,0.79,-9,-9,-9
2008,5,"Anson","county",25368,1.97,1,0,0.2
2009,3,"Anson","county",25193,1.19,-9,-9,-9
2010,2,"Anson","county",26973,0.74,-9,-9,-9
2011,5,"Anson","county",25822,1.94,1,0,0
2012,5,"Anson","county",26626,1.88,1,0,0.2
2013,4,"Anson","county",26318,1.52,-9,-9,-9
2014,4,"Anson","county",26468,1.51,-9,-9,-9
2015,3,"Anson","county",26155,1.15,-9,-9,-9
2016,3,"Anson","county",25628,1.17,-9,-9,-9
2017,3,"Anson","county",25626,1.17,-9,-9,-9
2006,3,"Ashe","county",25778,1.16,-9,-9,-9
2007,4,"Ashe","county",26003,1.54,-9,-9,-9
2008,4,"Ashe","county",26325,1.52,-9,-9,-9
2009,3,"Ashe","county",26498,1.13,-9,-9,-9
2010,3,"Ashe","county",27378,1.1,-9,-9,-9
2011,3,"Ashe","county",27423,1.09,-9,-9,-9
2012,2,"Ashe","county",27361,0.73,-9,-9,-9
2013,3,"Ashe","county",27434,1.09,-9,-9,-9
2014,3,"Ashe","county",27448,1.09,-9,-9,-9
2015,4,"Ashe","county",27332,1.46,-9,-9,-9
2016,8,"Ashe","county",27344,2.93,0.75,0.125,0
2017,8,"Ashe","county",27218,2.94,0.75,0.125,0
2006,2,"Avery","county",18174,1.1,-9,-9,-9
2007,5,"Avery","county",18292,2.73,0.6,0.2,0
2008,4,"Avery","county",18429,2.17,-9,-9,-9
2009,4,"Avery","county",18301,2.19,-9,-9,-9
2010,3,"Avery","county",17812,1.68,-9,-9,-9
2011,4,"Avery","county",17834,2.24,-9,-9,-9
2012,3,"Avery","county",17764,1.69,-9,-9,-9
2013,1,"Avery","county",17872,0.56,-9,-9,-9
2014,1,"Avery","county",17895,0.56,-9,-9,-9
2015,5,"Avery","county",17816,2.81,0.8,0.2,0
2016,5,"Avery","county",18098,2.76,0.8,0.2,0
2017,4,"Avery","county",18072,2.21,-9,-9,-9
2006,6,"Beaufort","county",46344,1.29,0.8333,0,0.1667
2007,5,"Beaufort","county",46070,1.09,1,0,0
2008,6,"Beaufort","county",46600,1.29,1,0,0
2009,3,"Beaufort","county",47401,0.63,-9,-9,-9
2010,2,"Beaufort","county",47929,0.42,-9,-9,-9
2011,4,"Beaufort","county",47854,0.84,-9,-9,-9
2012,4,"Beaufort","county",47901,0.84,-9,-9,-9
2013,6,"Beaufort","county",47777,1.26,0.6667,0,0.1667
2014,8,"Beaufort","county",47717,1.68,0.75,0.125,0.125
2015,8,"Beaufort","county",47829,1.67,0.875,0.125,0.125
2016,9,"Beaufort","county",47610,1.89,0.8889,0.1111,0.1111
2017,11,"Beaufort","county",47547,2.31,0.8182,0.0909,0.0909
2006,3,"Bertie","county",19352,1.55,-9,-9,-9
2007,2,"Bertie","county",19971,1,-9,-9,-9
2008,1,"Bertie","county",20072,0.5,-9,-9,-9
2009,3,"Bertie","county",20104,1.49,-9,-9,-9
2010,3,"Bertie","county",21313,1.41,-9,-9,-9
2011,2,"Bertie","county",20890,0.96,-9,-9,-9
2012,3,"Bertie","county",20665,1.45,-9,-9,-9
2013,3,"Bertie","county",20595,1.46,-9,-9,-9
2014,2,"Bertie","county",20617,0.97,-9,-9,-9
2015,2,"Bertie","county",20533,0.97,-9,-9,-9
2016,3,"Bertie","county",19847,1.51,-9,-9,-9
2017,2,"Bertie","county",19881,1.01,-9,-9,-9
2006,2,"Bladen","county",32872,0.61,-9,-9,-9
2007,1,"Bladen","county",32500,0.31,-9,-9,-9
2008,1,"Bladen","county",32184,0.31,-9,-9,-9
2009,2,"Bladen","county",32046,0.62,-9,-9,-9
2010,1,"Bladen","county",35243,0.28,-9,-9,-9
2011,1,"Bladen","county",35148,0.28,-9,-9,-9
2012,1,"Bladen","county",35200,0.28,-9,-9,-9
2013,1,"Bladen","county",35209,0.28,-9,-9,-9
2014,3,"Bladen","county",35113,0.85,-9,-9,-9
2015,1,"Bladen","county",35011,0.29,-9,-9,-9
2016,1,"Bladen","county",34667,0.29,-9,-9,-9
2017,4,"Bladen","county",34393,1.16,-9,-9,-9
2006,19,"Brunswick","county",94964,2,0.8421,0.0526,0
2007,16,"Brunswick","county",99440,1.61,0.875,0.0625,0
2008,15,"Brunswick","county",102877,1.46,0.8667,0.0667,0
2009,17,"Brunswick","county",107135,1.59,0.8824,0.0588,0
2010,17,"Brunswick","county",108176,1.57,0.8235,0.0588,0
2011,17,"Brunswick","county",110140,1.54,0.8824,0,0
2012,18,"Brunswick","county",112597,1.6,0.8333,0,0
2013,14,"Brunswick","county",115716,1.21,0.7857,0,0
2014,18,"Brunswick","county",117834,1.53,0.8333,0,0
2015,23,"Brunswick","county",123535,1.86,0.8696,0,0
2016,26,"Brunswick","county",127750,2.04,0.9231,0.0769,0
2017,28,"Brunswick","county",131726,2.13,0.8929,0,0.0357
2006,106,"Buncombe","county",221327,4.79,0.8491,0,0.0189
2007,110,"Buncombe","county",225609,4.88,0.8273,0,0.0182
2008,119,"Buncombe","county",227914,5.22,0.8151,0.0084,0.0168
2009,133,"Buncombe","county",230450,5.77,0.8346,0.0226,0.0226
2010,136,"Buncombe","county",239179,5.69,0.8162,0.0147,0.0147
2011,136,"Buncombe","county",243855,5.58,0.8309,0.0147,0.0294
2012,142,"Buncombe","county",245535,5.78,0.8099,0.007,0.0282
2013,145,"Buncombe","county",248872,5.83,0.8345,0,0.0207
2014,155,"Buncombe","county",251275,6.17,0.871,0,0.0129
2015,165,"Buncombe","county",254836,6.47,0.8788,0.0303,0.0182
2016,177,"Buncombe","county",258406,6.85,0.8531,0.0452,0.0339
2017,185,"Buncombe","county",261532,7.07,0.8865,0.0324,0.0378
2006,28,"Burke","county",88664,3.16,0.8571,0,0
2007,31,"Burke","county",88439,3.51,0.8065,0,0
2008,28,"Burke","county",89274,3.14,0.8571,0,0
2009,30,"Burke","county",89669,3.35,0.8,0,0.0333
2010,28,"Burke","county",91008,3.08,0.8214,0,0.0357
2011,28,"Burke","county",90722,3.09,0.8571,0,0
2012,31,"Burke","county",89977,3.45,0.871,0,0
2013,33,"Burke","county",89519,3.69,0.9394,0,0
2014,30,"Burke","county",89197,3.36,0.9333,0,0
2015,32,"Burke","county",89114,3.59,0.875,0,0
2016,37,"Burke","county",89814,4.12,0.8649,0.0541,0
2017,38,"Burke","county",90246,4.21,0.8947,0.0789,0
2006,29,"Cabarrus","county",157176,1.85,1,0,0.069
2007,32,"Cabarrus","county",164384,1.95,0.9688,0,0.0625
2008,36,"Cabarrus","county",170448,2.11,0.9722,0,0.0556
2009,33,"Cabarrus","county",174294,1.89,0.9697,0,0.0606
2010,37,"Cabarrus","county",179025,2.07,0.973,0,0.0811
2011,38,"Cabarrus","county",181253,2.1,0.9474,0,0.1053
2012,46,"Cabarrus","county",183565,2.51,0.9348,0,0.1739
2013,54,"Cabarrus","county",186457,2.9,0.963,0,0.1667
2014,61,"Cabarrus","county",191060,3.19,0.9344,0,0.1475
2015,62,"Cabarrus","county",195714,3.17,0.9516,0.0161,0.1452
2016,68,"Cabarrus","county",200663,3.39,0.9412,0.0147,0.1324
2017,80,"Cabarrus","county",205473,3.89,0.925,0.025,0.15
2006,3,"Caldwell","county",79297,0.38,-9,-9,-9
2007,4,"Caldwell","county",79376,0.5,-9,-9,-9
2008,7,"Caldwell","county",80038,0.87,0.8571,0,0.1429
2009,4,"Caldwell","county",80141,0.5,-9,-9,-9
2010,5,"Caldwell","county",83176,0.6,0.6,0,0
2011,7,"Caldwell","county",83117,0.84,0.7143,0,0
2012,9,"Caldwell","county",82605,1.09,0.6667,0,0
2013,8,"Caldwell","county",82504,0.97,0.75,0,0
2014,8,"Caldwell","county",82445,0.97,0.875,0,0
2015,9,"Caldwell","county",82577,1.09,0.7778,0,0
2016,9,"Caldwell","county",82793,1.09,0.6667,0,0.1111
2017,10,"Caldwell","county",83303,1.2,0.7,0,0.1
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,1,"Camden","county",10000,1,-9,-9,-9
2011,2,"Camden","county",9921,2.02,-9,-9,-9
2012,2,"Camden","county",9922,2.02,-9,-9,-9
2013,1,"Camden","county",10174,0.98,-9,-9,-9
2014,1,"Camden","county",10251,0.98,-9,-9,-9
2015,0,"Camden","county",10224,0,-9,-9,-9
2016,0,"Camden","county",10287,0,-9,-9,-9
2017,0,"Camden","county",10359,0,-9,-9,-9
2006,8,"Carteret","county",63557,1.26,0.625,0,0.25
2007,13,"Carteret","county",63294,2.05,0.7692,0,0.0769
2008,13,"Carteret","county",63535,2.05,0.6923,0,0.1538
2009,11,"Carteret","county",64724,1.7,0.6364,0,0
2010,11,"Carteret","county",66712,1.65,0.7273,0,0
2011,11,"Carteret","county",67696,1.62,0.7273,0,0
2012,9,"Carteret","county",68362,1.32,0.7778,0,0
2013,15,"Carteret","county",69239,2.17,0.7333,0,0
2014,15,"Carteret","county",69350,2.16,0.8,0,0
2015,14,"Carteret","county",69826,2,0.7857,0.0714,0
2016,14,"Carteret","county",69881,2,0.7857,0.0714,0
2017,16,"Carteret","county",70190,2.28,0.8125,0.0625,0.0625
2006,0,"Caswell","county",23541,0,-9,-9,-9
2007,3,"Caswell","county",23508,1.28,-9,-9,-9
2008,2,"Caswell","county",23356,0.86,-9,-9,-9
2009,2,"Caswell","county",23464,0.85,-9,-9,-9
2010,1,"Caswell","county",23676,0.42,-9,-9,-9
2011,2,"Caswell","county",23654,0.85,-9,-9,-9
2012,1,"Caswell","county",23492,0.43,-9,-9,-9
2013,0,"Caswell","county",23844,0,-9,-9,-9
2014,0,"Caswell","county",23602,0,-9,-9,-9
2015,0,"Caswell","county",23606,0,-9,-9,-9
2016,2,"Caswell","county",23689,0.84,-9,-9,-9
2017,0,"Caswell","county",23699,0,-9,-9,-9
2006,45,"Catawba","county",151126,2.98,0.8222,0,0.0222
2007,44,"Catawba","county",153404,2.87,0.8409,0.0227,0.0227
2008,52,"Catawba","county",154972,3.36,0.8654,0.0192,0.0385
2009,54,"Catawba","county",157034,3.44,0.8889,0,0.0185
2010,56,"Catawba","county",154654,3.62,0.9107,0,0.0179
2011,62,"Catawba","county",154992,4,0.8871,0,0.0161
2012,59,"Catawba","county",155494,3.79,0.8644,0,0.0169
2013,59,"Catawba","county",155411,3.8,0.9153,0,0.0339
2014,62,"Catawba","county",155830,3.98,0.8871,0,0
2015,59,"Catawba","county",155828,3.79,0.8983,0.0169,0
2016,61,"Catawba","county",156473,3.9,0.9016,0.0164,0.0328
2017,61,"Catawba","county",156949,3.89,0.8689,0.0328,0.0328
2006,5,"Chatham","county",57708,0.87,0.8,0,0
2007,7,"Chatham","county",59168,1.18,0.7143,0,0.2857
2008,8,"Chatham","county",60895,1.31,1,0,0.125
2009,6,"Chatham","county",62492,0.96,0.8333,0,0.1667
2010,10,"Chatham","county",63870,1.57,1,0,0.1
2011,10,"Chatham","county",64553,1.55,1,0,0.2
2012,10,"Chatham","county",66545,1.5,1,0.1,0.2
2013,11,"Chatham","county",67620,1.63,1,0.0909,0.0909
2014,8,"Chatham","county",68725,1.16,1,0,0.25
2015,10,"Chatham","county",71815,1.39,0.9,0,0.2
2016,11,"Chatham","county",73286,1.5,1,0,0.1818
2017,15,"Chatham","county",74835,2,0.9333,0,0.1333
2006,4,"Cherokee","county",26727,1.5,-9,-9,-9
2007,3,"Cherokee","county",27026,1.11,-9,-9,-9
2008,4,"Cherokee","county",26869,1.49,-9,-9,-9
2009,5,"Cherokee","county",26798,1.87,0.8,0,0
2010,5,"Cherokee","county",27527,1.82,0.8,0,0
2011,7,"Cherokee","county",27300,2.56,0.7143,0,0
2012,7,"Cherokee","county",27030,2.59,0.7143,0,0
2013,7,"Cherokee","county",27471,2.55,0.7143,0,0
2014,8,"Cherokee","county",27451,2.91,0.875,0,0
2015,10,"Cherokee","county",27770,3.6,0.9,0,0.1
2016,11,"Cherokee","county",28591,3.85,0.8182,0,0
2017,10,"Cherokee","county",29216,3.42,0.7,0,0
2006,3,"Chowan","county",14677,2.04,-9,-9,-9
2007,3,"Chowan","county",14660,2.05,-9,-9,-9
2008,3,"Chowan","county",14688,2.04,-9,-9,-9
2009,3,"Chowan","county",14818,2.02,-9,-9,-9
2010,3,"Chowan","county",14761,2.03,-9,-9,-9
2011,2,"Chowan","county",14796,1.35,-9,-9,-9
2012,4,"Chowan","county",14743,2.71,-9,-9,-9
2013,4,"Chowan","county",14815,2.7,-9,-9,-9
2014,3,"Chowan","county",14636,2.05,-9,-9,-9
2015,5,"Chowan","county",14541,3.44,0.8,0,0
2016,6,"Chowan","county",14410,4.16,0.8333,0,0
2017,7,"Chowan","county",14292,4.9,0.8571,0,0
2006,1,"Clay","county",10116,0.99,-9,-9,-9
2007,1,"Clay","county",10326,0.97,-9,-9,-9
2008,1,"Clay","county",10310,0.97,-9,-9,-9
2009,1,"Clay","county",10370,0.96,-9,-9,-9
2010,1,"Clay","county",10622,0.94,-9,-9,-9
2011,2,"Clay","county",10460,1.91,-9,-9,-9
2012,0,"Clay","county",10520,0,-9,-9,-9
2013,1,"Clay","county",10794,0.93,-9,-9,-9
2014,3,"Clay","county",10794,2.78,-9,-9,-9
2015,1,"Clay","county",11036,0.91,-9,-9,-9
2016,2,"Clay","county",11320,1.77,-9,-9,-9
2017,2,"Clay","county",11488,1.74,-9,-9,-9
2006,9,"Cleveland","county",96720,0.93,1,0,0.1111
2007,12,"Cleveland","county",97144,1.24,1,0,0.0833
2008,12,"Cleveland","county",97953,1.23,0.8333,0,0.1667
2009,11,"Cleveland","county",98638,1.12,0.9091,0,0.0909
2010,10,"Cleveland","county",98249,1.02,1,0,0.1
2011,13,"Cleveland","county",98209,1.32,0.9231,0,0.0769
2012,16,"Cleveland","county",97702,1.64,0.875,0.0625,0.0625
2013,14,"Cleveland","county",97429,1.44,0.8571,0,0.0714
2014,16,"Cleveland","county",97920,1.63,0.875,0.0625,0.0625
2015,23,"Cleveland","county",97871,2.35,0.7826,0.0435,0.0435
2016,22,"Cleveland","county",98244,2.24,0.7727,0.0455,0.1364
2017,24,"Cleveland","county",98580,2.43,0.7917,0.0417,0.0417
2006,6,"Columbus","county",54666,1.1,0.8333,0,0.5
2007,5,"Columbus","county",54460,0.92,0.8,0,0.4
2008,6,"Columbus","county",54758,1.1,0.8333,0,0.3333
2009,7,"Columbus","county",56299,1.24,0.7143,0,0.2857
2010,8,"Columbus","county",58204,1.37,0.875,0,0.375
2011,7,"Columbus","county",57657,1.21,0.8571,0,0.4286
2012,10,"Columbus","county",57862,1.73,0.9,0.1,0.4
2013,8,"Columbus","county",57739,1.39,0.875,0.125,0.375
2014,7,"Columbus","county",57632,1.21,0.8571,0.1429,0.4286
2015,8,"Columbus","county",57206,1.4,0.875,0,0.375
2016,7,"Columbus","county",57182,1.22,0.8571,0,0.4286
2017,8,"Columbus","county",56941,1.4,0.875,0,0.375
2006,24,"Craven","county",95566,2.51,0.9167,0,0
2007,26,"Craven","county",96406,2.7,0.8462,0,0
2008,28,"Craven","county",97766,2.86,0.7857,0,0
2009,29,"Craven","county",100271,2.89,0.8276,0,0
2010,34,"Craven","county",103951,3.27,0.8529,0,0
2011,31,"Craven","county",104965,2.95,0.8065,0,0
2012,32,"Craven","county",105179,3.04,0.8438,0,0
2013,31,"Craven","county",104421,2.97,0.9032,0,0
2014,32,"Craven","county",104520,3.06,0.9375,0,0
2015,33,"Craven","county",103691,3.18,0.9394,0.0303,0
2016,33,"Craven","county",103737,3.18,0.9697,0.0303,0.0303
2017,32,"Craven","county",103735,3.08,0.9688,0.0313,0.0625
2006,61,"Cumberland","county",306545,1.99,0.8689,0,0.2295
2007,60,"Cumberland","county",313616,1.91,0.8833,0.0167,0.2333
2008,57,"Cumberland","county",316945,1.8,0.8947,0.0175,0.2281
2009,60,"Cumberland","county",321121,1.87,0.9167,0.0167,0.2333
2010,64,"Cumberland","county",321018,1.99,0.8906,0.0156,0.2188
2011,68,"Cumberland","county",327643,2.08,0.8971,0,0.1765
2012,79,"Cumberland","county",330754,2.39,0.8734,0.0127,0.1899
2013,75,"Cumberland","county",332553,2.26,0.9067,0.0133,0.2
2014,86,"Cumberland","county",329403,2.61,0.9186,0.0116,0.2093
2015,78,"Cumberland","county",328860,2.37,0.9359,0.0128,0.1923
2016,93,"Cumberland","county",329824,2.82,0.9355,0.0108,0.1613
2017,93,"Cumberland","county",329604,2.82,0.957,0,0.1613
2006,1,"Currituck","county",23580,0.42,-9,-9,-9
2007,1,"Currituck","county",23731,0.42,-9,-9,-9
2008,1,"Currituck","county",23486,0.43,-9,-9,-9
2009,1,"Currituck","county",23502,0.43,-9,-9,-9
2010,2,"Currituck","county",23559,0.85,-9,-9,-9
2011,2,"Currituck","county",23643,0.85,-9,-9,-9
2012,2,"Currituck","county",23767,0.84,-9,-9,-9
2013,1,"Currituck","county",24506,0.41,-9,-9,-9
2014,4,"Currituck","county",25072,1.6,-9,-9,-9
2015,5,"Currituck","county",25627,1.95,0.8,0,0.2
2016,4,"Currituck","county",26101,1.53,-9,-9,-9
2017,4,"Currituck","county",26604,1.5,-9,-9,-9
2006,4,"Dare","county",34730,1.15,-9,-9,-9
2007,3,"Dare","county",34272,0.88,-9,-9,-9
