"year","total","region","type","population","providerRate"
2015,19,"Mecklenburg","county",1035605,0.18
2016,15,"Mecklenburg","county",1053545,0.14
2017,17,"Mecklenburg","county",1077301,0.16
2011,0,"Mitchell","county",15501,0
2012,0,"Mitchell","county",15396,0
2013,1,"Mitchell","county",15407,0.65
2014,0,"Mitchell","county",15825,0
2015,0,"Mitchell","county",15335,0
2016,0,"Mitchell","county",15266,0
2017,0,"Mitchell","county",15237,0
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,1,"Montgomery","county",27768,0.36
2014,0,"Montgomery","county",27820,0
2015,0,"Montgomery","county",27826,0
2016,0,"Montgomery","county",27768,0
2017,0,"Montgomery","county",27865,0
2011,0,"Moore","county",89395,0
2012,1,"Moore","county",90707,0.11
2013,0,"Moore","county",91937,0
2014,0,"Moore","county",93078,0
2015,0,"Moore","county",94492,0
2016,0,"Moore","county",96102,0
2017,0,"Moore","county",97597,0
2011,1,"Nash","county",96122,0.1
2012,2,"Nash","county",95533,0.21
2013,0,"Nash","county",94744,0
2014,0,"Nash","county",94525,0
2015,0,"Nash","county",94370,0
2016,0,"Nash","county",94421,0
2017,0,"Nash","county",94365,0
2011,6,"New Hanover","county",206774,0.29
2012,6,"New Hanover","county",209964,0.29
2013,3,"New Hanover","county",213809,0.14
2014,4,"New Hanover","county",216955,0.18
2015,3,"New Hanover","county",220231,0.14
2016,4,"New Hanover","county",223608,0.18
2017,4,"New Hanover","county",227261,0.18
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,0,"Northampton","county",21244,0
2014,0,"Northampton","county",21233,0
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,5,"Onslow","county",184228,0.27
2012,4,"Onslow","county",191030,0.21
2013,1,"Onslow","county",193925,0.05
2014,3,"Onslow","county",193204,0.16
2015,5,"Onslow","county",194636,0.26
2016,6,"Onslow","county",193914,0.31
2017,6,"Onslow","county",195621,0.31
2011,2,"Orange","county",135776,0.15
2012,4,"Orange","county",138575,0.29
2013,2,"Orange","county",139694,0.14
2014,2,"Orange","county",139933,0.14
2015,2,"Orange","county",140144,0.14
2016,1,"Orange","county",140853,0.07
2017,2,"Orange","county",142365,0.14
2011,0,"Pamlico","county",13214,0
2012,0,"Pamlico","county",13190,0
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,0,"Pamlico","county",13268,0
2011,0,"Pasquotank","county",40438,0
2012,0,"Pasquotank","county",39941,0
2013,0,"Pasquotank","county",39458,0
2014,0,"Pasquotank","county",39691,0
2015,0,"Pasquotank","county",39731,0
2016,0,"Pasquotank","county",40284,0
2017,0,"Pasquotank","county",40598,0
2011,0,"Pender","county",53437,0
2012,0,"Pender","county",54390,0
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,0,"Pender","county",57941,0
2016,0,"Pender","county",59459,0
2017,0,"Pender","county",60999,0
2011,0,"Perquimans","county",13537,0
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,0,"Person","county",39700,0
2012,0,"Person","county",39197,0
2013,1,"Person","county",39192,0.26
2014,0,"Person","county",39265,0
2015,0,"Person","county",39574,0
2016,0,"Person","county",39728,0
2017,0,"Person","county",39868,0
2011,7,"Pitt","county",170263,0.41
2012,6,"Pitt","county",172618,0.35
2013,5,"Pitt","county",173879,0.29
2014,7,"Pitt","county",174424,0.4
2015,6,"Pitt","county",175532,0.34
2016,5,"Pitt","county",175885,0.28
2017,6,"Pitt","county",176424,0.34
2011,0,"Polk","county",20453,0
2012,0,"Polk","county",20262,0
2013,0,"Polk","county",20603,0
2014,0,"Polk","county",20740,0
2015,0,"Polk","county",20828,0
2016,0,"Polk","county",21030,0
2017,0,"Polk","county",21154,0
2011,1,"Randolph","county",142901,0.07
2012,1,"Randolph","county",142594,0.07
2013,1,"Randolph","county",142561,0.07
2014,1,"Randolph","county",143079,0.07
2015,1,"Randolph","county",142943,0.07
2016,1,"Randolph","county",143711,0.07
2017,1,"Randolph","county",144672,0.07
2011,0,"Richmond","county",46459,0
2012,0,"Richmond","county",46258,0
2013,0,"Richmond","county",46041,0
2014,0,"Richmond","county",45545,0
2015,0,"Richmond","county",45353,0
2016,0,"Richmond","county",44912,0
2017,0,"Richmond","county",44892,0
2011,11,"Robeson","county",134651,0.82
2012,11,"Robeson","county",134433,0.82
2013,15,"Robeson","county",134010,1.12
2014,10,"Robeson","county",133567,0.75
2015,12,"Robeson","county",133375,0.9
2016,13,"Robeson","county",132657,0.98
2017,10,"Robeson","county",132020,0.76
2011,2,"Rockingham","county",93558,0.21
2012,1,"Rockingham","county",92873,0.11
2013,1,"Rockingham","county",92254,0.11
2014,0,"Rockingham","county",92543,0
2015,0,"Rockingham","county",92084,0
2016,0,"Rockingham","county",91891,0
2017,1,"Rockingham","county",91790,0.11
2011,3,"Rowan","county",138309,0.22
2012,3,"Rowan","county",138242,0.22
2013,3,"Rowan","county",138666,0.22
2014,3,"Rowan","county",138710,0.22
2015,2,"Rowan","county",140122,0.14
2016,2,"Rowan","county",140970,0.14
2017,3,"Rowan","county",141917,0.21
2011,0,"Rutherford","county",68392,0
2012,1,"Rutherford","county",67932,0.15
2013,0,"Rutherford","county",67807,0
2014,0,"Rutherford","county",67606,0
2015,0,"Rutherford","county",67617,0
2016,1,"Rutherford","county",67703,0.15
2017,1,"Rutherford","county",67796,0.15
2011,1,"Sampson","county",63746,0.16
2012,1,"Sampson","county",64151,0.16
2013,1,"Sampson","county",64313,0.16
2014,1,"Sampson","county",64398,0.16
2015,1,"Sampson","county",63993,0.16
2016,1,"Sampson","county",63499,0.16
2017,1,"Sampson","county",63143,0.16
2011,0,"Scotland","county",36029,0
2012,0,"Scotland","county",36366,0
2013,0,"Scotland","county",36223,0
2014,0,"Scotland","county",36058,0
2015,0,"Scotland","county",35821,0
2016,0,"Scotland","county",35789,0
2017,0,"Scotland","county",35686,0
2011,1,"Stanly","county",60936,0.16
2012,1,"Stanly","county",60477,0.17
2013,1,"Stanly","county",60612,0.16
2014,0,"Stanly","county",61056,0
2015,1,"Stanly","county",61234,0.16
2016,0,"Stanly","county",61751,0
2017,0,"Stanly","county",62443,0
2011,0,"Stokes","county",47551,0
2012,0,"Stokes","county",47068,0
2013,0,"Stokes","county",46731,0
2014,0,"Stokes","county",46786,0
2015,0,"Stokes","county",46763,0
2016,0,"Stokes","county",46751,0
2017,0,"Stokes","county",46728,0
2011,1,"Surry","county",73575,0.14
2012,1,"Surry","county",73718,0.14
2013,4,"Surry","county",73344,0.55
2014,0,"Surry","county",73834,0
2015,1,"Surry","county",73195,0.14
2016,1,"Surry","county",72843,0.14
2017,1,"Surry","county",72843,0.14
2011,0,"Swain","county",14263,0
2012,0,"Swain","county",14494,0
2013,0,"Swain","county",14590,0
2014,0,"Swain","county",14831,0
2015,0,"Swain","county",14953,0
2016,1,"Swain","county",14852,0.67
2017,1,"Swain","county",14999,0.67
2011,1,"Transylvania","county",33275,0.3
2012,1,"Transylvania","county",33022,0.3
2013,1,"Transylvania","county",33220,0.3
2014,1,"Transylvania","county",33428,0.3
2015,1,"Transylvania","county",33745,0.3
2016,1,"Transylvania","county",34139,0.29
2017,1,"Transylvania","county",34464,0.29
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,2,"Union","county",205717,0.1
2012,2,"Union","county",207872,0.1
2013,2,"Union","county",211539,0.09
2014,1,"Union","county",215933,0.05
2015,1,"Union","county",219992,0.05
2016,2,"Union","county",223915,0.09
2017,0,"Union","county",228171,0
2011,5,"Vance","county",45558,1.1
2012,4,"Vance","county",45530,0.88
2013,6,"Vance","county",45056,1.33
2014,6,"Vance","county",45077,1.33
2015,5,"Vance","county",45097,1.11
2016,3,"Vance","county",44945,0.67
2017,4,"Vance","county",44862,0.89
2011,4,"Wake","county",925938,0.04
2012,6,"Wake","county",945603,0.06
2013,10,"Wake","county",964616,0.1
2014,10,"Wake","county",985310,0.1
2015,11,"Wake","county",1007631,0.11
2016,11,"Wake","county",1026748,0.11
2017,8,"Wake","county",1048771,0.08
2011,0,"Warren","county",20883,0
2012,0,"Warren","county",20674,0
2013,0,"Warren","county",20453,0
2014,0,"Warren","county",20514,0
2015,0,"Warren","county",20473,0
2016,0,"Warren","county",20121,0
2017,0,"Warren","county",20133,0
2011,0,"Washington","county",13060,0
2012,1,"Washington","county",12821,0.78
2013,0,"Washington","county",12826,0
2014,0,"Washington","county",12679,0
2015,0,"Washington","county",12589,0
2016,0,"Washington","county",12425,0
2017,0,"Washington","county",12349,0
2011,3,"Watauga","county",52111,0.58
2012,2,"Watauga","county",52517,0.38
2013,4,"Watauga","county",52682,0.76
2014,4,"Watauga","county",52923,0.76
2015,4,"Watauga","county",53737,0.74
2016,4,"Watauga","county",54992,0.73
