"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2001,106,"Greensboro","ahec",1004145,1.06,0.6132,0.0189,0.0377
2002,108,"Greensboro","ahec",1022139,1.06,0.6389,0.0185,0.0278
2003,105,"Greensboro","ahec",1040135,1.01,0.6476,0.0286,0.0286
2004,100,"Greensboro","ahec",1037038,0.96,0.65,0.03,0.03
2005,98,"Greensboro","ahec",1036988,0.95,0.6122,0.0306,0.0408
2006,98,"Greensboro","ahec",1051795,0.93,0.6837,0.0204,0.0408
2007,95,"Greensboro","ahec",1072610,0.89,0.6737,0.0526,0.0316
2008,89,"Greensboro","ahec",1088392,0.82,0.6629,0.0562,0.0225
2009,82,"Greensboro","ahec",1105017,0.74,0.6463,0.0732,0.0244
2010,83,"Greensboro","ahec",1127674,0.74,0.6747,0.0843,0.0241
2011,82,"Greensboro","ahec",1136068,0.72,0.6707,0.1098,0.0244
2012,76,"Greensboro","ahec",1147212,0.66,0.6711,0.0921,0.0263
2013,76,"Greensboro","ahec",1154755,0.66,0.6579,0.1053,0.0395
2014,72,"Greensboro","ahec",1163764,0.62,0.6944,0.0833,0.0278
2015,78,"Greensboro","ahec",1173064,0.66,0.7308,0.0641,0.0641
2016,73,"Greensboro","ahec",1180482,0.62,0.7534,0.0685,0.0411
2017,74,"Greensboro","ahec",1190264,0.62,0.7568,0.1081,0.0405
2000,110,"Mountain","ahec",672306,1.64,0.6182,0,0.0091
2001,111,"Mountain","ahec",681837,1.63,0.6216,0,0.009
2002,109,"Mountain","ahec",692197,1.57,0.6055,0,0.0092
2003,109,"Mountain","ahec",702555,1.55,0.6239,0,0.0092
2004,109,"Mountain","ahec",703634,1.55,0.6239,0.0092,0.0092
2005,102,"Mountain","ahec",709033,1.44,0.6373,0.0196,0.0098
2006,95,"Mountain","ahec",717342,1.32,0.6737,0.0211,0.0105
2007,97,"Mountain","ahec",706233,1.37,0.6701,0.0309,0.0103
2008,92,"Mountain","ahec",732921,1.26,0.6739,0.0435,0.0109
2009,90,"Mountain","ahec",739965,1.22,0.7111,0.0667,0.0111
2010,88,"Mountain","ahec",761986,1.15,0.7045,0.0455,0.0114
2011,87,"Mountain","ahec",770362,1.13,0.7241,0.069,0.0115
2012,81,"Mountain","ahec",769642,1.05,0.7407,0.0741,0.0123
2013,75,"Mountain","ahec",776064,0.97,0.72,0.08,0.0133
2014,63,"Mountain","ahec",781867,0.81,0.6984,0.1111,0.0159
2015,67,"Mountain","ahec",789383,0.85,0.7612,0.1194,0.0149
2016,69,"Mountain","ahec",799550,0.86,0.7391,0.1449,0.0145
2017,67,"Mountain","ahec",807857,0.83,0.7463,0.1493,0.0149
2000,151,"Northwest","ahec",1395832,1.08,0.6225,0,0.0199
2001,159,"Northwest","ahec",1416307,1.12,0.6226,0,0.0252
2002,148,"Northwest","ahec",1437391,1.03,0.6554,0.0135,0.027
2003,149,"Northwest","ahec",1458480,1.02,0.6644,0.0201,0.0268
2004,146,"Northwest","ahec",1459487,1,0.6575,0.0068,0.0274
2005,152,"Northwest","ahec",1464768,1.04,0.6776,0.0066,0.0263
2006,160,"Northwest","ahec",1484611,1.08,0.6625,0.0063,0.0438
2007,154,"Northwest","ahec",1504826,1.02,0.6753,0.013,0.039
2008,155,"Northwest","ahec",1524295,1.02,0.671,0.0129,0.0323
2009,157,"Northwest","ahec",1546737,1.02,0.6815,0.0127,0.0318
2010,148,"Northwest","ahec",1558340,0.95,0.6689,0.0405,0.0203
2011,150,"Northwest","ahec",1563589,0.96,0.6533,0.04,0.0267
2012,144,"Northwest","ahec",1566740,0.92,0.6806,0.0625,0.0208
2013,142,"Northwest","ahec",1571258,0.9,0.6761,0.0775,0.0211
2014,133,"Northwest","ahec",1579059,0.84,0.6541,0.0977,0.0226
2015,128,"Northwest","ahec",1586703,0.81,0.6484,0.1094,0.0234
2016,127,"Northwest","ahec",1598199,0.79,0.685,0.126,0.0236
2017,127,"Northwest","ahec",1610400,0.79,0.7087,0.1339,0.0315
2000,48,"South East","ahec",378344,1.27,0.6458,0.0208,0.0417
2001,51,"South East","ahec",387182,1.32,0.6667,0.0196,0.0392
2002,56,"South East","ahec",395768,1.41,0.7321,0.0357,0.0179
2003,56,"South East","ahec",404351,1.38,0.7321,0.0536,0.0179
2004,58,"South East","ahec",408125,1.42,0.7414,0.0172,0.0172
2005,57,"South East","ahec",418333,1.36,0.7544,0.0351,0.0175
2006,60,"South East","ahec",435180,1.38,0.75,0.0333,0.0167
2007,61,"South East","ahec",447385,1.36,0.7377,0.0656,0.0164
2008,69,"South East","ahec",455190,1.52,0.8116,0.0435,0.0145
2009,77,"South East","ahec",464312,1.66,0.8052,0.039,0.013
2010,75,"South East","ahec",481052,1.56,0.8,0.04,0.0133
2011,73,"South East","ahec",487484,1.5,0.8219,0.0685,0.0274
2012,72,"South East","ahec",494872,1.45,0.8194,0.0556,0.0417
2013,86,"South East","ahec",502936,1.71,0.8372,0.0814,0.0349
2014,80,"South East","ahec",509080,1.57,0.825,0.1125,0.025
2015,87,"South East","ahec",518781,1.68,0.8161,0.1149,0.023
2016,81,"South East","ahec",527596,1.54,0.8148,0.0988,0.037
2017,86,"South East","ahec",536440,1.6,0.7907,0.1279,0.0349
2000,67,"Southern Regional","ahec",800743,0.84,0.5672,0.0149,0.0597
2001,66,"Southern Regional","ahec",805745,0.82,0.5303,0.0303,0.0758
2002,63,"Southern Regional","ahec",819180,0.77,0.5238,0.0317,0.0794
2003,65,"Southern Regional","ahec",832613,0.78,0.5077,0.0308,0.0769
2004,64,"Southern Regional","ahec",836143,0.77,0.5,0.0156,0.0781
2005,63,"Southern Regional","ahec",842634,0.75,0.5079,0.0159,0.1111
2006,56,"Southern Regional","ahec",844402,0.66,0.5536,0,0.0714
2007,53,"Southern Regional","ahec",856935,0.62,0.5283,0,0.0377
2008,58,"Southern Regional","ahec",868197,0.67,0.569,0.0345,0.069
2009,61,"Southern Regional","ahec",879444,0.69,0.5738,0.0656,0.0656
2010,61,"Southern Regional","ahec",888443,0.69,0.6066,0.0984,0.082
2011,63,"Southern Regional","ahec",900751,0.7,0.619,0.127,0.0635
2012,61,"Southern Regional","ahec",909169,0.67,0.623,0.1475,0.0492
2013,53,"Southern Regional","ahec",914274,0.58,0.6226,0.1887,0.0566
2014,50,"Southern Regional","ahec",913874,0.55,0.64,0.2,0.08
2015,51,"Southern Regional","ahec",915808,0.56,0.6667,0.1961,0.1176
2016,51,"Southern Regional","ahec",918447,0.56,0.6863,0.1373,0.1373
2017,50,"Southern Regional","ahec",921525,0.54,0.68,0.16,0.14
2000,144,"Wake AHEC","ahec",1216472,1.18,0.6458,0.0069,0.0833
2001,142,"Wake AHEC","ahec",1261899,1.13,0.6761,0.007,0.0775
2002,143,"Wake AHEC","ahec",1296091,1.1,0.6643,0.014,0.0699
2003,140,"Wake AHEC","ahec",1330283,1.05,0.6714,0.0071,0.0714
2004,147,"Wake AHEC","ahec",1360676,1.08,0.6871,0.0068,0.102
2005,155,"Wake AHEC","ahec",1395041,1.11,0.7032,0.0194,0.0968
2006,158,"Wake AHEC","ahec",1454152,1.09,0.7089,0.019,0.1392
2007,149,"Wake AHEC","ahec",1514267,0.98,0.698,0.0134,0.1477
2008,159,"Wake AHEC","ahec",1560428,1.02,0.717,0.0314,0.1572
2009,169,"Wake AHEC","ahec",1604088,1.05,0.7515,0.0296,0.1716
2010,160,"Wake AHEC","ahec",1631633,0.98,0.75,0.0188,0.1875
2011,175,"Wake AHEC","ahec",1657781,1.06,0.76,0.0171,0.2
2012,173,"Wake AHEC","ahec",1686053,1.03,0.7514,0.0347,0.1965
2013,173,"Wake AHEC","ahec",1712629,1.01,0.7688,0.052,0.1908
2014,175,"Wake AHEC","ahec",1742928,1,0.7714,0.08,0.1886
2015,185,"Wake AHEC","ahec",1776174,1.04,0.7892,0.0973,0.1838
2016,177,"Wake AHEC","ahec",1806644,0.98,0.8079,0.0904,0.1808
2017,188,"Wake AHEC","ahec",1840349,1.02,0.8032,0.133,0.1702
2000,5,"Alamance","county",130800,0.38,0.4,0,0
2001,4,"Alamance","county",133598,0.3,-9,-9,-9
2002,4,"Alamance","county",136034,0.29,-9,-9,-9
2003,5,"Alamance","county",138471,0.36,0.4,0,0
2004,4,"Alamance","county",138754,0.29,-9,-9,-9
2005,4,"Alamance","county",138788,0.29,-9,-9,-9
2006,4,"Alamance","county",139786,0.29,-9,-9,-9
2007,3,"Alamance","county",143154,0.21,-9,-9,-9
2008,4,"Alamance","county",146025,0.27,-9,-9,-9
2009,4,"Alamance","county",148361,0.27,-9,-9,-9
2010,3,"Alamance","county",151745,0.2,-9,-9,-9
2011,4,"Alamance","county",152531,0.26,-9,-9,-9
2012,4,"Alamance","county",153029,0.26,-9,-9,-9
2013,4,"Alamance","county",153595,0.26,-9,-9,-9
2014,4,"Alamance","county",155789,0.26,-9,-9,-9
2015,2,"Alamance","county",157522,0.13,-9,-9,-9
2016,2,"Alamance","county",159054,0.13,-9,-9,-9
2017,2,"Alamance","county",161076,0.12,-9,-9,-9
2000,0,"Alexander","county",33603,0,-9,-9,-9
2001,0,"Alexander","county",33961,0,-9,-9,-9
2002,0,"Alexander","county",34626,0,-9,-9,-9
2003,0,"Alexander","county",35292,0,-9,-9,-9
2004,4,"Alexander","county",35165,1.14,-9,-9,-9
2005,5,"Alexander","county",35545,1.41,0.4,0,0
2006,4,"Alexander","county",36296,1.1,-9,-9,-9
2007,5,"Alexander","county",36656,1.36,0.6,0,0
2008,5,"Alexander","county",36957,1.35,0.6,0,0
2009,4,"Alexander","county",37318,1.07,-9,-9,-9
2010,5,"Alexander","county",37254,1.34,0.6,0,0
2011,5,"Alexander","county",37528,1.33,0.6,0,0.2
2012,6,"Alexander","county",37389,1.6,0.5,0,0
2013,7,"Alexander","county",37436,1.87,0.5714,0,0
2014,6,"Alexander","county",37832,1.59,0.5,0,0.1667
2015,6,"Alexander","county",37952,1.58,0.5,0,0.1667
2016,5,"Alexander","county",38284,1.31,0.6,0,0.2
2017,7,"Alexander","county",38452,1.82,0.7143,0,0.2857
2000,0,"Alleghany","county",10677,0,-9,-9,-9
2001,0,"Alleghany","county",10754,0,-9,-9,-9
2002,0,"Alleghany","county",10866,0,-9,-9,-9
2003,0,"Alleghany","county",10978,0,-9,-9,-9
2004,0,"Alleghany","county",10912,0,-9,-9,-9
2005,0,"Alleghany","county",10913,0,-9,-9,-9
2006,0,"Alleghany","county",11000,0,-9,-9,-9
2007,0,"Alleghany","county",11088,0,-9,-9,-9
2008,0,"Alleghany","county",11075,0,-9,-9,-9
2009,0,"Alleghany","county",11227,0,-9,-9,-9
2010,0,"Alleghany","county",11171,0,-9,-9,-9
2011,1,"Alleghany","county",11069,0.9,-9,-9,-9
2012,1,"Alleghany","county",10971,0.91,-9,-9,-9
2013,0,"Alleghany","county",11052,0,-9,-9,-9
2014,1,"Alleghany","county",11099,0.9,-9,-9,-9
2015,1,"Alleghany","county",11190,0.89,-9,-9,-9
2016,2,"Alleghany","county",11202,1.79,-9,-9,-9
2017,2,"Alleghany","county",11233,1.78,-9,-9,-9
2000,5,"Anson","county",25275,1.98,0.4,0,0
2001,3,"Anson","county",25323,1.18,-9,-9,-9
2002,4,"Anson","county",25496,1.57,-9,-9,-9
2003,4,"Anson","county",25671,1.56,-9,-9,-9
2004,5,"Anson","county",25384,1.97,0.4,0,0
2005,4,"Anson","county",25848,1.55,-9,-9,-9
2006,4,"Anson","county",25372,1.58,-9,-9,-9
2007,4,"Anson","county",25332,1.58,-9,-9,-9
2008,4,"Anson","county",25368,1.58,-9,-9,-9
2009,4,"Anson","county",25193,1.59,-9,-9,-9
2010,4,"Anson","county",26973,1.48,-9,-9,-9
2011,4,"Anson","county",25822,1.55,-9,-9,-9
2012,4,"Anson","county",26626,1.5,-9,-9,-9
2013,4,"Anson","county",26318,1.52,-9,-9,-9
2014,5,"Anson","county",26468,1.89,0.4,0.2,0
2015,6,"Anson","county",26155,2.29,0.5,0.1667,0.1667
2016,5,"Anson","county",25628,1.95,0.6,0,0.2
2017,5,"Anson","county",25626,1.95,0.6,0.2,0
2000,2,"Ashe","county",24384,0.82,-9,-9,-9
2001,2,"Ashe","county",24799,0.81,-9,-9,-9
2002,3,"Ashe","county",24970,1.2,-9,-9,-9
2003,3,"Ashe","county",25142,1.19,-9,-9,-9
2004,3,"Ashe","county",25320,1.18,-9,-9,-9
2005,5,"Ashe","county",25279,1.98,0.4,0,0
2006,5,"Ashe","county",25778,1.94,0.6,0,0
2007,5,"Ashe","county",26003,1.92,0.6,0,0
2008,3,"Ashe","county",26325,1.14,-9,-9,-9
2009,3,"Ashe","county",26498,1.13,-9,-9,-9
2010,3,"Ashe","county",27378,1.1,-9,-9,-9
2011,3,"Ashe","county",27423,1.09,-9,-9,-9
2012,3,"Ashe","county",27361,1.1,-9,-9,-9
2013,3,"Ashe","county",27434,1.09,-9,-9,-9
2014,2,"Ashe","county",27448,0.73,-9,-9,-9
2015,2,"Ashe","county",27332,0.73,-9,-9,-9
2016,4,"Ashe","county",27344,1.46,-9,-9,-9
2017,6,"Ashe","county",27218,2.2,0.6667,0,0
2000,3,"Avery","county",17167,1.75,-9,-9,-9
2001,3,"Avery","county",17706,1.69,-9,-9,-9
2002,2,"Avery","county",17844,1.12,-9,-9,-9
2003,2,"Avery","county",17980,1.11,-9,-9,-9
2004,1,"Avery","county",18221,0.55,-9,-9,-9
2005,1,"Avery","county",18195,0.55,-9,-9,-9
2006,1,"Avery","county",18174,0.55,-9,-9,-9
2007,1,"Avery","county",18292,0.55,-9,-9,-9
2008,0,"Avery","county",18429,0,-9,-9,-9
2009,0,"Avery","county",18301,0,-9,-9,-9
2010,0,"Avery","county",17812,0,-9,-9,-9
2011,0,"Avery","county",17834,0,-9,-9,-9
2012,2,"Avery","county",17764,1.13,-9,-9,-9
2013,3,"Avery","county",17872,1.68,-9,-9,-9
2014,1,"Avery","county",17895,0.56,-9,-9,-9
2015,1,"Avery","county",17816,0.56,-9,-9,-9
2016,1,"Avery","county",18098,0.55,-9,-9,-9
2017,1,"Avery","county",18072,0.55,-9,-9,-9
2000,4,"Beaufort","county",44958,0.89,-9,-9,-9
2001,4,"Beaufort","county",45340,0.88,-9,-9,-9
2002,5,"Beaufort","county",45566,1.1,1,0,0
2003,3,"Beaufort","county",45792,0.66,-9,-9,-9
2004,6,"Beaufort","county",45816,1.31,0.8333,0,0
2005,5,"Beaufort","county",46077,1.09,1,0,0
2006,4,"Beaufort","county",46344,0.86,-9,-9,-9
2007,5,"Beaufort","county",46070,1.09,1,0,0
2008,5,"Beaufort","county",46600,1.07,1,0,0
2009,6,"Beaufort","county",47401,1.27,1,0,0
2010,6,"Beaufort","county",47929,1.25,1,0.1667,0
2011,6,"Beaufort","county",47854,1.25,1,0.1667,0
2012,6,"Beaufort","county",47901,1.25,1,0.1667,0
2013,6,"Beaufort","county",47777,1.26,1,0.1667,0
2014,7,"Beaufort","county",47717,1.47,0.8571,0.1429,0
2015,8,"Beaufort","county",47829,1.67,0.875,0.125,0
2016,7,"Beaufort","county",47610,1.47,0.8571,0.1429,0
2017,7,"Beaufort","county",47547,1.47,0.8571,0.1429,0
2000,1,"Bertie","county",19773,0.51,-9,-9,-9
2001,1,"Bertie","county",19857,0.5,-9,-9,-9
2002,1,"Bertie","county",19753,0.51,-9,-9,-9
2003,0,"Bertie","county",19649,0,-9,-9,-9
2004,1,"Bertie","county",19748,0.51,-9,-9,-9
2005,2,"Bertie","county",19700,1.02,-9,-9,-9
2006,2,"Bertie","county",19352,1.03,-9,-9,-9
2007,1,"Bertie","county",19971,0.5,-9,-9,-9
2008,2,"Bertie","county",20072,1,-9,-9,-9
2009,2,"Bertie","county",20104,0.99,-9,-9,-9
2010,2,"Bertie","county",21313,0.94,-9,-9,-9
2011,2,"Bertie","county",20890,0.96,-9,-9,-9
2012,2,"Bertie","county",20665,0.97,-9,-9,-9
2013,3,"Bertie","county",20595,1.46,-9,-9,-9
2014,1,"Bertie","county",20617,0.49,-9,-9,-9
2015,2,"Bertie","county",20533,0.97,-9,-9,-9
2016,2,"Bertie","county",19847,1.01,-9,-9,-9
2017,2,"Bertie","county",19881,1.01,-9,-9,-9
2000,1,"Bladen","county",32278,0.31,-9,-9,-9
2001,1,"Bladen","county",32416,0.31,-9,-9,-9
2002,1,"Bladen","county",32819,0.3,-9,-9,-9
2003,1,"Bladen","county",33222,0.3,-9,-9,-9
2004,1,"Bladen","county",33119,0.3,-9,-9,-9
2005,1,"Bladen","county",33204,0.3,-9,-9,-9
2006,1,"Bladen","county",32872,0.3,-9,-9,-9
2007,1,"Bladen","county",32500,0.31,-9,-9,-9
2008,1,"Bladen","county",32184,0.31,-9,-9,-9
2009,1,"Bladen","county",32046,0.31,-9,-9,-9
2010,1,"Bladen","county",35243,0.28,-9,-9,-9
2011,1,"Bladen","county",35148,0.28,-9,-9,-9
2012,0,"Bladen","county",35200,0,-9,-9,-9
2013,0,"Bladen","county",35209,0,-9,-9,-9
2014,0,"Bladen","county",35113,0,-9,-9,-9
2015,0,"Bladen","county",35011,0,-9,-9,-9
2016,0,"Bladen","county",34667,0,-9,-9,-9
2017,0,"Bladen","county",34393,0,-9,-9,-9
2000,3,"Brunswick","county",73143,0.41,-9,-9,-9
2001,4,"Brunswick","county",76892,0.52,-9,-9,-9
2002,2,"Brunswick","county",78822,0.25,-9,-9,-9
2003,3,"Brunswick","county",80751,0.37,-9,-9,-9
2004,3,"Brunswick","county",83787,0.36,-9,-9,-9
2005,0,"Brunswick","county",87715,0,-9,-9,-9
2006,1,"Brunswick","county",94964,0.11,-9,-9,-9
2007,2,"Brunswick","county",99440,0.2,-9,-9,-9
2008,7,"Brunswick","county",102877,0.68,1,0,0
2009,11,"Brunswick","county",107135,1.03,1,0,0
2010,8,"Brunswick","county",108176,0.74,1,0.125,0
2011,8,"Brunswick","county",110140,0.73,1,0.125,0.125
2012,7,"Brunswick","county",112597,0.62,0.8571,0.2857,0
2013,11,"Brunswick","county",115716,0.95,0.9091,0.1818,0
2014,8,"Brunswick","county",117834,0.68,0.875,0.25,0
2015,7,"Brunswick","county",123535,0.57,1,0.2857,0
2016,3,"Brunswick","county",127750,0.23,-9,-9,-9
2017,4,"Brunswick","county",131726,0.3,-9,-9,-9
2000,57,"Buncombe","county",206330,2.76,0.5439,0,0.0175
2001,57,"Buncombe","county",208593,2.73,0.5439,0,0.0175
2002,58,"Buncombe","county",212044,2.74,0.5517,0,0.0172
2003,62,"Buncombe","county",215496,2.88,0.5645,0,0.0161
2004,63,"Buncombe","county",215468,2.92,0.5714,0.0159,0.0159
2005,51,"Buncombe","county",217423,2.35,0.5686,0.0196,0.0196
2006,51,"Buncombe","county",221327,2.3,0.6275,0.0196,0.0196
2007,53,"Buncombe","county",225609,2.35,0.6038,0.0377,0.0189
2008,48,"Buncombe","county",227914,2.11,0.625,0.0833,0.0208
2009,47,"Buncombe","county",230450,2.04,0.7021,0.1277,0.0213
2010,44,"Buncombe","county",239179,1.84,0.6591,0.0909,0.0227
2011,44,"Buncombe","county",243855,1.8,0.6818,0.0682,0.0227
2012,41,"Buncombe","county",245535,1.67,0.6585,0.0732,0.0244
2013,40,"Buncombe","county",248872,1.61,0.625,0.05,0.025
2014,32,"Buncombe","county",251275,1.27,0.5938,0.0313,0.0313
2015,37,"Buncombe","county",254836,1.45,0.7027,0.0811,0.027
2016,38,"Buncombe","county",258406,1.47,0.6842,0.1053,0.0263
2017,36,"Buncombe","county",261532,1.38,0.7222,0.1389,0.0278
2000,40,"Burke","county",89148,4.49,0.5,0,0
2001,46,"Burke","county",89028,5.17,0.5652,0,0.0217
2002,45,"Burke","county",90485,4.97,0.6,0,0.0222
2003,43,"Burke","county",91943,4.68,0.6047,0,0.0233
2004,41,"Burke","county",89943,4.56,0.6098,0,0.0244
2005,40,"Burke","county",89077,4.49,0.625,0,0.025
2006,43,"Burke","county",88664,4.85,0.6047,0,0.0465
2007,37,"Burke","county",88439,4.18,0.5676,0,0.0541
2008,36,"Burke","county",89274,4.03,0.5556,0,0.0278
2009,36,"Burke","county",89669,4.01,0.5833,0,0.0278
2010,33,"Burke","county",91008,3.63,0.6061,0.0303,0.0303
2011,30,"Burke","county",90722,3.31,0.5667,0.0333,0.0333
2012,32,"Burke","county",89977,3.56,0.5313,0.0313,0.0313
2013,31,"Burke","county",89519,3.46,0.5484,0.0323,0.0323
2014,31,"Burke","county",89197,3.48,0.4839,0.0645,0
2015,29,"Burke","county",89114,3.25,0.4828,0.1379,0
2016,27,"Burke","county",89814,3.01,0.5185,0.1852,0
2017,25,"Burke","county",90246,2.77,0.48,0.24,0
2000,21,"Cabarrus","county",131063,1.6,0.6667,0,0.0952
2001,24,"Cabarrus","county",136316,1.76,0.7083,0,0.0833
2002,22,"Cabarrus","county",139811,1.57,0.6364,0,0.0455
2003,21,"Cabarrus","county",143306,1.47,0.8095,0,0.0476
2004,19,"Cabarrus","county",146852,1.29,0.7895,0,0.0526
2005,19,"Cabarrus","county",150249,1.26,0.7368,0,0.0526
2006,23,"Cabarrus","county",157176,1.46,0.6957,0,0.0435
2007,25,"Cabarrus","county",164384,1.52,0.68,0,0.04
2008,27,"Cabarrus","county",170448,1.58,0.6667,0,0.037
2009,29,"Cabarrus","county",174294,1.66,0.6897,0,0.0345
2010,29,"Cabarrus","county",179025,1.62,0.7241,0.0345,0.0345
2011,29,"Cabarrus","county",181253,1.6,0.7931,0.0345,0.0345
2012,29,"Cabarrus","county",183565,1.58,0.7931,0.0345,0.0345
2013,28,"Cabarrus","county",186457,1.5,0.7857,0.0714,0.0357
2014,24,"Cabarrus","county",191060,1.26,0.7917,0.0833,0.0417
2015,26,"Cabarrus","county",195714,1.33,0.8077,0.1154,0.0385
2016,28,"Cabarrus","county",200663,1.4,0.8214,0.1429,0.0357
2017,24,"Cabarrus","county",205473,1.17,0.7917,0.1667,0.0417
2000,6,"Caldwell","county",77415,0.78,0.5,0,0
2001,7,"Caldwell","county",77618,0.9,0.5714,0,0
2002,4,"Caldwell","county",78237,0.51,-9,-9,-9
2003,5,"Caldwell","county",78856,0.63,0.6,0,0
2004,3,"Caldwell","county",78606,0.38,-9,-9,-9
2005,5,"Caldwell","county",78816,0.63,0.8,0,0
2006,5,"Caldwell","county",79297,0.63,0.6,0,0
2007,4,"Caldwell","county",79376,0.5,-9,-9,-9
2008,6,"Caldwell","county",80038,0.75,0.6667,0,0
2009,6,"Caldwell","county",80141,0.75,0.6667,0,0
2010,6,"Caldwell","county",83176,0.72,0.6667,0,0
2011,6,"Caldwell","county",83117,0.72,0.6667,0,0
2012,6,"Caldwell","county",82605,0.73,0.8333,0,0
2013,6,"Caldwell","county",82504,0.73,0.8333,0,0
2014,3,"Caldwell","county",82445,0.36,-9,-9,-9
2015,3,"Caldwell","county",82577,0.36,-9,-9,-9
2016,5,"Caldwell","county",82793,0.6,1,0,0
2017,3,"Caldwell","county",83303,0.36,-9,-9,-9
2000,0,"Camden","county",6885,0,-9,-9,-9
2001,0,"Camden","county",7075,0,-9,-9,-9
2002,0,"Camden","county",7170,0,-9,-9,-9
2003,0,"Camden","county",7265,0,-9,-9,-9
2004,0,"Camden","county",7852,0,-9,-9,-9
2005,0,"Camden","county",8881,0,-9,-9,-9
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
2012,0,"Camden","county",9922,0,-9,-9,-9
