"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2002,84,"South East","ahec",395768,2.12,0.7738,0.0238,0.0595
2003,80,"South East","ahec",404351,1.98,0.75,0.025,0.05
2004,91,"South East","ahec",408125,2.23,0.7692,0.033,0.044
2005,89,"South East","ahec",418333,2.13,0.764,0.0337,0.0449
2006,94,"South East","ahec",435180,2.16,0.766,0.0213,0.0532
2007,98,"South East","ahec",447385,2.19,0.7959,0.0204,0.0408
2008,100,"South East","ahec",455190,2.2,0.8,0.02,0.05
2009,105,"South East","ahec",464312,2.26,0.781,0.0095,0.0381
2010,101,"South East","ahec",481052,2.1,0.7921,0.0198,0.0396
2011,105,"South East","ahec",487484,2.15,0.8,0,0.0286
2012,111,"South East","ahec",494872,2.24,0.7928,0.009,0.036
2013,110,"South East","ahec",502936,2.19,0.7636,0.0364,0.0455
2014,131,"South East","ahec",509080,2.57,0.771,0.0305,0.0534
2015,144,"South East","ahec",518781,2.78,0.7708,0.0208,0.0556
2016,143,"South East","ahec",527596,2.71,0.7413,0.014,0.0559
2017,172,"South East","ahec",536440,3.21,0.7209,0.0291,0.0581
2000,158,"Southern Regional","ahec",800743,1.97,0.8671,0.0063,0.2025
2001,162,"Southern Regional","ahec",805745,2.01,0.8889,0,0.216
2002,167,"Southern Regional","ahec",819180,2.04,0.8802,0.006,0.2335
2003,177,"Southern Regional","ahec",832613,2.13,0.904,0,0.2486
2004,176,"Southern Regional","ahec",836143,2.1,0.8807,0.0057,0.2273
2005,184,"Southern Regional","ahec",842634,2.18,0.8696,0.0054,0.2283
2006,208,"Southern Regional","ahec",844402,2.46,0.875,0.0048,0.226
2007,191,"Southern Regional","ahec",856935,2.23,0.8743,0.0052,0.2408
2008,208,"Southern Regional","ahec",868197,2.4,0.8558,0.0144,0.2404
2009,211,"Southern Regional","ahec",879444,2.4,0.872,0.0095,0.2464
2010,215,"Southern Regional","ahec",888443,2.42,0.8651,0.0186,0.2372
2011,227,"Southern Regional","ahec",900751,2.52,0.8458,0.0132,0.2335
2012,227,"Southern Regional","ahec",909169,2.5,0.837,0.0132,0.2159
2013,234,"Southern Regional","ahec",914274,2.56,0.8248,0.0171,0.2137
2014,245,"Southern Regional","ahec",913874,2.68,0.8041,0.0122,0.2082
2015,245,"Southern Regional","ahec",915808,2.68,0.8163,0.0122,0.2122
2016,257,"Southern Regional","ahec",918447,2.8,0.8405,0.0078,0.2101
2017,276,"Southern Regional","ahec",921525,3,0.8152,0.0109,0.2065
2000,136,"Wake AHEC","ahec",1216472,1.12,0.7426,0,0.0882
2001,143,"Wake AHEC","ahec",1261899,1.13,0.7692,0.007,0.0769
2002,139,"Wake AHEC","ahec",1296091,1.07,0.7626,0.0072,0.0791
2003,141,"Wake AHEC","ahec",1330283,1.06,0.773,0.0142,0.0922
2004,155,"Wake AHEC","ahec",1360676,1.14,0.7613,0.0129,0.1032
2005,168,"Wake AHEC","ahec",1395041,1.2,0.756,0.0119,0.1071
2006,175,"Wake AHEC","ahec",1454152,1.2,0.7371,0.0114,0.1029
2007,184,"Wake AHEC","ahec",1514267,1.22,0.7663,0.0163,0.1141
2008,194,"Wake AHEC","ahec",1560428,1.24,0.7784,0.0103,0.0979
2009,200,"Wake AHEC","ahec",1604088,1.25,0.785,0.015,0.075
2010,215,"Wake AHEC","ahec",1631633,1.32,0.7953,0.014,0.0744
2011,210,"Wake AHEC","ahec",1657781,1.27,0.781,0.0143,0.0905
2012,214,"Wake AHEC","ahec",1686053,1.27,0.7804,0.0187,0.0701
2013,224,"Wake AHEC","ahec",1712629,1.31,0.7991,0.0268,0.0625
2014,270,"Wake AHEC","ahec",1742928,1.55,0.7741,0.0296,0.0852
2015,309,"Wake AHEC","ahec",1776174,1.74,0.7702,0.0227,0.0809
2016,326,"Wake AHEC","ahec",1806644,1.8,0.7546,0.0245,0.0798
2017,366,"Wake AHEC","ahec",1840349,1.99,0.7377,0.0191,0.0984
2000,5,"Alamance","county",130800,0.38,0.8,0,0.2
2001,6,"Alamance","county",133598,0.45,0.6667,0,0.1667
2002,7,"Alamance","county",136034,0.51,0.8571,0,0
2003,10,"Alamance","county",138471,0.72,0.8,0,0
2004,11,"Alamance","county",138754,0.79,0.8182,0,0
2005,10,"Alamance","county",138788,0.72,0.7,0,0
2006,12,"Alamance","county",139786,0.86,0.75,0,0.0833
2007,15,"Alamance","county",143154,1.05,0.5333,0,0.0667
2008,23,"Alamance","county",146025,1.58,0.6087,0,0.0435
2009,22,"Alamance","county",148361,1.48,0.6818,0,0
2010,20,"Alamance","county",151745,1.32,0.7,0,0
2011,22,"Alamance","county",152531,1.44,0.6818,0,0.0455
2012,24,"Alamance","county",153029,1.57,0.6667,0,0.0833
2013,23,"Alamance","county",153595,1.5,0.6522,0,0.087
2014,20,"Alamance","county",155789,1.28,0.55,0,0.15
2015,19,"Alamance","county",157522,1.21,0.6316,0,0.0526
2016,26,"Alamance","county",159054,1.63,0.5769,0,0.1538
2017,29,"Alamance","county",161076,1.8,0.5862,0,0.0345
2000,0,"Alexander","county",33603,0,-9,-9,-9
2001,2,"Alexander","county",33961,0.59,-9,-9,-9
2002,1,"Alexander","county",34626,0.29,-9,-9,-9
2003,1,"Alexander","county",35292,0.28,-9,-9,-9
2004,2,"Alexander","county",35165,0.57,-9,-9,-9
2005,2,"Alexander","county",35545,0.56,-9,-9,-9
2006,3,"Alexander","county",36296,0.83,-9,-9,-9
2007,4,"Alexander","county",36656,1.09,-9,-9,-9
2008,5,"Alexander","county",36957,1.35,0.8,0,0
2009,5,"Alexander","county",37318,1.34,0.8,0,0
2010,5,"Alexander","county",37254,1.34,0.8,0,0
2011,8,"Alexander","county",37528,2.13,0.75,0,0
2012,6,"Alexander","county",37389,1.6,0.5,0,0
2013,8,"Alexander","county",37436,2.14,0.625,0,0
2014,11,"Alexander","county",37832,2.91,0.7273,0,0.0909
2015,10,"Alexander","county",37952,2.63,0.7,0,0
2016,8,"Alexander","county",38284,2.09,0.625,0,0
2017,12,"Alexander","county",38452,3.12,0.5833,0,0.0833
2000,3,"Alleghany","county",10677,2.81,-9,-9,-9
2001,3,"Alleghany","county",10754,2.79,-9,-9,-9
2002,4,"Alleghany","county",10866,3.68,-9,-9,-9
2003,4,"Alleghany","county",10978,3.64,-9,-9,-9
2004,3,"Alleghany","county",10912,2.75,-9,-9,-9
2005,3,"Alleghany","county",10913,2.75,-9,-9,-9
2006,3,"Alleghany","county",11000,2.73,-9,-9,-9
2007,3,"Alleghany","county",11088,2.71,-9,-9,-9
2008,3,"Alleghany","county",11075,2.71,-9,-9,-9
2009,3,"Alleghany","county",11227,2.67,-9,-9,-9
2010,5,"Alleghany","county",11171,4.48,1,0,0
2011,2,"Alleghany","county",11069,1.81,-9,-9,-9
2012,5,"Alleghany","county",10971,4.56,1,0,0
2013,6,"Alleghany","county",11052,5.43,1,0,0
2014,8,"Alleghany","county",11099,7.21,0.875,0,0
2015,8,"Alleghany","county",11190,7.15,0.875,0,0
2016,6,"Alleghany","county",11202,5.36,0.8333,0,0
2017,4,"Alleghany","county",11233,3.56,-9,-9,-9
2000,2,"Anson","county",25275,0.79,-9,-9,-9
2001,3,"Anson","county",25323,1.18,-9,-9,-9
2002,3,"Anson","county",25496,1.18,-9,-9,-9
2003,5,"Anson","county",25671,1.95,0.6,0,0
2004,4,"Anson","county",25384,1.58,-9,-9,-9
2005,3,"Anson","county",25848,1.16,-9,-9,-9
2006,3,"Anson","county",25372,1.18,-9,-9,-9
2007,3,"Anson","county",25332,1.18,-9,-9,-9
2008,3,"Anson","county",25368,1.18,-9,-9,-9
2009,3,"Anson","county",25193,1.19,-9,-9,-9
2010,4,"Anson","county",26973,1.48,-9,-9,-9
2011,3,"Anson","county",25822,1.16,-9,-9,-9
2012,4,"Anson","county",26626,1.5,-9,-9,-9
2013,4,"Anson","county",26318,1.52,-9,-9,-9
2014,3,"Anson","county",26468,1.13,-9,-9,-9
2015,4,"Anson","county",26155,1.53,-9,-9,-9
2016,3,"Anson","county",25628,1.17,-9,-9,-9
2017,3,"Anson","county",25626,1.17,-9,-9,-9
2000,6,"Ashe","county",24384,2.46,1,0,0
2001,6,"Ashe","county",24799,2.42,0.8333,0,0
2002,8,"Ashe","county",24970,3.2,1,0,0
2003,6,"Ashe","county",25142,2.39,1,0,0
2004,8,"Ashe","county",25320,3.16,1,0,0
2005,9,"Ashe","county",25279,3.56,1,0,0
2006,9,"Ashe","county",25778,3.49,1,0,0
2007,6,"Ashe","county",26003,2.31,1,0,0
2008,8,"Ashe","county",26325,3.04,0.875,0,0
2009,9,"Ashe","county",26498,3.4,0.8889,0,0.1111
2010,9,"Ashe","county",27378,3.29,0.8889,0,0
2011,8,"Ashe","county",27423,2.92,0.75,0,0
2012,7,"Ashe","county",27361,2.56,0.7143,0,0
2013,8,"Ashe","county",27434,2.92,0.75,0,0
2014,7,"Ashe","county",27448,2.55,0.8571,0,0
2015,7,"Ashe","county",27332,2.56,0.8571,0,0
2016,9,"Ashe","county",27344,3.29,0.7778,0.1111,0
2017,10,"Ashe","county",27218,3.67,0.7,0.1,0
2000,5,"Avery","county",17167,2.91,0.8,0,0
2001,4,"Avery","county",17706,2.26,-9,-9,-9
2002,5,"Avery","county",17844,2.8,1,0,0
2003,6,"Avery","county",17980,3.34,1,0,0
2004,5,"Avery","county",18221,2.74,1,0,0
2005,4,"Avery","county",18195,2.2,-9,-9,-9
2006,5,"Avery","county",18174,2.75,1,0,0
2007,5,"Avery","county",18292,2.73,1,0,0
2008,5,"Avery","county",18429,2.71,1,0,0
2009,4,"Avery","county",18301,2.19,-9,-9,-9
2010,4,"Avery","county",17812,2.25,-9,-9,-9
2011,5,"Avery","county",17834,2.8,1,0,0
2012,8,"Avery","county",17764,4.5,0.875,0,0
2013,9,"Avery","county",17872,5.04,0.7778,0,0
2014,6,"Avery","county",17895,3.35,0.8333,0,0
2015,6,"Avery","county",17816,3.37,1,0,0
2016,8,"Avery","county",18098,4.42,0.875,0,0
2017,6,"Avery","county",18072,3.32,0.8333,0,0
2000,15,"Beaufort","county",44958,3.34,0.9333,0,0
2001,16,"Beaufort","county",45340,3.53,0.875,0,0
2002,19,"Beaufort","county",45566,4.17,0.8947,0,0
2003,15,"Beaufort","county",45792,3.28,0.8667,0,0
2004,13,"Beaufort","county",45816,2.84,0.8462,0,0
2005,14,"Beaufort","county",46077,3.04,0.7857,0,0
2006,16,"Beaufort","county",46344,3.45,0.875,0,0
2007,18,"Beaufort","county",46070,3.91,0.8889,0,0.0556
2008,19,"Beaufort","county",46600,4.08,0.8947,0,0.0526
2009,19,"Beaufort","county",47401,4.01,0.8947,0,0.0526
2010,21,"Beaufort","county",47929,4.38,0.9048,0,0.0476
2011,19,"Beaufort","county",47854,3.97,0.8947,0,0
2012,18,"Beaufort","county",47901,3.76,0.8889,0,0
2013,18,"Beaufort","county",47777,3.77,0.8889,0,0
2014,18,"Beaufort","county",47717,3.77,0.8889,0,0.0556
2015,19,"Beaufort","county",47829,3.97,0.9474,0,0.0526
2016,23,"Beaufort","county",47610,4.83,0.8696,0,0.0435
2017,30,"Beaufort","county",47547,6.31,0.9333,0,0.0333
2000,5,"Bertie","county",19773,2.53,1,0,0
2001,6,"Bertie","county",19857,3.02,1,0,0
2002,2,"Bertie","county",19753,1.01,-9,-9,-9
2003,2,"Bertie","county",19649,1.02,-9,-9,-9
2004,2,"Bertie","county",19748,1.01,-9,-9,-9
2005,3,"Bertie","county",19700,1.52,-9,-9,-9
2006,2,"Bertie","county",19352,1.03,-9,-9,-9
2007,3,"Bertie","county",19971,1.5,-9,-9,-9
2008,4,"Bertie","county",20072,1.99,-9,-9,-9
2009,4,"Bertie","county",20104,1.99,-9,-9,-9
2010,8,"Bertie","county",21313,3.75,1,0,0.125
2011,5,"Bertie","county",20890,2.39,0.8,0,0.2
2012,3,"Bertie","county",20665,1.45,-9,-9,-9
2013,4,"Bertie","county",20595,1.94,-9,-9,-9
2014,4,"Bertie","county",20617,1.94,-9,-9,-9
2015,8,"Bertie","county",20533,3.9,1,0,0.125
2016,7,"Bertie","county",19847,3.53,1,0,0.1429
2017,7,"Bertie","county",19881,3.52,1,0,0.1429
2000,4,"Bladen","county",32278,1.24,-9,-9,-9
2001,4,"Bladen","county",32416,1.23,-9,-9,-9
2002,4,"Bladen","county",32819,1.22,-9,-9,-9
2003,5,"Bladen","county",33222,1.51,0.8,0,0.2
2004,3,"Bladen","county",33119,0.91,-9,-9,-9
2005,3,"Bladen","county",33204,0.9,-9,-9,-9
2006,3,"Bladen","county",32872,0.91,-9,-9,-9
2007,2,"Bladen","county",32500,0.62,-9,-9,-9
2008,3,"Bladen","county",32184,0.93,-9,-9,-9
2009,3,"Bladen","county",32046,0.94,-9,-9,-9
2010,3,"Bladen","county",35243,0.85,-9,-9,-9
2011,3,"Bladen","county",35148,0.85,-9,-9,-9
2012,3,"Bladen","county",35200,0.85,-9,-9,-9
2013,5,"Bladen","county",35209,1.42,0.8,0,0
2014,2,"Bladen","county",35113,0.57,-9,-9,-9
2015,2,"Bladen","county",35011,0.57,-9,-9,-9
2016,1,"Bladen","county",34667,0.29,-9,-9,-9
2017,1,"Bladen","county",34393,0.29,-9,-9,-9
2000,8,"Brunswick","county",73143,1.09,0.875,0.125,0
2001,8,"Brunswick","county",76892,1.04,0.875,0.125,0
2002,7,"Brunswick","county",78822,0.89,0.8571,0,0
2003,8,"Brunswick","county",80751,0.99,0.75,0,0
2004,11,"Brunswick","county",83787,1.31,0.8182,0.0909,0
2005,9,"Brunswick","county",87715,1.03,0.7778,0.1111,0
2006,8,"Brunswick","county",94964,0.84,0.75,0,0
2007,13,"Brunswick","county",99440,1.31,0.7692,0,0
2008,15,"Brunswick","county",102877,1.46,0.7333,0,0
2009,18,"Brunswick","county",107135,1.68,0.7778,0,0
2010,15,"Brunswick","county",108176,1.39,0.7333,0,0
2011,19,"Brunswick","county",110140,1.73,0.7368,0,0
2012,17,"Brunswick","county",112597,1.51,0.7059,0,0
2013,22,"Brunswick","county",115716,1.9,0.6818,0,0.0455
2014,20,"Brunswick","county",117834,1.7,0.8,0,0.15
2015,24,"Brunswick","county",123535,1.94,0.8333,0,0.125
2016,27,"Brunswick","county",127750,2.11,0.8148,0,0.1111
2017,34,"Brunswick","county",131726,2.58,0.7941,0,0.0882
2000,54,"Buncombe","county",206330,2.62,0.7778,0,0.0185
2001,53,"Buncombe","county",208593,2.54,0.7736,0,0
2002,57,"Buncombe","county",212044,2.69,0.7895,0,0
2003,60,"Buncombe","county",215496,2.78,0.8,0,0
2004,69,"Buncombe","county",215468,3.2,0.7971,0,0
2005,74,"Buncombe","county",217423,3.4,0.7838,0,0
2006,82,"Buncombe","county",221327,3.7,0.7927,0,0
2007,68,"Buncombe","county",225609,3.01,0.75,0,0
2008,86,"Buncombe","county",227914,3.77,0.7674,0,0.0349
2009,86,"Buncombe","county",230450,3.73,0.7442,0,0.0349
2010,91,"Buncombe","county",239179,3.8,0.7363,0,0.033
2011,104,"Buncombe","county",243855,4.26,0.7019,0.0096,0.0288
2012,107,"Buncombe","county",245535,4.36,0.7196,0.0187,0.028
2013,115,"Buncombe","county",248872,4.62,0.7217,0.0261,0.0348
2014,122,"Buncombe","county",251275,4.86,0.7541,0.0164,0.0246
2015,127,"Buncombe","county",254836,4.98,0.7559,0.0079,0.0157
2016,151,"Buncombe","county",258406,5.84,0.7417,0.0265,0.0199
2017,175,"Buncombe","county",261532,6.69,0.72,0.0457,0.0286
2000,32,"Burke","county",89148,3.59,0.9375,0,0.0313
2001,32,"Burke","county",89028,3.59,0.9375,0,0.0625
2002,32,"Burke","county",90485,3.54,0.9375,0,0.0313
2003,29,"Burke","county",91943,3.15,0.931,0.0345,0.0345
2004,30,"Burke","county",89943,3.34,0.9,0,0.0333
2005,34,"Burke","county",89077,3.82,0.7353,0,0.0294
2006,33,"Burke","county",88664,3.72,0.7879,0,0.0303
2007,38,"Burke","county",88439,4.3,0.7895,0,0.0526
2008,43,"Burke","county",89274,4.82,0.7907,0,0.0233
2009,45,"Burke","county",89669,5.02,0.8,0,0.0667
2010,45,"Burke","county",91008,4.94,0.7778,0.0222,0.0667
2011,43,"Burke","county",90722,4.74,0.7907,0,0.0465
2012,45,"Burke","county",89977,5,0.8444,0.0222,0.0222
2013,45,"Burke","county",89519,5.03,0.8444,0.0222,0.0444
2014,50,"Burke","county",89197,5.61,0.82,0.02,0.02
2015,46,"Burke","county",89114,5.16,0.8043,0.0217,0.0435
2016,49,"Burke","county",89814,5.46,0.8163,0.0204,0.0408
2017,49,"Burke","county",90246,5.43,0.7755,0.0204,0.0204
2000,37,"Cabarrus","county",131063,2.82,0.7568,0,0.027
2001,37,"Cabarrus","county",136316,2.71,0.8378,0,0.1081
2002,35,"Cabarrus","county",139811,2.5,0.8,0,0.0857
2003,42,"Cabarrus","county",143306,2.93,0.8095,0,0.0714
2004,39,"Cabarrus","county",146852,2.66,0.8718,0,0.0769
2005,38,"Cabarrus","county",150249,2.53,0.8684,0,0.1053
2006,40,"Cabarrus","county",157176,2.54,0.85,0.025,0.125
2007,35,"Cabarrus","county",164384,2.13,0.7429,0.0286,0.1429
2008,41,"Cabarrus","county",170448,2.41,0.7805,0.0244,0.1707
2009,43,"Cabarrus","county",174294,2.47,0.7907,0.0233,0.1395
2010,42,"Cabarrus","county",179025,2.35,0.8095,0.0238,0.1667
2011,44,"Cabarrus","county",181253,2.43,0.7955,0,0.1818
2012,45,"Cabarrus","county",183565,2.45,0.8444,0,0.1333
2013,44,"Cabarrus","county",186457,2.36,0.8636,0,0.1136
2014,52,"Cabarrus","county",191060,2.72,0.8077,0,0.1731
2015,49,"Cabarrus","county",195714,2.5,0.8163,0,0.1633
2016,52,"Cabarrus","county",200663,2.59,0.7692,0.0192,0.1346
2017,56,"Cabarrus","county",205473,2.73,0.7679,0,0.2143
2000,20,"Caldwell","county",77415,2.58,0.8,0,0.05
2001,20,"Caldwell","county",77618,2.58,0.65,0,0.05
2002,20,"Caldwell","county",78237,2.56,0.7,0,0
2003,20,"Caldwell","county",78856,2.54,0.7,0,0.05
2004,20,"Caldwell","county",78606,2.54,0.7,0,0.05
2005,19,"Caldwell","county",78816,2.41,0.7368,0,0.0526
2006,20,"Caldwell","county",79297,2.52,0.75,0,0.05
2007,17,"Caldwell","county",79376,2.14,0.8235,0,0.0588
2008,20,"Caldwell","county",80038,2.5,0.8,0,0.1
2009,23,"Caldwell","county",80141,2.87,0.8261,0,0.0435
2010,25,"Caldwell","county",83176,3.01,0.76,0,0.04
2011,22,"Caldwell","county",83117,2.65,0.8182,0,0.0455
2012,27,"Caldwell","county",82605,3.27,0.8519,0,0.0741
2013,32,"Caldwell","county",82504,3.88,0.8125,0,0.0625
2014,28,"Caldwell","county",82445,3.4,0.8571,0,0.0714
2015,30,"Caldwell","county",82577,3.63,0.8333,0,0.0333
2016,31,"Caldwell","county",82793,3.74,0.8065,0.0323,0.0323
2017,28,"Caldwell","county",83303,3.36,0.7857,0,0.0357
2000,0,"Camden","county",6885,0,-9,-9,-9
2001,2,"Camden","county",7075,2.83,-9,-9,-9
2002,0,"Camden","county",7170,0,-9,-9,-9
2003,0,"Camden","county",7265,0,-9,-9,-9
2004,0,"Camden","county",7852,0,-9,-9,-9
2005,0,"Camden","county",8881,0,-9,-9,-9
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
