"year","total","region","type","population","providerRate"
2012,47,"Buncombe","county",245535,1.91
2013,38,"Buncombe","county",248872,1.53
2014,45,"Buncombe","county",251275,1.79
2015,46,"Buncombe","county",254836,1.81
2016,53,"Buncombe","county",258406,2.05
2017,56,"Buncombe","county",261532,2.14
2011,24,"Burke","county",90722,2.65
2012,27,"Burke","county",89977,3
2013,22,"Burke","county",89519,2.46
2014,24,"Burke","county",89197,2.69
2015,26,"Burke","county",89114,2.92
2016,23,"Burke","county",89814,2.56
2017,26,"Burke","county",90246,2.88
2011,10,"Cabarrus","county",181253,0.55
2012,12,"Cabarrus","county",183565,0.65
2013,9,"Cabarrus","county",186457,0.48
2014,11,"Cabarrus","county",191060,0.58
2015,13,"Cabarrus","county",195714,0.66
2016,15,"Cabarrus","county",200663,0.75
2017,13,"Cabarrus","county",205473,0.63
2011,2,"Caldwell","county",83117,0.24
2012,1,"Caldwell","county",82605,0.12
2013,1,"Caldwell","county",82504,0.12
2014,1,"Caldwell","county",82445,0.12
2015,1,"Caldwell","county",82577,0.12
2016,1,"Caldwell","county",82793,0.12
2017,0,"Caldwell","county",83303,0
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,2,"Carteret","county",67696,0.3
2012,2,"Carteret","county",68362,0.29
2013,4,"Carteret","county",69239,0.58
2014,3,"Carteret","county",69350,0.43
2015,1,"Carteret","county",69826,0.14
2016,2,"Carteret","county",69881,0.29
2017,1,"Carteret","county",70190,0.14
2011,1,"Caswell","county",23654,0.42
2012,0,"Caswell","county",23492,0
2013,0,"Caswell","county",23844,0
2014,0,"Caswell","county",23602,0
2015,0,"Caswell","county",23606,0
2016,1,"Caswell","county",23689,0.42
2017,1,"Caswell","county",23699,0.42
2011,11,"Catawba","county",154992,0.71
2012,11,"Catawba","county",155494,0.71
2013,11,"Catawba","county",155411,0.71
2014,8,"Catawba","county",155830,0.51
2015,9,"Catawba","county",155828,0.58
2016,9,"Catawba","county",156473,0.58
2017,10,"Catawba","county",156949,0.64
2011,1,"Chatham","county",64553,0.15
2012,1,"Chatham","county",66545,0.15
2013,2,"Chatham","county",67620,0.3
2014,2,"Chatham","county",68725,0.29
2015,2,"Chatham","county",71815,0.28
2016,2,"Chatham","county",73286,0.27
2017,2,"Chatham","county",74835,0.27
2011,2,"Cherokee","county",27300,0.73
2012,2,"Cherokee","county",27030,0.74
2013,2,"Cherokee","county",27471,0.73
2014,2,"Cherokee","county",27451,0.73
2015,2,"Cherokee","county",27770,0.72
2016,2,"Cherokee","county",28591,0.7
2017,2,"Cherokee","county",29216,0.68
2011,1,"Chowan","county",14796,0.68
2012,1,"Chowan","county",14743,0.68
2013,1,"Chowan","county",14815,0.67
2014,1,"Chowan","county",14636,0.68
2015,1,"Chowan","county",14541,0.69
2016,1,"Chowan","county",14410,0.69
2017,1,"Chowan","county",14292,0.7
2011,1,"Clay","county",10460,0.96
2012,1,"Clay","county",10520,0.95
2013,1,"Clay","county",10794,0.93
2014,1,"Clay","county",10794,0.93
2015,1,"Clay","county",11036,0.91
2016,1,"Clay","county",11320,0.88
2017,1,"Clay","county",11488,0.87
2011,5,"Cleveland","county",98209,0.51
2012,6,"Cleveland","county",97702,0.61
2013,6,"Cleveland","county",97429,0.62
2014,6,"Cleveland","county",97920,0.61
2015,6,"Cleveland","county",97871,0.61
2016,3,"Cleveland","county",98244,0.31
2017,5,"Cleveland","county",98580,0.51
2011,2,"Columbus","county",57657,0.35
2012,1,"Columbus","county",57862,0.17
2013,1,"Columbus","county",57739,0.17
2014,1,"Columbus","county",57632,0.17
2015,1,"Columbus","county",57206,0.17
2016,1,"Columbus","county",57182,0.17
2017,1,"Columbus","county",56941,0.18
2011,4,"Craven","county",104965,0.38
2012,5,"Craven","county",105179,0.48
2013,5,"Craven","county",104421,0.48
2014,7,"Craven","county",104520,0.67
2015,6,"Craven","county",103691,0.58
2016,6,"Craven","county",103737,0.58
2017,5,"Craven","county",103735,0.48
2011,24,"Cumberland","county",327643,0.73
2012,20,"Cumberland","county",330754,0.6
2013,20,"Cumberland","county",332553,0.6
2014,23,"Cumberland","county",329403,0.7
2015,19,"Cumberland","county",328860,0.58
2016,18,"Cumberland","county",329824,0.55
2017,14,"Cumberland","county",329604,0.42
2011,1,"Currituck","county",23643,0.42
2012,2,"Currituck","county",23767,0.84
2013,0,"Currituck","county",24506,0
2014,0,"Currituck","county",25072,0
2015,0,"Currituck","county",25627,0
2016,0,"Currituck","county",26101,0
2017,0,"Currituck","county",26604,0
2011,0,"Dare","county",34216,0
2012,0,"Dare","county",34810,0
2013,0,"Dare","county",35273,0
2014,0,"Dare","county",35415,0
2015,1,"Dare","county",36001,0.28
2016,0,"Dare","county",36387,0
2017,1,"Dare","county",36792,0.27
2011,3,"Davidson","county",163364,0.18
2012,3,"Davidson","county",163410,0.18
2013,3,"Davidson","county",163770,0.18
2014,2,"Davidson","county",164454,0.12
2015,2,"Davidson","county",165193,0.12
2016,6,"Davidson","county",166137,0.36
2017,6,"Davidson","county",167105,0.36
2011,1,"Davie","county",41560,0.24
2012,1,"Davie","county",41412,0.24
2013,1,"Davie","county",41507,0.24
2014,1,"Davie","county",41476,0.24
2015,1,"Davie","county",41743,0.24
2016,1,"Davie","county",42211,0.24
2017,1,"Davie","county",42727,0.23
2011,1,"Duplin","county",59476,0.17
2012,1,"Duplin","county",60059,0.17
2013,2,"Duplin","county",60104,0.33
2014,1,"Duplin","county",60126,0.17
2015,2,"Duplin","county",59868,0.33
2016,3,"Duplin","county",59597,0.5
2017,2,"Duplin","county",59513,0.34
2011,97,"Durham","county",272314,3.56
2012,103,"Durham","county",282511,3.65
2013,88,"Durham","county",286053,3.08
2014,89,"Durham","county",292191,3.05
2015,87,"Durham","county",297219,2.93
2016,86,"Durham","county",301520,2.85
2017,95,"Durham","county",306184,3.1
2011,0,"Edgecombe","county",56089,0
2012,1,"Edgecombe","county",56085,0.18
2013,1,"Edgecombe","county",55704,0.18
2014,1,"Edgecombe","county",55483,0.18
2015,0,"Edgecombe","county",54367,0
2016,0,"Edgecombe","county",53502,0
2017,0,"Edgecombe","county",52856,0
2011,60,"Forsyth","county",354878,1.69
2012,65,"Forsyth","county",357767,1.82
2013,67,"Forsyth","county",360471,1.86
2014,69,"Forsyth","county",364248,1.89
2015,67,"Forsyth","county",366543,1.83
2016,73,"Forsyth","county",369144,1.98
2017,70,"Forsyth","county",372651,1.88
2011,0,"Franklin","county",61651,0
2012,0,"Franklin","county",61840,0
2013,0,"Franklin","county",62697,0
2014,1,"Franklin","county",63225,0.16
2015,1,"Franklin","county",64206,0.16
2016,0,"Franklin","county",65445,0
2017,0,"Franklin","county",66514,0
2011,13,"Gaston","county",207506,0.63
2012,16,"Gaston","county",208582,0.77
2013,11,"Gaston","county",209571,0.52
2014,9,"Gaston","county",210735,0.43
2015,9,"Gaston","county",212636,0.42
2016,7,"Gaston","county",215489,0.32
2017,8,"Gaston","county",218527,0.37
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,0,"Gates","county",11912,0
2015,0,"Gates","county",11739,0
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,0,"Graham","county",8942,0
2012,0,"Graham","county",8850,0
2013,0,"Graham","county",8854,0
2014,0,"Graham","county",8829,0
2015,0,"Graham","county",8761,0
2016,0,"Graham","county",8835,0
2017,0,"Graham","county",8837,0
2011,43,"Granville","county",60863,7.07
2012,42,"Granville","county",56748,7.4
2013,37,"Granville","county",57910,6.39
2014,39,"Granville","county",58104,6.71
2015,40,"Granville","county",58547,6.83
2016,37,"Granville","county",59433,6.23
2017,41,"Granville","county",59975,6.84
2011,1,"Greene","county",21489,0.47
2012,1,"Greene","county",21363,0.47
2013,0,"Greene","county",21073,0
2014,0,"Greene","county",21286,0
2015,0,"Greene","county",21158,0
2016,1,"Greene","county",21421,0.47
2017,1,"Greene","county",21522,0.46
2011,35,"Guilford","county",495231,0.71
2012,34,"Guilford","county",502190,0.68
2013,31,"Guilford","county",507419,0.61
2014,31,"Guilford","county",512273,0.61
2015,31,"Guilford","county",517124,0.6
2016,31,"Guilford","county",520230,0.6
2017,28,"Guilford","county",523962,0.53
2011,3,"Halifax","county",54397,0.55
2012,3,"Halifax","county",54237,0.55
2013,3,"Halifax","county",53705,0.56
2014,2,"Halifax","county",53190,0.38
2015,3,"Halifax","county",52423,0.57
2016,3,"Halifax","county",52160,0.58
2017,3,"Halifax","county",51815,0.58
2011,1,"Harnett","county",118615,0.08
2012,3,"Harnett","county",121264,0.25
2013,2,"Harnett","county",123316,0.16
2014,4,"Harnett","county",125730,0.32
2015,4,"Harnett","county",127127,0.31
2016,3,"Harnett","county",128783,0.23
2017,4,"Harnett","county",130847,0.31
2011,5,"Haywood","county",59684,0.84
2012,4,"Haywood","county",59291,0.67
2013,1,"Haywood","county",59674,0.17
2014,2,"Haywood","county",59913,0.33
2015,2,"Haywood","county",60631,0.33
2016,3,"Haywood","county",61771,0.49
2017,2,"Haywood","county",62277,0.32
2011,11,"Henderson","county",108448,1.01
2012,14,"Henderson","county",108183,1.29
2013,10,"Henderson","county",109287,0.92
2014,9,"Henderson","county",110897,0.81
2015,9,"Henderson","county",112511,0.8
2016,10,"Henderson","county",114385,0.87
2017,7,"Henderson","county",116173,0.6
2011,3,"Hertford","county",24466,1.23
2012,4,"Hertford","county",24451,1.64
2013,2,"Hertford","county",24621,0.81
2014,4,"Hertford","county",24578,1.63
2015,2,"Hertford","county",24426,0.82
2016,4,"Hertford","county",24038,1.66
2017,5,"Hertford","county",23947,2.09
2011,0,"Hoke","county",49065,0
2012,1,"Hoke","county",50036,0.2
2013,1,"Hoke","county",50672,0.2
2014,0,"Hoke","county",50982,0
2015,0,"Hoke","county",51776,0
2016,0,"Hoke","county",52214,0
2017,0,"Hoke","county",53343,0
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,1,"Hyde","county",5738,1.74
2015,0,"Hyde","county",5631,0
2016,0,"Hyde","county",5621,0
2017,0,"Hyde","county",5644,0
2011,9,"Iredell","county",161522,0.56
2012,10,"Iredell","county",163043,0.61
2013,8,"Iredell","county",164974,0.48
2014,7,"Iredell","county",167157,0.42
2015,8,"Iredell","county",170230,0.47
2016,7,"Iredell","county",173391,0.4
2017,8,"Iredell","county",176563,0.45
2011,0,"Jackson","county",40606,0
2012,2,"Jackson","county",40788,0.49
2013,3,"Jackson","county",40810,0.74
2014,3,"Jackson","county",41039,0.73
2015,2,"Jackson","county",41597,0.48
2016,4,"Jackson","county",42574,0.94
2017,4,"Jackson","county",43116,0.93
2011,5,"Johnston","county",172570,0.29
2012,5,"Johnston","county",174839,0.29
2013,5,"Johnston","county",177308,0.28
2014,7,"Johnston","county",180048,0.39
2015,6,"Johnston","county",184519,0.33
2016,6,"Johnston","county",189460,0.32
2017,5,"Johnston","county",194705,0.26
2011,0,"Jones","county",10327,0
2012,0,"Jones","county",10615,0
2013,0,"Jones","county",10554,0
2014,0,"Jones","county",10468,0
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,2,"Lee","county",58304,0.34
2012,4,"Lee","county",59111,0.68
2013,1,"Lee","county",59344,0.17
2014,3,"Lee","county",59194,0.51
2015,2,"Lee","county",58908,0.34
2016,3,"Lee","county",59244,0.51
2017,3,"Lee","county",59337,0.51
2011,3,"Lenoir","county",59314,0.51
2012,2,"Lenoir","county",59401,0.34
2013,0,"Lenoir","county",59046,0
2014,1,"Lenoir","county",58830,0.17
2015,2,"Lenoir","county",58338,0.34
2016,2,"Lenoir","county",57587,0.35
2017,3,"Lenoir","county",57477,0.52
2011,1,"Lincoln","county",79026,0.13
2012,1,"Lincoln","county",79267,0.13
2013,0,"Lincoln","county",79745,0
2014,0,"Lincoln","county",80202,0
2015,0,"Lincoln","county",81397,0
2016,0,"Lincoln","county",82033,0
2017,0,"Lincoln","county",83251,0
2011,0,"Macon","county",34459,0
2012,0,"Macon","county",33985,0
2013,0,"Macon","county",34151,0
2014,0,"Macon","county",34428,0
2015,0,"Macon","county",34771,0
2016,1,"Macon","county",35047,0.29
2017,1,"Macon","county",35413,0.28
2011,0,"Madison","county",21193,0
2012,0,"Madison","county",21192,0
2013,0,"Madison","county",21372,0
2014,0,"Madison","county",21584,0
2015,0,"Madison","county",21663,0
2016,0,"Madison","county",21979,0
2017,0,"Madison","county",22240,0
2011,1,"Martin","county",24083,0.42
2012,1,"Martin","county",24020,0.42
2013,1,"Martin","county",23750,0.42
2014,1,"Martin","county",23714,0.42
2015,1,"Martin","county",23746,0.42
2016,1,"Martin","county",23606,0.42
2017,1,"Martin","county",23510,0.43
2011,0,"McDowell","county",45462,0
2012,0,"McDowell","county",45288,0
2013,0,"McDowell","county",45231,0
2014,0,"McDowell","county",45320,0
2015,0,"McDowell","county",45370,0
2016,0,"McDowell","county",45510,0
2017,0,"McDowell","county",45716,0
2011,78,"Mecklenburg","county",940697,0.83
2012,77,"Mecklenburg","county",963165,0.8
2013,76,"Mecklenburg","county",991867,0.77
2014,83,"Mecklenburg","county",1013199,0.82
2015,95,"Mecklenburg","county",1035605,0.92
2016,103,"Mecklenburg","county",1053545,0.98
2017,119,"Mecklenburg","county",1077301,1.1
2011,0,"Mitchell","county",15501,0
2012,0,"Mitchell","county",15396,0
2013,0,"Mitchell","county",15407,0
2014,0,"Mitchell","county",15825,0
2015,0,"Mitchell","county",15335,0
2016,0,"Mitchell","county",15266,0
2017,0,"Mitchell","county",15237,0
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,0,"Montgomery","county",27768,0
2014,0,"Montgomery","county",27820,0
2015,0,"Montgomery","county",27826,0
2016,0,"Montgomery","county",27768,0
2017,0,"Montgomery","county",27865,0
2011,10,"Moore","county",89395,1.12
2012,10,"Moore","county",90707,1.1
2013,7,"Moore","county",91937,0.76
2014,11,"Moore","county",93078,1.18
2015,13,"Moore","county",94492,1.38
2016,15,"Moore","county",96102,1.56
2017,14,"Moore","county",97597,1.43
2011,6,"Nash","county",96122,0.62
2012,6,"Nash","county",95533,0.63
2013,6,"Nash","county",94744,0.63
2014,4,"Nash","county",94525,0.42
2015,5,"Nash","county",94370,0.53
2016,4,"Nash","county",94421,0.42
2017,4,"Nash","county",94365,0.42
2011,31,"New Hanover","county",206774,1.5
2012,33,"New Hanover","county",209964,1.57
2013,27,"New Hanover","county",213809,1.26
2014,23,"New Hanover","county",216955,1.06
2015,27,"New Hanover","county",220231,1.23
2016,28,"New Hanover","county",223608,1.25
2017,34,"New Hanover","county",227261,1.5
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,0,"Northampton","county",21244,0
2014,0,"Northampton","county",21233,0
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,9,"Onslow","county",184228,0.49
2012,11,"Onslow","county",191030,0.58
2013,8,"Onslow","county",193925,0.41
2014,9,"Onslow","county",193204,0.47
2015,8,"Onslow","county",194636,0.41
2016,6,"Onslow","county",193914,0.31
2017,6,"Onslow","county",195621,0.31
2011,116,"Orange","county",135776,8.54
2012,116,"Orange","county",138575,8.37
2013,124,"Orange","county",139694,8.88
2014,119,"Orange","county",139933,8.5
2015,129,"Orange","county",140144,9.2
2016,130,"Orange","county",140853,9.23
2017,138,"Orange","county",142365,9.69
2011,0,"Pamlico","county",13214,0
2012,0,"Pamlico","county",13190,0
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,0,"Pamlico","county",13268,0
2011,2,"Pasquotank","county",40438,0.49
2012,1,"Pasquotank","county",39941,0.25
2013,1,"Pasquotank","county",39458,0.25
2014,1,"Pasquotank","county",39691,0.25
2015,1,"Pasquotank","county",39731,0.25
2016,1,"Pasquotank","county",40284,0.25
2017,1,"Pasquotank","county",40598,0.25
2011,1,"Pender","county",53437,0.19
2012,2,"Pender","county",54390,0.37
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,0,"Pender","county",57941,0
2016,0,"Pender","county",59459,0
2017,0,"Pender","county",60999,0
2011,1,"Perquimans","county",13537,0.74
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,2,"Person","county",39700,0.5
2012,1,"Person","county",39197,0.26
2013,0,"Person","county",39192,0
2014,1,"Person","county",39265,0.25
2015,1,"Person","county",39574,0.25
2016,1,"Person","county",39728,0.25
2017,0,"Person","county",39868,0
2011,34,"Pitt","county",170263,2
2012,35,"Pitt","county",172618,2.03
2013,31,"Pitt","county",173879,1.78
2014,34,"Pitt","county",174424,1.95
2015,33,"Pitt","county",175532,1.88
2016,31,"Pitt","county",175885,1.76
2017,25,"Pitt","county",176424,1.42
2011,2,"Polk","county",20453,0.98
2012,2,"Polk","county",20262,0.99
2013,3,"Polk","county",20603,1.46
2014,2,"Polk","county",20740,0.96
2015,2,"Polk","county",20828,0.96
2016,2,"Polk","county",21030,0.95
2017,2,"Polk","county",21154,0.95
2011,6,"Randolph","county",142901,0.42
2012,6,"Randolph","county",142594,0.42
2013,5,"Randolph","county",142561,0.35
2014,5,"Randolph","county",143079,0.35
2015,4,"Randolph","county",142943,0.28
2016,3,"Randolph","county",143711,0.21
2017,3,"Randolph","county",144672,0.21
2011,3,"Richmond","county",46459,0.65
2012,1,"Richmond","county",46258,0.22
2013,4,"Richmond","county",46041,0.87
2014,1,"Richmond","county",45545,0.22
2015,1,"Richmond","county",45353,0.22
2016,0,"Richmond","county",44912,0
2017,1,"Richmond","county",44892,0.22
2011,6,"Robeson","county",134651,0.45
2012,4,"Robeson","county",134433,0.3
2013,2,"Robeson","county",134010,0.15
2014,1,"Robeson","county",133567,0.07
2015,3,"Robeson","county",133375,0.22
2016,3,"Robeson","county",132657,0.23
2017,5,"Robeson","county",132020,0.38
2011,2,"Rockingham","county",93558,0.21
2012,4,"Rockingham","county",92873,0.43
2013,2,"Rockingham","county",92254,0.22
2014,3,"Rockingham","county",92543,0.32
2015,3,"Rockingham","county",92084,0.33
2016,3,"Rockingham","county",91891,0.33
2017,4,"Rockingham","county",91790,0.44
2011,6,"Rowan","county",138309,0.43
2012,9,"Rowan","county",138242,0.65
2013,6,"Rowan","county",138666,0.43
2014,10,"Rowan","county",138710,0.72
2015,8,"Rowan","county",140122,0.57
2016,7,"Rowan","county",140970,0.5
2017,10,"Rowan","county",141917,0.7
2011,4,"Rutherford","county",68392,0.58
2012,4,"Rutherford","county",67932,0.59
2013,4,"Rutherford","county",67807,0.59
2014,3,"Rutherford","county",67606,0.44
2015,3,"Rutherford","county",67617,0.44
2016,3,"Rutherford","county",67703,0.44
2017,4,"Rutherford","county",67796,0.59
2011,1,"Sampson","county",63746,0.16
2012,1,"Sampson","county",64151,0.16
2013,2,"Sampson","county",64313,0.31
2014,2,"Sampson","county",64398,0.31
2015,2,"Sampson","county",63993,0.31
2016,2,"Sampson","county",63499,0.31
2017,1,"Sampson","county",63143,0.16
2011,0,"Scotland","county",36029,0
2012,0,"Scotland","county",36366,0
2013,1,"Scotland","county",36223,0.28
2014,1,"Scotland","county",36058,0.28
2015,1,"Scotland","county",35821,0.28
2016,1,"Scotland","county",35789,0.28
2017,1,"Scotland","county",35686,0.28
2011,7,"Stanly","county",60936,1.15
2012,5,"Stanly","county",60477,0.83
2013,5,"Stanly","county",60612,0.82
2014,5,"Stanly","county",61056,0.82
2015,4,"Stanly","county",61234,0.65
2016,4,"Stanly","county",61751,0.65
2017,4,"Stanly","county",62443,0.64
2011,2,"Stokes","county",47551,0.42
2012,2,"Stokes","county",47068,0.42
2013,1,"Stokes","county",46731,0.21
2014,1,"Stokes","county",46786,0.21
2015,1,"Stokes","county",46763,0.21
2016,2,"Stokes","county",46751,0.43
2017,2,"Stokes","county",46728,0.43
2011,3,"Surry","county",73575,0.41
2012,3,"Surry","county",73718,0.41
2013,1,"Surry","county",73344,0.14
2014,2,"Surry","county",73834,0.27
2015,2,"Surry","county",73195,0.27
2016,2,"Surry","county",72843,0.27
2017,2,"Surry","county",72843,0.27
2011,0,"Swain","county",14263,0
2012,0,"Swain","county",14494,0
2013,1,"Swain","county",14590,0.69
2014,2,"Swain","county",14831,1.35
2015,2,"Swain","county",14953,1.34
2016,2,"Swain","county",14852,1.35
2017,2,"Swain","county",14999,1.33
2011,0,"Transylvania","county",33275,0
2012,0,"Transylvania","county",33022,0
2013,1,"Transylvania","county",33220,0.3
2014,1,"Transylvania","county",33428,0.3
2015,0,"Transylvania","county",33745,0
2016,0,"Transylvania","county",34139,0
2017,0,"Transylvania","county",34464,0
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,3,"Union","county",205717,0.15
2012,5,"Union","county",207872,0.24
2013,2,"Union","county",211539,0.09
2014,2,"Union","county",215933,0.09
2015,1,"Union","county",219992,0.05
2016,2,"Union","county",223915,0.09
2017,3,"Union","county",228171,0.13
2011,2,"Vance","county",45558,0.44
2012,1,"Vance","county",45530,0.22
2013,1,"Vance","county",45056,0.22
2014,2,"Vance","county",45077,0.44
2015,2,"Vance","county",45097,0.44
2016,1,"Vance","county",44945,0.22
2017,0,"Vance","county",44862,0
2011,162,"Wake","county",925938,1.75
2012,157,"Wake","county",945603,1.66
2013,135,"Wake","county",964616,1.4
2014,144,"Wake","county",985310,1.46
2015,142,"Wake","county",1007631,1.41
2016,150,"Wake","county",1026748,1.46
2017,156,"Wake","county",1048771,1.49
2011,0,"Warren","county",20883,0
