"year","total","region","type","population","providerRate"
2017,99,"Forsyth","county",372651,2.66
2011,2,"Franklin","county",61651,0.32
2012,2,"Franklin","county",61840,0.32
2013,5,"Franklin","county",62697,0.8
2014,2,"Franklin","county",63225,0.32
2015,2,"Franklin","county",64206,0.31
2016,3,"Franklin","county",65445,0.46
2017,2,"Franklin","county",66514,0.3
2011,35,"Gaston","county",207506,1.69
2012,33,"Gaston","county",208582,1.58
2013,27,"Gaston","county",209571,1.29
2014,36,"Gaston","county",210735,1.71
2015,38,"Gaston","county",212636,1.79
2016,34,"Gaston","county",215489,1.58
2017,32,"Gaston","county",218527,1.46
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,1,"Gates","county",11912,0.84
2015,1,"Gates","county",11739,0.85
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,1,"Graham","county",8942,1.12
2012,1,"Graham","county",8850,1.13
2013,0,"Graham","county",8854,0
2014,1,"Graham","county",8829,1.13
2015,1,"Graham","county",8761,1.14
2016,1,"Graham","county",8835,1.13
2017,1,"Graham","county",8837,1.13
2011,19,"Granville","county",60863,3.12
2012,15,"Granville","county",56748,2.64
2013,12,"Granville","county",57910,2.07
2014,14,"Granville","county",58104,2.41
2015,15,"Granville","county",58547,2.56
2016,16,"Granville","county",59433,2.69
2017,16,"Granville","county",59975,2.67
2011,1,"Greene","county",21489,0.47
2012,2,"Greene","county",21363,0.94
2013,1,"Greene","county",21073,0.47
2014,3,"Greene","county",21286,1.41
2015,3,"Greene","county",21158,1.42
2016,2,"Greene","county",21421,0.93
2017,4,"Greene","county",21522,1.86
2011,56,"Guilford","county",495231,1.13
2012,54,"Guilford","county",502190,1.08
2013,51,"Guilford","county",507419,1.01
2014,54,"Guilford","county",512273,1.05
2015,62,"Guilford","county",517124,1.2
2016,70,"Guilford","county",520230,1.35
2017,75,"Guilford","county",523962,1.43
2011,8,"Halifax","county",54397,1.47
2012,10,"Halifax","county",54237,1.84
2013,3,"Halifax","county",53705,0.56
2014,6,"Halifax","county",53190,1.13
2015,7,"Halifax","county",52423,1.34
2016,9,"Halifax","county",52160,1.73
2017,10,"Halifax","county",51815,1.93
2011,26,"Harnett","county",118615,2.19
2012,29,"Harnett","county",121264,2.39
2013,27,"Harnett","county",123316,2.19
2014,29,"Harnett","county",125730,2.31
2015,26,"Harnett","county",127127,2.05
2016,26,"Harnett","county",128783,2.02
2017,34,"Harnett","county",130847,2.6
2011,7,"Haywood","county",59684,1.17
2012,6,"Haywood","county",59291,1.01
2013,3,"Haywood","county",59674,0.5
2014,4,"Haywood","county",59913,0.67
2015,5,"Haywood","county",60631,0.82
2016,5,"Haywood","county",61771,0.81
2017,7,"Haywood","county",62277,1.12
2011,13,"Henderson","county",108448,1.2
2012,13,"Henderson","county",108183,1.2
2013,13,"Henderson","county",109287,1.19
2014,16,"Henderson","county",110897,1.44
2015,12,"Henderson","county",112511,1.07
2016,15,"Henderson","county",114385,1.31
2017,19,"Henderson","county",116173,1.64
2011,6,"Hertford","county",24466,2.45
2012,6,"Hertford","county",24451,2.45
2013,4,"Hertford","county",24621,1.62
2014,4,"Hertford","county",24578,1.63
2015,4,"Hertford","county",24426,1.64
2016,3,"Hertford","county",24038,1.25
2017,3,"Hertford","county",23947,1.25
2011,8,"Hoke","county",49065,1.63
2012,7,"Hoke","county",50036,1.4
2013,4,"Hoke","county",50672,0.79
2014,5,"Hoke","county",50982,0.98
2015,4,"Hoke","county",51776,0.77
2016,4,"Hoke","county",52214,0.77
2017,7,"Hoke","county",53343,1.31
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,1,"Hyde","county",5738,1.74
2015,1,"Hyde","county",5631,1.78
2016,1,"Hyde","county",5621,1.78
2017,1,"Hyde","county",5644,1.77
2011,20,"Iredell","county",161522,1.24
2012,21,"Iredell","county",163043,1.29
2013,18,"Iredell","county",164974,1.09
2014,19,"Iredell","county",167157,1.14
2015,20,"Iredell","county",170230,1.17
2016,25,"Iredell","county",173391,1.44
2017,23,"Iredell","county",176563,1.3
2011,5,"Jackson","county",40606,1.23
2012,6,"Jackson","county",40788,1.47
2013,5,"Jackson","county",40810,1.23
2014,4,"Jackson","county",41039,0.97
2015,6,"Jackson","county",41597,1.44
2016,6,"Jackson","county",42574,1.41
2017,4,"Jackson","county",43116,0.93
2011,17,"Johnston","county",172570,0.99
2012,22,"Johnston","county",174839,1.26
2013,10,"Johnston","county",177308,0.56
2014,16,"Johnston","county",180048,0.89
2015,14,"Johnston","county",184519,0.76
2016,22,"Johnston","county",189460,1.16
2017,21,"Johnston","county",194705,1.08
2011,1,"Jones","county",10327,0.97
2012,1,"Jones","county",10615,0.94
2013,1,"Jones","county",10554,0.95
2014,1,"Jones","county",10468,0.96
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,10,"Lee","county",58304,1.72
2012,12,"Lee","county",59111,2.03
2013,6,"Lee","county",59344,1.01
2014,6,"Lee","county",59194,1.01
2015,5,"Lee","county",58908,0.85
2016,6,"Lee","county",59244,1.01
2017,9,"Lee","county",59337,1.52
2011,7,"Lenoir","county",59314,1.18
2012,8,"Lenoir","county",59401,1.35
2013,10,"Lenoir","county",59046,1.69
2014,11,"Lenoir","county",58830,1.87
2015,10,"Lenoir","county",58338,1.71
2016,10,"Lenoir","county",57587,1.74
2017,9,"Lenoir","county",57477,1.57
2011,4,"Lincoln","county",79026,0.51
2012,3,"Lincoln","county",79267,0.38
2013,3,"Lincoln","county",79745,0.38
2014,5,"Lincoln","county",80202,0.62
2015,6,"Lincoln","county",81397,0.74
2016,6,"Lincoln","county",82033,0.73
2017,7,"Lincoln","county",83251,0.84
2011,2,"Macon","county",34459,0.58
2012,2,"Macon","county",33985,0.59
2013,2,"Macon","county",34151,0.59
2014,1,"Macon","county",34428,0.29
2015,1,"Macon","county",34771,0.29
2016,1,"Macon","county",35047,0.29
2017,3,"Macon","county",35413,0.85
2011,4,"Madison","county",21193,1.89
2012,4,"Madison","county",21192,1.89
2013,1,"Madison","county",21372,0.47
2014,2,"Madison","county",21584,0.93
2015,2,"Madison","county",21663,0.92
2016,2,"Madison","county",21979,0.91
2017,2,"Madison","county",22240,0.9
2011,1,"Martin","county",24083,0.42
2012,1,"Martin","county",24020,0.42
2013,3,"Martin","county",23750,1.26
2014,2,"Martin","county",23714,0.84
2015,3,"Martin","county",23746,1.26
2016,3,"Martin","county",23606,1.27
2017,3,"Martin","county",23510,1.28
2011,9,"McDowell","county",45462,1.98
2012,9,"McDowell","county",45288,1.99
2013,7,"McDowell","county",45231,1.55
2014,6,"McDowell","county",45320,1.32
2015,9,"McDowell","county",45370,1.98
2016,10,"McDowell","county",45510,2.2
2017,12,"McDowell","county",45716,2.62
2011,78,"Mecklenburg","county",940697,0.83
2012,100,"Mecklenburg","county",963165,1.04
2013,77,"Mecklenburg","county",991867,0.78
2014,100,"Mecklenburg","county",1013199,0.99
2015,108,"Mecklenburg","county",1035605,1.04
2016,128,"Mecklenburg","county",1053545,1.21
2017,150,"Mecklenburg","county",1077301,1.39
2011,3,"Mitchell","county",15501,1.94
2012,3,"Mitchell","county",15396,1.95
2013,4,"Mitchell","county",15407,2.6
2014,4,"Mitchell","county",15825,2.53
2015,5,"Mitchell","county",15335,3.26
2016,4,"Mitchell","county",15266,2.62
2017,6,"Mitchell","county",15237,3.94
2011,7,"Montgomery","county",27864,2.51
2012,8,"Montgomery","county",27914,2.87
2013,6,"Montgomery","county",27768,2.16
2014,6,"Montgomery","county",27820,2.16
2015,8,"Montgomery","county",27826,2.88
2016,6,"Montgomery","county",27768,2.16
2017,7,"Montgomery","county",27865,2.51
2011,9,"Moore","county",89395,1.01
2012,11,"Moore","county",90707,1.21
2013,9,"Moore","county",91937,0.98
2014,11,"Moore","county",93078,1.18
2015,9,"Moore","county",94492,0.95
2016,9,"Moore","county",96102,0.94
2017,20,"Moore","county",97597,2.05
2011,21,"Nash","county",96122,2.18
2012,21,"Nash","county",95533,2.2
2013,14,"Nash","county",94744,1.48
2014,16,"Nash","county",94525,1.69
2015,19,"Nash","county",94370,2.01
2016,19,"Nash","county",94421,2.01
2017,23,"Nash","county",94365,2.44
2011,50,"New Hanover","county",206774,2.42
2012,55,"New Hanover","county",209964,2.62
2013,29,"New Hanover","county",213809,1.36
2014,39,"New Hanover","county",216955,1.8
2015,42,"New Hanover","county",220231,1.91
2016,50,"New Hanover","county",223608,2.24
2017,47,"New Hanover","county",227261,2.07
2011,2,"Northampton","county",21844,0.92
2012,1,"Northampton","county",21514,0.46
2013,1,"Northampton","county",21244,0.47
2014,1,"Northampton","county",21233,0.47
2015,1,"Northampton","county",21073,0.47
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,24,"Onslow","county",184228,1.3
2012,24,"Onslow","county",191030,1.26
2013,10,"Onslow","county",193925,0.52
2014,23,"Onslow","county",193204,1.19
2015,37,"Onslow","county",194636,1.9
2016,40,"Onslow","county",193914,2.06
2017,46,"Onslow","county",195621,2.35
2011,18,"Orange","county",135776,1.33
2012,21,"Orange","county",138575,1.52
2013,17,"Orange","county",139694,1.22
2014,20,"Orange","county",139933,1.43
2015,22,"Orange","county",140144,1.57
2016,17,"Orange","county",140853,1.21
2017,18,"Orange","county",142365,1.26
2011,1,"Pamlico","county",13214,0.76
2012,2,"Pamlico","county",13190,1.52
2013,2,"Pamlico","county",13071,1.53
2014,2,"Pamlico","county",13137,1.52
2015,2,"Pamlico","county",13174,1.52
2016,1,"Pamlico","county",13336,0.75
2017,1,"Pamlico","county",13268,0.75
2011,8,"Pasquotank","county",40438,1.98
2012,7,"Pasquotank","county",39941,1.75
2013,7,"Pasquotank","county",39458,1.77
2014,6,"Pasquotank","county",39691,1.51
2015,8,"Pasquotank","county",39731,2.01
2016,7,"Pasquotank","county",40284,1.74
2017,7,"Pasquotank","county",40598,1.72
2011,6,"Pender","county",53437,1.12
2012,6,"Pender","county",54390,1.1
2013,5,"Pender","county",55568,0.9
2014,6,"Pender","county",56533,1.06
2015,5,"Pender","county",57941,0.86
2016,5,"Pender","county",59459,0.84
2017,8,"Pender","county",60999,1.31
2011,2,"Perquimans","county",13537,1.48
2012,2,"Perquimans","county",13660,1.46
2013,2,"Perquimans","county",13771,1.45
2014,4,"Perquimans","county",13638,2.93
2015,4,"Perquimans","county",13648,2.93
2016,4,"Perquimans","county",13561,2.95
2017,4,"Perquimans","county",13546,2.95
2011,5,"Person","county",39700,1.26
2012,4,"Person","county",39197,1.02
2013,3,"Person","county",39192,0.77
2014,5,"Person","county",39265,1.27
2015,5,"Person","county",39574,1.26
2016,4,"Person","county",39728,1.01
2017,6,"Person","county",39868,1.5
2011,35,"Pitt","county",170263,2.06
2012,35,"Pitt","county",172618,2.03
2013,28,"Pitt","county",173879,1.61
2014,32,"Pitt","county",174424,1.83
2015,30,"Pitt","county",175532,1.71
2016,28,"Pitt","county",175885,1.59
2017,25,"Pitt","county",176424,1.42
2011,2,"Polk","county",20453,0.98
2012,2,"Polk","county",20262,0.99
2013,4,"Polk","county",20603,1.94
2014,3,"Polk","county",20740,1.45
2015,2,"Polk","county",20828,0.96
2016,4,"Polk","county",21030,1.9
2017,3,"Polk","county",21154,1.42
2011,12,"Randolph","county",142901,0.84
2012,14,"Randolph","county",142594,0.98
2013,11,"Randolph","county",142561,0.77
2014,16,"Randolph","county",143079,1.12
2015,12,"Randolph","county",142943,0.84
2016,14,"Randolph","county",143711,0.97
2017,13,"Randolph","county",144672,0.9
2011,4,"Richmond","county",46459,0.86
2012,4,"Richmond","county",46258,0.86
2013,2,"Richmond","county",46041,0.43
2014,3,"Richmond","county",45545,0.66
2015,3,"Richmond","county",45353,0.66
2016,3,"Richmond","county",44912,0.67
2017,2,"Richmond","county",44892,0.45
2011,34,"Robeson","county",134651,2.53
2012,33,"Robeson","county",134433,2.45
2013,30,"Robeson","county",134010,2.24
2014,27,"Robeson","county",133567,2.02
2015,27,"Robeson","county",133375,2.02
2016,30,"Robeson","county",132657,2.26
2017,28,"Robeson","county",132020,2.12
2011,16,"Rockingham","county",93558,1.71
2012,16,"Rockingham","county",92873,1.72
2013,12,"Rockingham","county",92254,1.3
2014,10,"Rockingham","county",92543,1.08
2015,12,"Rockingham","county",92084,1.3
2016,11,"Rockingham","county",91891,1.2
2017,13,"Rockingham","county",91790,1.42
2011,19,"Rowan","county",138309,1.37
2012,17,"Rowan","county",138242,1.23
2013,14,"Rowan","county",138666,1.01
2014,21,"Rowan","county",138710,1.51
2015,26,"Rowan","county",140122,1.86
2016,29,"Rowan","county",140970,2.06
2017,33,"Rowan","county",141917,2.33
2011,3,"Rutherford","county",68392,0.44
2012,6,"Rutherford","county",67932,0.88
2013,3,"Rutherford","county",67807,0.44
2014,5,"Rutherford","county",67606,0.74
2015,7,"Rutherford","county",67617,1.04
2016,11,"Rutherford","county",67703,1.62
2017,12,"Rutherford","county",67796,1.77
2011,9,"Sampson","county",63746,1.41
2012,7,"Sampson","county",64151,1.09
2013,6,"Sampson","county",64313,0.93
2014,5,"Sampson","county",64398,0.78
2015,5,"Sampson","county",63993,0.78
2016,6,"Sampson","county",63499,0.94
2017,6,"Sampson","county",63143,0.95
2011,6,"Scotland","county",36029,1.67
2012,7,"Scotland","county",36366,1.92
2013,9,"Scotland","county",36223,2.48
2014,8,"Scotland","county",36058,2.22
2015,6,"Scotland","county",35821,1.67
2016,7,"Scotland","county",35789,1.96
2017,7,"Scotland","county",35686,1.96
2011,5,"Stanly","county",60936,0.82
2012,6,"Stanly","county",60477,0.99
2013,4,"Stanly","county",60612,0.66
2014,4,"Stanly","county",61056,0.66
2015,7,"Stanly","county",61234,1.14
2016,5,"Stanly","county",61751,0.81
2017,7,"Stanly","county",62443,1.12
2011,4,"Stokes","county",47551,0.84
2012,5,"Stokes","county",47068,1.06
2013,5,"Stokes","county",46731,1.07
2014,8,"Stokes","county",46786,1.71
2015,7,"Stokes","county",46763,1.5
2016,6,"Stokes","county",46751,1.28
2017,7,"Stokes","county",46728,1.5
2011,10,"Surry","county",73575,1.36
2012,11,"Surry","county",73718,1.49
2013,16,"Surry","county",73344,2.18
2014,15,"Surry","county",73834,2.03
2015,17,"Surry","county",73195,2.32
2016,18,"Surry","county",72843,2.47
2017,16,"Surry","county",72843,2.2
2011,6,"Swain","county",14263,4.21
2012,6,"Swain","county",14494,4.14
2013,5,"Swain","county",14590,3.43
2014,5,"Swain","county",14831,3.37
2015,6,"Swain","county",14953,4.01
2016,7,"Swain","county",14852,4.71
2017,7,"Swain","county",14999,4.67
2011,2,"Transylvania","county",33275,0.6
2012,1,"Transylvania","county",33022,0.3
2013,5,"Transylvania","county",33220,1.51
2014,4,"Transylvania","county",33428,1.2
2015,5,"Transylvania","county",33745,1.48
2016,5,"Transylvania","county",34139,1.46
2017,4,"Transylvania","county",34464,1.16
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,21,"Union","county",205717,1.02
2012,21,"Union","county",207872,1.01
2013,9,"Union","county",211539,0.43
2014,8,"Union","county",215933,0.37
2015,13,"Union","county",219992,0.59
2016,17,"Union","county",223915,0.76
2017,20,"Union","county",228171,0.88
