"year","total","region","type","population","providerRate"
2015,0,"Bertie","county",20533,0
2016,0,"Bertie","county",19847,0
2017,0,"Bertie","county",19881,0
2011,1,"Bladen","county",35148,0.28
2012,2,"Bladen","county",35200,0.57
2013,3,"Bladen","county",35209,0.85
2014,2,"Bladen","county",35113,0.57
2015,2,"Bladen","county",35011,0.57
2016,3,"Bladen","county",34667,0.87
2017,2,"Bladen","county",34393,0.58
2011,10,"Brunswick","county",110140,0.91
2012,9,"Brunswick","county",112597,0.8
2013,7,"Brunswick","county",115716,0.6
2014,8,"Brunswick","county",117834,0.68
2015,9,"Brunswick","county",123535,0.73
2016,7,"Brunswick","county",127750,0.55
2017,9,"Brunswick","county",131726,0.68
2011,46,"Buncombe","county",243855,1.89
2012,44,"Buncombe","county",245535,1.79
2013,49,"Buncombe","county",248872,1.97
2014,59,"Buncombe","county",251275,2.35
2015,55,"Buncombe","county",254836,2.16
2016,61,"Buncombe","county",258406,2.36
2017,62,"Buncombe","county",261532,2.37
2011,8,"Burke","county",90722,0.88
2012,8,"Burke","county",89977,0.89
2013,7,"Burke","county",89519,0.78
2014,7,"Burke","county",89197,0.78
2015,8,"Burke","county",89114,0.9
2016,5,"Burke","county",89814,0.56
2017,7,"Burke","county",90246,0.78
2011,23,"Cabarrus","county",181253,1.27
2012,25,"Cabarrus","county",183565,1.36
2013,19,"Cabarrus","county",186457,1.02
2014,22,"Cabarrus","county",191060,1.15
2015,24,"Cabarrus","county",195714,1.23
2016,24,"Cabarrus","county",200663,1.2
2017,23,"Cabarrus","county",205473,1.12
2011,5,"Caldwell","county",83117,0.6
2012,5,"Caldwell","county",82605,0.61
2013,5,"Caldwell","county",82504,0.61
2014,5,"Caldwell","county",82445,0.61
2015,3,"Caldwell","county",82577,0.36
2016,3,"Caldwell","county",82793,0.36
2017,4,"Caldwell","county",83303,0.48
2011,0,"Camden","county",9921,0
2012,0,"Camden","county",9922,0
2013,0,"Camden","county",10174,0
2014,0,"Camden","county",10251,0
2015,0,"Camden","county",10224,0
2016,0,"Camden","county",10287,0
2017,0,"Camden","county",10359,0
2011,12,"Carteret","county",67696,1.77
2012,12,"Carteret","county",68362,1.76
2013,11,"Carteret","county",69239,1.59
2014,9,"Carteret","county",69350,1.3
2015,9,"Carteret","county",69826,1.29
2016,10,"Carteret","county",69881,1.43
2017,9,"Carteret","county",70190,1.28
2011,0,"Caswell","county",23654,0
2012,0,"Caswell","county",23492,0
2013,0,"Caswell","county",23844,0
2014,0,"Caswell","county",23602,0
2015,0,"Caswell","county",23606,0
2016,0,"Caswell","county",23689,0
2017,0,"Caswell","county",23699,0
2011,24,"Catawba","county",154992,1.55
2012,21,"Catawba","county",155494,1.35
2013,21,"Catawba","county",155411,1.35
2014,22,"Catawba","county",155830,1.41
2015,23,"Catawba","county",155828,1.48
2016,21,"Catawba","county",156473,1.34
2017,22,"Catawba","county",156949,1.4
2011,0,"Chatham","county",64553,0
2012,1,"Chatham","county",66545,0.15
2013,0,"Chatham","county",67620,0
2014,0,"Chatham","county",68725,0
2015,0,"Chatham","county",71815,0
2016,0,"Chatham","county",73286,0
2017,0,"Chatham","county",74835,0
2011,2,"Cherokee","county",27300,0.73
2012,2,"Cherokee","county",27030,0.74
2013,3,"Cherokee","county",27471,1.09
2014,2,"Cherokee","county",27451,0.73
2015,2,"Cherokee","county",27770,0.72
2016,2,"Cherokee","county",28591,0.7
2017,3,"Cherokee","county",29216,1.03
2011,2,"Chowan","county",14796,1.35
2012,2,"Chowan","county",14743,1.36
2013,2,"Chowan","county",14815,1.35
2014,2,"Chowan","county",14636,1.37
2015,3,"Chowan","county",14541,2.06
2016,3,"Chowan","county",14410,2.08
2017,3,"Chowan","county",14292,2.1
2011,0,"Clay","county",10460,0
2012,0,"Clay","county",10520,0
2013,1,"Clay","county",10794,0.93
2014,0,"Clay","county",10794,0
2015,0,"Clay","county",11036,0
2016,0,"Clay","county",11320,0
2017,0,"Clay","county",11488,0
2011,10,"Cleveland","county",98209,1.02
2012,9,"Cleveland","county",97702,0.92
2013,10,"Cleveland","county",97429,1.03
2014,11,"Cleveland","county",97920,1.12
2015,10,"Cleveland","county",97871,1.02
2016,10,"Cleveland","county",98244,1.02
2017,10,"Cleveland","county",98580,1.01
2011,4,"Columbus","county",57657,0.69
2012,4,"Columbus","county",57862,0.69
2013,4,"Columbus","county",57739,0.69
2014,4,"Columbus","county",57632,0.69
2015,4,"Columbus","county",57206,0.7
2016,3,"Columbus","county",57182,0.52
2017,3,"Columbus","county",56941,0.53
2011,10,"Craven","county",104965,0.95
2012,10,"Craven","county",105179,0.95
2013,9,"Craven","county",104421,0.86
2014,8,"Craven","county",104520,0.77
2015,8,"Craven","county",103691,0.77
2016,10,"Craven","county",103737,0.96
2017,9,"Craven","county",103735,0.87
2011,32,"Cumberland","county",327643,0.98
2012,32,"Cumberland","county",330754,0.97
2013,32,"Cumberland","county",332553,0.96
2014,34,"Cumberland","county",329403,1.03
2015,36,"Cumberland","county",328860,1.09
2016,30,"Cumberland","county",329824,0.91
2017,32,"Cumberland","county",329604,0.97
2011,1,"Currituck","county",23643,0.42
2012,1,"Currituck","county",23767,0.42
2013,1,"Currituck","county",24506,0.41
2014,1,"Currituck","county",25072,0.4
2015,1,"Currituck","county",25627,0.39
2016,1,"Currituck","county",26101,0.38
2017,1,"Currituck","county",26604,0.38
2011,7,"Dare","county",34216,2.05
2012,8,"Dare","county",34810,2.3
2013,5,"Dare","county",35273,1.42
2014,6,"Dare","county",35415,1.69
2015,7,"Dare","county",36001,1.94
2016,5,"Dare","county",36387,1.37
2017,6,"Dare","county",36792,1.63
2011,12,"Davidson","county",163364,0.73
2012,12,"Davidson","county",163410,0.73
2013,14,"Davidson","county",163770,0.85
2014,11,"Davidson","county",164454,0.67
2015,11,"Davidson","county",165193,0.67
2016,11,"Davidson","county",166137,0.66
2017,10,"Davidson","county",167105,0.6
2011,0,"Davie","county",41560,0
2012,0,"Davie","county",41412,0
2013,1,"Davie","county",41507,0.24
2014,1,"Davie","county",41476,0.24
2015,1,"Davie","county",41743,0.24
2016,1,"Davie","county",42211,0.24
2017,1,"Davie","county",42727,0.23
2011,4,"Duplin","county",59476,0.67
2012,4,"Duplin","county",60059,0.67
2013,3,"Duplin","county",60104,0.5
2014,3,"Duplin","county",60126,0.5
2015,5,"Duplin","county",59868,0.84
2016,6,"Duplin","county",59597,1.01
2017,6,"Duplin","county",59513,1.01
2011,58,"Durham","county",272314,2.13
2012,57,"Durham","county",282511,2.02
2013,58,"Durham","county",286053,2.03
2014,58,"Durham","county",292191,1.99
2015,60,"Durham","county",297219,2.02
2016,69,"Durham","county",301520,2.29
2017,58,"Durham","county",306184,1.89
2011,3,"Edgecombe","county",56089,0.53
2012,4,"Edgecombe","county",56085,0.71
2013,5,"Edgecombe","county",55704,0.9
2014,3,"Edgecombe","county",55483,0.54
2015,4,"Edgecombe","county",54367,0.74
2016,4,"Edgecombe","county",53502,0.75
2017,5,"Edgecombe","county",52856,0.95
2011,53,"Forsyth","county",354878,1.49
2012,55,"Forsyth","county",357767,1.54
2013,53,"Forsyth","county",360471,1.47
2014,58,"Forsyth","county",364248,1.59
2015,55,"Forsyth","county",366543,1.5
2016,59,"Forsyth","county",369144,1.6
2017,61,"Forsyth","county",372651,1.64
2011,0,"Franklin","county",61651,0
2012,0,"Franklin","county",61840,0
2013,0,"Franklin","county",62697,0
2014,0,"Franklin","county",63225,0
2015,0,"Franklin","county",64206,0
2016,0,"Franklin","county",65445,0
2017,0,"Franklin","county",66514,0
2011,18,"Gaston","county",207506,0.87
2012,17,"Gaston","county",208582,0.82
2013,16,"Gaston","county",209571,0.76
2014,17,"Gaston","county",210735,0.81
2015,17,"Gaston","county",212636,0.8
2016,17,"Gaston","county",215489,0.79
2017,17,"Gaston","county",218527,0.78
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,0,"Gates","county",11912,0
2015,0,"Gates","county",11739,0
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,0,"Graham","county",8942,0
2012,0,"Graham","county",8850,0
2013,0,"Graham","county",8854,0
2014,0,"Graham","county",8829,0
2015,0,"Graham","county",8761,0
2016,0,"Graham","county",8835,0
2017,0,"Graham","county",8837,0
2011,3,"Granville","county",60863,0.49
2012,3,"Granville","county",56748,0.53
2013,1,"Granville","county",57910,0.17
2014,2,"Granville","county",58104,0.34
2015,5,"Granville","county",58547,0.85
2016,7,"Granville","county",59433,1.18
2017,5,"Granville","county",59975,0.83
2011,0,"Greene","county",21489,0
2012,0,"Greene","county",21363,0
2013,1,"Greene","county",21073,0.47
2014,1,"Greene","county",21286,0.47
2015,1,"Greene","county",21158,0.47
2016,2,"Greene","county",21421,0.93
2017,2,"Greene","county",21522,0.93
2011,75,"Guilford","county",495231,1.51
2012,70,"Guilford","county",502190,1.39
2013,69,"Guilford","county",507419,1.36
2014,71,"Guilford","county",512273,1.39
2015,71,"Guilford","county",517124,1.37
2016,73,"Guilford","county",520230,1.4
2017,76,"Guilford","county",523962,1.45
2011,5,"Halifax","county",54397,0.92
2012,5,"Halifax","county",54237,0.92
2013,3,"Halifax","county",53705,0.56
2014,3,"Halifax","county",53190,0.56
2015,5,"Halifax","county",52423,0.95
2016,4,"Halifax","county",52160,0.77
2017,3,"Halifax","county",51815,0.58
2011,3,"Harnett","county",118615,0.25
2012,5,"Harnett","county",121264,0.41
2013,3,"Harnett","county",123316,0.24
2014,4,"Harnett","county",125730,0.32
2015,4,"Harnett","county",127127,0.31
2016,4,"Harnett","county",128783,0.31
2017,4,"Harnett","county",130847,0.31
2011,4,"Haywood","county",59684,0.67
2012,5,"Haywood","county",59291,0.84
2013,5,"Haywood","county",59674,0.84
2014,4,"Haywood","county",59913,0.67
2015,4,"Haywood","county",60631,0.66
2016,4,"Haywood","county",61771,0.65
2017,4,"Haywood","county",62277,0.64
2011,10,"Henderson","county",108448,0.92
2012,9,"Henderson","county",108183,0.83
2013,8,"Henderson","county",109287,0.73
2014,8,"Henderson","county",110897,0.72
2015,8,"Henderson","county",112511,0.71
2016,8,"Henderson","county",114385,0.7
2017,8,"Henderson","county",116173,0.69
2011,1,"Hertford","county",24466,0.41
2012,3,"Hertford","county",24451,1.23
2013,2,"Hertford","county",24621,0.81
2014,2,"Hertford","county",24578,0.81
2015,2,"Hertford","county",24426,0.82
2016,2,"Hertford","county",24038,0.83
2017,2,"Hertford","county",23947,0.84
2011,1,"Hoke","county",49065,0.2
2012,1,"Hoke","county",50036,0.2
2013,1,"Hoke","county",50672,0.2
2014,1,"Hoke","county",50982,0.2
2015,1,"Hoke","county",51776,0.19
2016,1,"Hoke","county",52214,0.19
2017,0,"Hoke","county",53343,0
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,0,"Hyde","county",5738,0
2015,0,"Hyde","county",5631,0
2016,0,"Hyde","county",5621,0
2017,0,"Hyde","county",5644,0
2011,20,"Iredell","county",161522,1.24
2012,23,"Iredell","county",163043,1.41
2013,19,"Iredell","county",164974,1.15
2014,22,"Iredell","county",167157,1.32
2015,23,"Iredell","county",170230,1.35
2016,22,"Iredell","county",173391,1.27
2017,20,"Iredell","county",176563,1.13
2011,4,"Jackson","county",40606,0.99
2012,5,"Jackson","county",40788,1.23
2013,4,"Jackson","county",40810,0.98
2014,6,"Jackson","county",41039,1.46
2015,6,"Jackson","county",41597,1.44
2016,4,"Jackson","county",42574,0.94
2017,5,"Jackson","county",43116,1.16
2011,9,"Johnston","county",172570,0.52
2012,7,"Johnston","county",174839,0.4
2013,10,"Johnston","county",177308,0.56
2014,9,"Johnston","county",180048,0.5
2015,8,"Johnston","county",184519,0.43
2016,10,"Johnston","county",189460,0.53
2017,10,"Johnston","county",194705,0.51
2011,0,"Jones","county",10327,0
2012,0,"Jones","county",10615,0
2013,0,"Jones","county",10554,0
2014,0,"Jones","county",10468,0
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,5,"Lee","county",58304,0.86
2012,6,"Lee","county",59111,1.02
2013,4,"Lee","county",59344,0.67
2014,3,"Lee","county",59194,0.51
2015,2,"Lee","county",58908,0.34
2016,3,"Lee","county",59244,0.51
2017,5,"Lee","county",59337,0.84
2011,6,"Lenoir","county",59314,1.01
2012,7,"Lenoir","county",59401,1.18
2013,4,"Lenoir","county",59046,0.68
2014,4,"Lenoir","county",58830,0.68
2015,6,"Lenoir","county",58338,1.03
2016,4,"Lenoir","county",57587,0.69
2017,4,"Lenoir","county",57477,0.7
2011,4,"Lincoln","county",79026,0.51
2012,3,"Lincoln","county",79267,0.38
2013,5,"Lincoln","county",79745,0.63
2014,4,"Lincoln","county",80202,0.5
2015,6,"Lincoln","county",81397,0.74
2016,6,"Lincoln","county",82033,0.73
2017,4,"Lincoln","county",83251,0.48
2011,4,"Macon","county",34459,1.16
2012,6,"Macon","county",33985,1.77
2013,5,"Macon","county",34151,1.46
2014,5,"Macon","county",34428,1.45
2015,5,"Macon","county",34771,1.44
2016,6,"Macon","county",35047,1.71
2017,6,"Macon","county",35413,1.69
2011,0,"Madison","county",21193,0
2012,0,"Madison","county",21192,0
2013,0,"Madison","county",21372,0
2014,0,"Madison","county",21584,0
2015,0,"Madison","county",21663,0
2016,0,"Madison","county",21979,0
2017,1,"Madison","county",22240,0.45
2011,2,"Martin","county",24083,0.83
2012,2,"Martin","county",24020,0.83
2013,2,"Martin","county",23750,0.84
2014,2,"Martin","county",23714,0.84
2015,2,"Martin","county",23746,0.84
2016,2,"Martin","county",23606,0.85
2017,2,"Martin","county",23510,0.85
2011,5,"McDowell","county",45462,1.1
2012,5,"McDowell","county",45288,1.1
2013,5,"McDowell","county",45231,1.11
2014,6,"McDowell","county",45320,1.32
2015,5,"McDowell","county",45370,1.1
2016,5,"McDowell","county",45510,1.1
2017,7,"McDowell","county",45716,1.53
2011,158,"Mecklenburg","county",940697,1.68
2012,150,"Mecklenburg","county",963165,1.56
2013,151,"Mecklenburg","county",991867,1.52
2014,155,"Mecklenburg","county",1013199,1.53
2015,148,"Mecklenburg","county",1035605,1.43
2016,160,"Mecklenburg","county",1053545,1.52
2017,168,"Mecklenburg","county",1077301,1.56
2011,1,"Mitchell","county",15501,0.65
2012,0,"Mitchell","county",15396,0
2013,2,"Mitchell","county",15407,1.3
2014,0,"Mitchell","county",15825,0
2015,0,"Mitchell","county",15335,0
2016,1,"Mitchell","county",15266,0.66
2017,1,"Mitchell","county",15237,0.66
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,0,"Montgomery","county",27768,0
2014,0,"Montgomery","county",27820,0
2015,0,"Montgomery","county",27826,0
2016,0,"Montgomery","county",27768,0
2017,0,"Montgomery","county",27865,0
2011,14,"Moore","county",89395,1.57
2012,16,"Moore","county",90707,1.76
2013,9,"Moore","county",91937,0.98
2014,13,"Moore","county",93078,1.4
2015,12,"Moore","county",94492,1.27
2016,13,"Moore","county",96102,1.35
2017,13,"Moore","county",97597,1.33
2011,13,"Nash","county",96122,1.35
2012,13,"Nash","county",95533,1.36
2013,11,"Nash","county",94744,1.16
2014,13,"Nash","county",94525,1.38
2015,14,"Nash","county",94370,1.48
2016,10,"Nash","county",94421,1.06
2017,11,"Nash","county",94365,1.17
2011,37,"New Hanover","county",206774,1.79
2012,41,"New Hanover","county",209964,1.95
2013,39,"New Hanover","county",213809,1.82
2014,38,"New Hanover","county",216955,1.75
2015,40,"New Hanover","county",220231,1.82
2016,42,"New Hanover","county",223608,1.88
2017,41,"New Hanover","county",227261,1.8
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,0,"Northampton","county",21244,0
2014,0,"Northampton","county",21233,0
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,18,"Onslow","county",184228,0.98
2012,20,"Onslow","county",191030,1.05
2013,17,"Onslow","county",193925,0.88
2014,14,"Onslow","county",193204,0.72
2015,19,"Onslow","county",194636,0.98
2016,12,"Onslow","county",193914,0.62
2017,10,"Onslow","county",195621,0.51
2011,49,"Orange","county",135776,3.61
2012,44,"Orange","county",138575,3.18
2013,42,"Orange","county",139694,3.01
2014,53,"Orange","county",139933,3.79
2015,55,"Orange","county",140144,3.92
2016,59,"Orange","county",140853,4.19
2017,55,"Orange","county",142365,3.86
2011,0,"Pamlico","county",13214,0
2012,0,"Pamlico","county",13190,0
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,0,"Pamlico","county",13268,0
2011,11,"Pasquotank","county",40438,2.72
2012,8,"Pasquotank","county",39941,2
2013,8,"Pasquotank","county",39458,2.03
2014,7,"Pasquotank","county",39691,1.76
2015,6,"Pasquotank","county",39731,1.51
2016,6,"Pasquotank","county",40284,1.49
2017,6,"Pasquotank","county",40598,1.48
2011,0,"Pender","county",53437,0
2012,0,"Pender","county",54390,0
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,0,"Pender","county",57941,0
2016,0,"Pender","county",59459,0
2017,0,"Pender","county",60999,0
2011,0,"Perquimans","county",13537,0
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,1,"Person","county",39700,0.25
2012,1,"Person","county",39197,0.26
2013,1,"Person","county",39192,0.26
2014,2,"Person","county",39265,0.51
2015,1,"Person","county",39574,0.25
2016,1,"Person","county",39728,0.25
2017,1,"Person","county",39868,0.25
2011,31,"Pitt","county",170263,1.82
2012,32,"Pitt","county",172618,1.85
2013,31,"Pitt","county",173879,1.78
2014,30,"Pitt","county",174424,1.72
2015,30,"Pitt","county",175532,1.71
2016,29,"Pitt","county",175885,1.65
2017,30,"Pitt","county",176424,1.7
2011,0,"Polk","county",20453,0
2012,0,"Polk","county",20262,0
2013,0,"Polk","county",20603,0
2014,0,"Polk","county",20740,0
2015,0,"Polk","county",20828,0
2016,0,"Polk","county",21030,0
2017,0,"Polk","county",21154,0
2011,4,"Randolph","county",142901,0.28
2012,5,"Randolph","county",142594,0.35
2013,5,"Randolph","county",142561,0.35
2014,5,"Randolph","county",143079,0.35
2015,5,"Randolph","county",142943,0.35
2016,6,"Randolph","county",143711,0.42
2017,7,"Randolph","county",144672,0.48
2011,6,"Richmond","county",46459,1.29
2012,6,"Richmond","county",46258,1.3
2013,5,"Richmond","county",46041,1.09
2014,5,"Richmond","county",45545,1.1
2015,2,"Richmond","county",45353,0.44
2016,2,"Richmond","county",44912,0.45
2017,1,"Richmond","county",44892,0.22
2011,9,"Robeson","county",134651,0.67
2012,10,"Robeson","county",134433,0.74
2013,13,"Robeson","county",134010,0.97
2014,13,"Robeson","county",133567,0.97
2015,12,"Robeson","county",133375,0.9
2016,10,"Robeson","county",132657,0.75
2017,9,"Robeson","county",132020,0.68
2011,7,"Rockingham","county",93558,0.75
2012,7,"Rockingham","county",92873,0.75
2013,7,"Rockingham","county",92254,0.76
2014,6,"Rockingham","county",92543,0.65
2015,6,"Rockingham","county",92084,0.65
2016,5,"Rockingham","county",91891,0.54
2017,5,"Rockingham","county",91790,0.54
2011,8,"Rowan","county",138309,0.58
2012,8,"Rowan","county",138242,0.58
2013,10,"Rowan","county",138666,0.72
2014,9,"Rowan","county",138710,0.65
2015,7,"Rowan","county",140122,0.5
2016,9,"Rowan","county",140970,0.64
2017,9,"Rowan","county",141917,0.63
2011,5,"Rutherford","county",68392,0.73
2012,6,"Rutherford","county",67932,0.88
2013,4,"Rutherford","county",67807,0.59
2014,4,"Rutherford","county",67606,0.59
2015,4,"Rutherford","county",67617,0.59
2016,2,"Rutherford","county",67703,0.3
2017,2,"Rutherford","county",67796,0.3
2011,5,"Sampson","county",63746,0.78
2012,5,"Sampson","county",64151,0.78
2013,4,"Sampson","county",64313,0.62
2014,5,"Sampson","county",64398,0.78
2015,4,"Sampson","county",63993,0.63
2016,3,"Sampson","county",63499,0.47
2017,2,"Sampson","county",63143,0.32
2011,3,"Scotland","county",36029,0.83
2012,5,"Scotland","county",36366,1.37
2013,4,"Scotland","county",36223,1.1
2014,4,"Scotland","county",36058,1.11
2015,4,"Scotland","county",35821,1.12
2016,3,"Scotland","county",35789,0.84
2017,3,"Scotland","county",35686,0.84
2011,4,"Stanly","county",60936,0.66
2012,4,"Stanly","county",60477,0.66
2013,6,"Stanly","county",60612,0.99
2014,5,"Stanly","county",61056,0.82
2015,5,"Stanly","county",61234,0.82
2016,4,"Stanly","county",61751,0.65
2017,7,"Stanly","county",62443,1.12
2011,0,"Stokes","county",47551,0
2012,0,"Stokes","county",47068,0
2013,0,"Stokes","county",46731,0
2014,0,"Stokes","county",46786,0
2015,0,"Stokes","county",46763,0
2016,0,"Stokes","county",46751,0
2017,0,"Stokes","county",46728,0
2011,5,"Surry","county",73575,0.68
2012,5,"Surry","county",73718,0.68
2013,5,"Surry","county",73344,0.68
2014,5,"Surry","county",73834,0.68
2015,6,"Surry","county",73195,0.82
2016,6,"Surry","county",72843,0.82
2017,8,"Surry","county",72843,1.1
2011,0,"Swain","county",14263,0
2012,0,"Swain","county",14494,0
2013,0,"Swain","county",14590,0
2014,0,"Swain","county",14831,0
2015,0,"Swain","county",14953,0
2016,1,"Swain","county",14852,0.67
2017,0,"Swain","county",14999,0
2011,3,"Transylvania","county",33275,0.9
2012,2,"Transylvania","county",33022,0.61
2013,3,"Transylvania","county",33220,0.9
2014,2,"Transylvania","county",33428,0.6
2015,2,"Transylvania","county",33745,0.59
2016,2,"Transylvania","county",34139,0.59
2017,2,"Transylvania","county",34464,0.58
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,12,"Union","county",205717,0.58
2012,13,"Union","county",207872,0.63
2013,9,"Union","county",211539,0.43
2014,9,"Union","county",215933,0.42
2015,11,"Union","county",219992,0.5
2016,11,"Union","county",223915,0.49
2017,12,"Union","county",228171,0.53
2011,4,"Vance","county",45558,0.88
2012,2,"Vance","county",45530,0.44
2013,4,"Vance","county",45056,0.89
2014,5,"Vance","county",45077,1.11
2015,2,"Vance","county",45097,0.44
2016,0,"Vance","county",44945,0
2017,2,"Vance","county",44862,0.45
2011,136,"Wake","county",925938,1.47
2012,133,"Wake","county",945603,1.41
2013,128,"Wake","county",964616,1.33
2014,134,"Wake","county",985310,1.36
2015,135,"Wake","county",1007631,1.34
