"year","total","region","type","population","providerRate","percentFemale","percentAge","percentUnderrepresented"
2001,91,"Eastern","ahec",914567,1,0.2308,0.1429,0.011
2002,87,"Eastern","ahec",923021,0.94,0.2184,0.1379,0
2003,91,"Eastern","ahec",931473,0.98,0.2308,0.1429,0
2004,93,"Eastern","ahec",947271,0.98,0.2688,0.1398,0
2005,89,"Eastern","ahec",957168,0.93,0.2584,0.1348,0
2006,97,"Eastern","ahec",967485,1,0.2577,0.1134,0
2007,97,"Eastern","ahec",1002600,0.97,0.2784,0.1237,0
2008,102,"Eastern","ahec",995121,1.03,0.3039,0.1176,0
2009,104,"Eastern","ahec",1007683,1.03,0.3173,0.1058,0
2010,101,"Eastern","ahec",1035493,0.98,0.3366,0.099,0
2011,100,"Eastern","ahec",1044211,0.96,0.34,0.11,0
2012,103,"Eastern","ahec",1055120,0.98,0.3592,0.1165,0.0097
2013,105,"Eastern","ahec",1059704,0.99,0.3714,0.1048,0.0095
2014,108,"Eastern","ahec",1060701,1.02,0.3704,0.0926,0.0278
2015,105,"Eastern","ahec",1062244,0.99,0.3714,0.0952,0.0286
2016,104,"Eastern","ahec",1061127,0.98,0.3942,0.1058,0.0288
2017,104,"Eastern","ahec",1064705,0.98,0.4135,0.1058,0.0288
2000,101,"Greensboro","ahec",992109,1.02,0.1782,0.1287,0.0198
2001,103,"Greensboro","ahec",1004145,1.03,0.2136,0.1165,0.0097
2002,104,"Greensboro","ahec",1022139,1.02,0.2212,0.0962,0.0192
2003,103,"Greensboro","ahec",1040135,0.99,0.2039,0.0874,0.0194
2004,105,"Greensboro","ahec",1037038,1.01,0.219,0.0952,0.0286
2005,101,"Greensboro","ahec",1036988,0.97,0.2376,0.0693,0.0099
2006,105,"Greensboro","ahec",1051795,1,0.2095,0.0857,0.0286
2007,106,"Greensboro","ahec",1072610,0.99,0.2264,0.1038,0.0283
2008,107,"Greensboro","ahec",1088392,0.98,0.2243,0.1121,0.028
2009,104,"Greensboro","ahec",1105017,0.94,0.2019,0.1058,0.0288
2010,108,"Greensboro","ahec",1127674,0.96,0.25,0.0926,0.0278
2011,112,"Greensboro","ahec",1136068,0.99,0.25,0.1071,0.0268
2012,110,"Greensboro","ahec",1147212,0.96,0.2545,0.1091,0.0273
2013,109,"Greensboro","ahec",1154755,0.94,0.2936,0.1101,0.0275
2014,114,"Greensboro","ahec",1163764,0.98,0.3421,0.0789,0.0351
2015,116,"Greensboro","ahec",1173064,0.99,0.3362,0.1034,0.0431
2016,113,"Greensboro","ahec",1180482,0.96,0.3274,0.0796,0.0354
2017,115,"Greensboro","ahec",1190264,0.97,0.3391,0.0957,0.0348
2000,71,"Mountain","ahec",672306,1.06,0.2958,0.0704,0
2001,75,"Mountain","ahec",681837,1.1,0.32,0.08,0
2002,77,"Mountain","ahec",692197,1.11,0.3247,0.0649,0
2003,80,"Mountain","ahec",702555,1.14,0.3375,0.05,0
2004,77,"Mountain","ahec",703634,1.09,0.3377,0.0649,0
2005,72,"Mountain","ahec",709033,1.02,0.3472,0.0278,0
2006,76,"Mountain","ahec",717342,1.06,0.3421,0.0526,0
2007,78,"Mountain","ahec",706233,1.1,0.3462,0.0513,0
2008,76,"Mountain","ahec",732921,1.04,0.3553,0.0789,0
2009,77,"Mountain","ahec",739965,1.04,0.3506,0.0779,0
2010,84,"Mountain","ahec",761986,1.1,0.369,0.0952,0
2011,84,"Mountain","ahec",770362,1.09,0.3929,0.0952,0
2012,83,"Mountain","ahec",769642,1.08,0.3976,0.0843,0
2013,88,"Mountain","ahec",776064,1.13,0.4091,0.1136,0
2014,88,"Mountain","ahec",781867,1.13,0.4091,0.1364,0
2015,91,"Mountain","ahec",789383,1.15,0.4396,0.1319,0
2016,90,"Mountain","ahec",799550,1.13,0.4667,0.1,0.0111
2017,89,"Mountain","ahec",807857,1.1,0.4831,0.1461,0.0112
2000,138,"Northwest","ahec",1395832,0.99,0.1667,0.1087,0.0072
2001,136,"Northwest","ahec",1416307,0.96,0.1544,0.0735,0.0074
2002,139,"Northwest","ahec",1437391,0.97,0.1511,0.0719,0.0072
2003,146,"Northwest","ahec",1458480,1,0.1712,0.0753,0.0068
2004,143,"Northwest","ahec",1459487,0.98,0.1538,0.0909,0.007
2005,147,"Northwest","ahec",1464768,1,0.1905,0.0748,0.0136
2006,155,"Northwest","ahec",1484611,1.04,0.2323,0.0645,0.0129
2007,153,"Northwest","ahec",1504826,1.02,0.2288,0.0784,0.0131
2008,156,"Northwest","ahec",1524295,1.02,0.2564,0.0833,0.0128
2009,156,"Northwest","ahec",1546737,1.01,0.2628,0.0769,0.0128
2010,163,"Northwest","ahec",1558340,1.05,0.2945,0.0859,0.0123
2011,164,"Northwest","ahec",1563589,1.05,0.2927,0.0854,0.0122
2012,170,"Northwest","ahec",1566740,1.09,0.3,0.1176,0.0118
2013,182,"Northwest","ahec",1571258,1.16,0.3132,0.1264,0.011
2014,186,"Northwest","ahec",1579059,1.18,0.3172,0.1344,0.0108
2015,186,"Northwest","ahec",1586703,1.17,0.3441,0.1559,0.0108
2016,181,"Northwest","ahec",1598199,1.13,0.337,0.1713,0.0166
2017,175,"Northwest","ahec",1610400,1.09,0.3371,0.1543,0.0171
2000,38,"South East","ahec",378344,1,0.2105,0.1316,0
2001,39,"South East","ahec",387182,1.01,0.2308,0.1282,0
2002,46,"South East","ahec",395768,1.16,0.3043,0.1087,0
2003,51,"South East","ahec",404351,1.26,0.3333,0.098,0.0196
2004,52,"South East","ahec",408125,1.27,0.3077,0.0577,0
2005,52,"South East","ahec",418333,1.24,0.2885,0.0385,0
2006,54,"South East","ahec",435180,1.24,0.2963,0.037,0
2007,57,"South East","ahec",447385,1.27,0.3509,0.0351,0
2008,61,"South East","ahec",455190,1.34,0.377,0.0328,0.0164
2009,64,"South East","ahec",464312,1.38,0.3906,0.0469,0.0156
2010,64,"South East","ahec",481052,1.33,0.375,0.0469,0.0156
2011,64,"South East","ahec",487484,1.31,0.3906,0.0469,0.0156
2012,64,"South East","ahec",494872,1.29,0.4063,0.0625,0.0156
2013,65,"South East","ahec",502936,1.29,0.4154,0.0769,0.0154
2014,67,"South East","ahec",509080,1.32,0.4328,0.0896,0.0149
2015,66,"South East","ahec",518781,1.27,0.4394,0.0909,0
2016,66,"South East","ahec",527596,1.25,0.4394,0.1212,0
2017,70,"South East","ahec",536440,1.3,0.4429,0.1429,0.0143
2000,76,"Southern Regional","ahec",800743,0.95,0.2105,0.0395,0.0395
2001,76,"Southern Regional","ahec",805745,0.94,0.2105,0.0263,0.0263
2002,78,"Southern Regional","ahec",819180,0.95,0.2308,0.0128,0.0256
2003,81,"Southern Regional","ahec",832613,0.97,0.2469,0.0494,0.037
2004,79,"Southern Regional","ahec",836143,0.94,0.2405,0.0506,0.0506
2005,77,"Southern Regional","ahec",842634,0.91,0.2468,0.0519,0.0519
2006,80,"Southern Regional","ahec",844402,0.95,0.2375,0.05,0.0625
2007,82,"Southern Regional","ahec",856935,0.96,0.2683,0.0488,0.061
2008,85,"Southern Regional","ahec",868197,0.98,0.2706,0.0706,0.0588
2009,87,"Southern Regional","ahec",879444,0.99,0.2644,0.0805,0.069
2010,89,"Southern Regional","ahec",888443,1,0.2584,0.0787,0.0562
2011,89,"Southern Regional","ahec",900751,0.99,0.2809,0.0787,0.0674
2012,88,"Southern Regional","ahec",909169,0.97,0.2727,0.1023,0.0568
2013,90,"Southern Regional","ahec",914274,0.98,0.3,0.1,0.0556
2014,91,"Southern Regional","ahec",913874,1,0.3077,0.0989,0.0549
2015,87,"Southern Regional","ahec",915808,0.95,0.2874,0.1149,0.0575
2016,91,"Southern Regional","ahec",918447,0.99,0.3077,0.1209,0.0549
2017,87,"Southern Regional","ahec",921525,0.94,0.2989,0.1379,0.0575
2000,135,"Wake AHEC","ahec",1216472,1.11,0.2593,0.0815,0.0222
2001,134,"Wake AHEC","ahec",1261899,1.06,0.2313,0.0821,0.0149
2002,140,"Wake AHEC","ahec",1296091,1.08,0.2643,0.0714,0.0143
2003,149,"Wake AHEC","ahec",1330283,1.12,0.2752,0.0738,0.0268
2004,157,"Wake AHEC","ahec",1360676,1.15,0.2994,0.0701,0.0255
2005,167,"Wake AHEC","ahec",1395041,1.2,0.3054,0.0599,0.0359
2006,180,"Wake AHEC","ahec",1454152,1.24,0.3444,0.0611,0.0333
2007,176,"Wake AHEC","ahec",1514267,1.16,0.3466,0.0511,0.0341
2008,185,"Wake AHEC","ahec",1560428,1.19,0.3676,0.0432,0.0324
2009,198,"Wake AHEC","ahec",1604088,1.23,0.404,0.0303,0.0303
2010,205,"Wake AHEC","ahec",1631633,1.26,0.3902,0.0293,0.039
2011,217,"Wake AHEC","ahec",1657781,1.31,0.4101,0.0323,0.0461
2012,230,"Wake AHEC","ahec",1686053,1.36,0.4478,0.0348,0.0565
2013,237,"Wake AHEC","ahec",1712629,1.38,0.4641,0.038,0.0591
2014,241,"Wake AHEC","ahec",1742928,1.38,0.473,0.0415,0.0498
2015,253,"Wake AHEC","ahec",1776174,1.42,0.4901,0.0514,0.0553
2016,245,"Wake AHEC","ahec",1806644,1.36,0.498,0.0735,0.0571
2017,259,"Wake AHEC","ahec",1840349,1.41,0.4788,0.0772,0.0579
2000,18,"Alamance","county",130800,1.38,0.1667,0.1111,0
2001,17,"Alamance","county",133598,1.27,0.1176,0.1176,0
2002,17,"Alamance","county",136034,1.25,0.1176,0.1176,0
2003,17,"Alamance","county",138471,1.23,0.1176,0.1176,0
2004,15,"Alamance","county",138754,1.08,0.0667,0.1333,0
2005,16,"Alamance","county",138788,1.15,0.125,0.0625,0
2006,17,"Alamance","county",139786,1.22,0.0588,0.1176,0
2007,18,"Alamance","county",143154,1.26,0.1111,0.1111,0
2008,18,"Alamance","county",146025,1.23,0.1111,0.2222,0
2009,19,"Alamance","county",148361,1.28,0.1053,0.2632,0
2010,19,"Alamance","county",151745,1.25,0.1579,0.1579,0
2011,20,"Alamance","county",152531,1.31,0.15,0.2,0
2012,18,"Alamance","county",153029,1.18,0.1111,0.1111,0
2013,16,"Alamance","county",153595,1.04,0.125,0.0625,0
2014,17,"Alamance","county",155789,1.09,0.1765,0.0588,0.0588
2015,15,"Alamance","county",157522,0.95,0.0667,0.0667,0
2016,18,"Alamance","county",159054,1.13,0.1111,0.1111,0
2017,16,"Alamance","county",161076,0.99,0.125,0.125,0
2000,1,"Alexander","county",33603,0.3,-9,-9,-9
2001,1,"Alexander","county",33961,0.29,-9,-9,-9
2002,1,"Alexander","county",34626,0.29,-9,-9,-9
2003,1,"Alexander","county",35292,0.28,-9,-9,-9
2004,1,"Alexander","county",35165,0.28,-9,-9,-9
2005,1,"Alexander","county",35545,0.28,-9,-9,-9
2006,1,"Alexander","county",36296,0.28,-9,-9,-9
2007,1,"Alexander","county",36656,0.27,-9,-9,-9
2008,1,"Alexander","county",36957,0.27,-9,-9,-9
2009,1,"Alexander","county",37318,0.27,-9,-9,-9
2010,1,"Alexander","county",37254,0.27,-9,-9,-9
2011,1,"Alexander","county",37528,0.27,-9,-9,-9
2012,1,"Alexander","county",37389,0.27,-9,-9,-9
2013,1,"Alexander","county",37436,0.27,-9,-9,-9
2014,1,"Alexander","county",37832,0.26,-9,-9,-9
2015,1,"Alexander","county",37952,0.26,-9,-9,-9
2016,1,"Alexander","county",38284,0.26,-9,-9,-9
2017,1,"Alexander","county",38452,0.26,-9,-9,-9
2000,2,"Alleghany","county",10677,1.87,-9,-9,-9
2001,2,"Alleghany","county",10754,1.86,-9,-9,-9
2002,2,"Alleghany","county",10866,1.84,-9,-9,-9
2003,2,"Alleghany","county",10978,1.82,-9,-9,-9
2004,2,"Alleghany","county",10912,1.83,-9,-9,-9
2005,2,"Alleghany","county",10913,1.83,-9,-9,-9
2006,1,"Alleghany","county",11000,0.91,-9,-9,-9
2007,1,"Alleghany","county",11088,0.9,-9,-9,-9
2008,1,"Alleghany","county",11075,0.9,-9,-9,-9
2009,1,"Alleghany","county",11227,0.89,-9,-9,-9
2010,1,"Alleghany","county",11171,0.9,-9,-9,-9
2011,1,"Alleghany","county",11069,0.9,-9,-9,-9
2012,1,"Alleghany","county",10971,0.91,-9,-9,-9
2013,1,"Alleghany","county",11052,0.9,-9,-9,-9
2014,1,"Alleghany","county",11099,0.9,-9,-9,-9
2015,1,"Alleghany","county",11190,0.89,-9,-9,-9
2016,2,"Alleghany","county",11202,1.79,-9,-9,-9
2017,1,"Alleghany","county",11233,0.89,-9,-9,-9
2000,1,"Anson","county",25275,0.4,-9,-9,-9
2001,1,"Anson","county",25323,0.39,-9,-9,-9
2002,1,"Anson","county",25496,0.39,-9,-9,-9
2003,1,"Anson","county",25671,0.39,-9,-9,-9
2004,1,"Anson","county",25384,0.39,-9,-9,-9
2005,1,"Anson","county",25848,0.39,-9,-9,-9
2006,2,"Anson","county",25372,0.79,-9,-9,-9
2007,1,"Anson","county",25332,0.39,-9,-9,-9
2008,1,"Anson","county",25368,0.39,-9,-9,-9
2009,1,"Anson","county",25193,0.4,-9,-9,-9
2010,1,"Anson","county",26973,0.37,-9,-9,-9
2011,1,"Anson","county",25822,0.39,-9,-9,-9
2012,1,"Anson","county",26626,0.38,-9,-9,-9
2013,1,"Anson","county",26318,0.38,-9,-9,-9
2014,1,"Anson","county",26468,0.38,-9,-9,-9
2015,1,"Anson","county",26155,0.38,-9,-9,-9
2016,1,"Anson","county",25628,0.39,-9,-9,-9
2017,1,"Anson","county",25626,0.39,-9,-9,-9
2000,2,"Ashe","county",24384,0.82,-9,-9,-9
2001,3,"Ashe","county",24799,1.21,-9,-9,-9
2002,3,"Ashe","county",24970,1.2,-9,-9,-9
2003,3,"Ashe","county",25142,1.19,-9,-9,-9
2004,3,"Ashe","county",25320,1.18,-9,-9,-9
2005,3,"Ashe","county",25279,1.19,-9,-9,-9
2006,3,"Ashe","county",25778,1.16,-9,-9,-9
2007,3,"Ashe","county",26003,1.15,-9,-9,-9
2008,3,"Ashe","county",26325,1.14,-9,-9,-9
2009,3,"Ashe","county",26498,1.13,-9,-9,-9
2010,3,"Ashe","county",27378,1.1,-9,-9,-9
2011,3,"Ashe","county",27423,1.09,-9,-9,-9
2012,3,"Ashe","county",27361,1.1,-9,-9,-9
2013,3,"Ashe","county",27434,1.09,-9,-9,-9
2014,3,"Ashe","county",27448,1.09,-9,-9,-9
2015,3,"Ashe","county",27332,1.1,-9,-9,-9
2016,3,"Ashe","county",27344,1.1,-9,-9,-9
2017,3,"Ashe","county",27218,1.1,-9,-9,-9
2000,0,"Avery","county",17167,0,-9,-9,-9
2001,0,"Avery","county",17706,0,-9,-9,-9
2002,0,"Avery","county",17844,0,-9,-9,-9
2003,0,"Avery","county",17980,0,-9,-9,-9
2004,1,"Avery","county",18221,0.55,-9,-9,-9
2005,1,"Avery","county",18195,0.55,-9,-9,-9
2006,1,"Avery","county",18174,0.55,-9,-9,-9
2007,1,"Avery","county",18292,0.55,-9,-9,-9
2008,1,"Avery","county",18429,0.54,-9,-9,-9
2009,1,"Avery","county",18301,0.55,-9,-9,-9
2010,1,"Avery","county",17812,0.56,-9,-9,-9
2011,1,"Avery","county",17834,0.56,-9,-9,-9
2012,1,"Avery","county",17764,0.56,-9,-9,-9
2013,1,"Avery","county",17872,0.56,-9,-9,-9
2014,1,"Avery","county",17895,0.56,-9,-9,-9
2015,1,"Avery","county",17816,0.56,-9,-9,-9
2016,1,"Avery","county",18098,0.55,-9,-9,-9
2017,1,"Avery","county",18072,0.55,-9,-9,-9
2000,8,"Beaufort","county",44958,1.78,0.125,0.375,0
2001,7,"Beaufort","county",45340,1.54,0.1429,0.2857,0
2002,7,"Beaufort","county",45566,1.54,0.1429,0.2857,0
2003,7,"Beaufort","county",45792,1.53,0.1429,0.2857,0
2004,7,"Beaufort","county",45816,1.53,0.1429,0.1429,0
2005,7,"Beaufort","county",46077,1.52,0.1429,0.1429,0
2006,7,"Beaufort","county",46344,1.51,0.1429,0.1429,0
2007,7,"Beaufort","county",46070,1.52,0.1429,0.1429,0
2008,7,"Beaufort","county",46600,1.5,0.1429,0.1429,0
2009,7,"Beaufort","county",47401,1.48,0.1429,0.1429,0
2010,8,"Beaufort","county",47929,1.67,0.25,0.125,0
2011,9,"Beaufort","county",47854,1.88,0.2222,0.1111,0
2012,8,"Beaufort","county",47901,1.67,0.25,0.125,0
2013,8,"Beaufort","county",47777,1.67,0.375,0.125,0
2014,7,"Beaufort","county",47717,1.47,0.4286,0,0
2015,7,"Beaufort","county",47829,1.46,0.4286,0,0
2016,7,"Beaufort","county",47610,1.47,0.4286,0,0
2017,8,"Beaufort","county",47547,1.68,0.5,0,0
2000,1,"Bertie","county",19773,0.51,-9,-9,-9
2001,1,"Bertie","county",19857,0.5,-9,-9,-9
2002,1,"Bertie","county",19753,0.51,-9,-9,-9
2003,1,"Bertie","county",19649,0.51,-9,-9,-9
2004,1,"Bertie","county",19748,0.51,-9,-9,-9
2005,1,"Bertie","county",19700,0.51,-9,-9,-9
2006,1,"Bertie","county",19352,0.52,-9,-9,-9
2007,1,"Bertie","county",19971,0.5,-9,-9,-9
2008,1,"Bertie","county",20072,0.5,-9,-9,-9
2009,0,"Bertie","county",20104,0,-9,-9,-9
2010,0,"Bertie","county",21313,0,-9,-9,-9
2011,0,"Bertie","county",20890,0,-9,-9,-9
2012,0,"Bertie","county",20665,0,-9,-9,-9
2013,0,"Bertie","county",20595,0,-9,-9,-9
2014,0,"Bertie","county",20617,0,-9,-9,-9
2015,0,"Bertie","county",20533,0,-9,-9,-9
2016,0,"Bertie","county",19847,0,-9,-9,-9
2017,1,"Bertie","county",19881,0.5,-9,-9,-9
2000,2,"Bladen","county",32278,0.62,-9,-9,-9
2001,2,"Bladen","county",32416,0.62,-9,-9,-9
2002,2,"Bladen","county",32819,0.61,-9,-9,-9
2003,2,"Bladen","county",33222,0.6,-9,-9,-9
2004,2,"Bladen","county",33119,0.6,-9,-9,-9
2005,2,"Bladen","county",33204,0.6,-9,-9,-9
2006,2,"Bladen","county",32872,0.61,-9,-9,-9
2007,2,"Bladen","county",32500,0.62,-9,-9,-9
2008,2,"Bladen","county",32184,0.62,-9,-9,-9
2009,2,"Bladen","county",32046,0.62,-9,-9,-9
2010,2,"Bladen","county",35243,0.57,-9,-9,-9
2011,2,"Bladen","county",35148,0.57,-9,-9,-9
2012,2,"Bladen","county",35200,0.57,-9,-9,-9
2013,2,"Bladen","county",35209,0.57,-9,-9,-9
2014,2,"Bladen","county",35113,0.57,-9,-9,-9
2015,2,"Bladen","county",35011,0.57,-9,-9,-9
2016,2,"Bladen","county",34667,0.58,-9,-9,-9
2017,1,"Bladen","county",34393,0.29,-9,-9,-9
2000,5,"Brunswick","county",73143,0.68,0.4,0,0
2001,5,"Brunswick","county",76892,0.65,0.4,0,0
2002,6,"Brunswick","county",78822,0.76,0.3333,0,0
2003,8,"Brunswick","county",80751,0.99,0.25,0,0
2004,7,"Brunswick","county",83787,0.84,0.2857,0,0
2005,9,"Brunswick","county",87715,1.03,0.4444,0,0
2006,10,"Brunswick","county",94964,1.05,0.4,0,0
2007,9,"Brunswick","county",99440,0.91,0.4444,0,0
2008,12,"Brunswick","county",102877,1.17,0.5,0,0
2009,13,"Brunswick","county",107135,1.21,0.4615,0,0
2010,13,"Brunswick","county",108176,1.2,0.4615,0,0
2011,14,"Brunswick","county",110140,1.27,0.5,0,0
2012,14,"Brunswick","county",112597,1.24,0.5714,0.0714,0.0714
2013,15,"Brunswick","county",115716,1.3,0.6,0.0667,0.0667
2014,16,"Brunswick","county",117834,1.36,0.625,0.0625,0.0625
2015,15,"Brunswick","county",123535,1.21,0.6,0.0667,0
2016,15,"Brunswick","county",127750,1.17,0.6667,0.1333,0
2017,15,"Brunswick","county",131726,1.14,0.6,0.1333,0
2000,26,"Buncombe","county",206330,1.26,0.2692,0.1154,0
2001,28,"Buncombe","county",208593,1.34,0.3571,0.1071,0
2002,29,"Buncombe","county",212044,1.37,0.3793,0.069,0
2003,30,"Buncombe","county",215496,1.39,0.4,0.0667,0
2004,29,"Buncombe","county",215468,1.35,0.3793,0.069,0
2005,26,"Buncombe","county",217423,1.2,0.4231,0,0
2006,30,"Buncombe","county",221327,1.36,0.4,0.0667,0
2007,34,"Buncombe","county",225609,1.51,0.3824,0.0588,0
2008,31,"Buncombe","county",227914,1.36,0.3548,0.0968,0
2009,32,"Buncombe","county",230450,1.39,0.3438,0.0938,0
2010,35,"Buncombe","county",239179,1.46,0.3429,0.1143,0
2011,37,"Buncombe","county",243855,1.52,0.4054,0.1351,0
2012,35,"Buncombe","county",245535,1.43,0.4,0.1143,0
2013,40,"Buncombe","county",248872,1.61,0.425,0.125,0
2014,39,"Buncombe","county",251275,1.55,0.4103,0.1282,0
2015,40,"Buncombe","county",254836,1.57,0.45,0.125,0
2016,44,"Buncombe","county",258406,1.7,0.4773,0.1364,0.0227
2017,43,"Buncombe","county",261532,1.64,0.4884,0.1628,0.0233
2000,4,"Burke","county",89148,0.45,-9,-9,-9
2001,4,"Burke","county",89028,0.45,-9,-9,-9
2002,4,"Burke","county",90485,0.44,-9,-9,-9
2003,4,"Burke","county",91943,0.44,-9,-9,-9
2004,4,"Burke","county",89943,0.44,-9,-9,-9
2005,3,"Burke","county",89077,0.34,-9,-9,-9
2006,4,"Burke","county",88664,0.45,-9,-9,-9
2007,4,"Burke","county",88439,0.45,-9,-9,-9
2008,3,"Burke","county",89274,0.34,-9,-9,-9
2009,3,"Burke","county",89669,0.33,-9,-9,-9
2010,5,"Burke","county",91008,0.55,0.2,0.4,0
2011,5,"Burke","county",90722,0.55,0.2,0.2,0
2012,5,"Burke","county",89977,0.56,0.2,0.2,0
2013,4,"Burke","county",89519,0.45,-9,-9,-9
2014,4,"Burke","county",89197,0.45,-9,-9,-9
2015,5,"Burke","county",89114,0.56,0,0.4,0
2016,5,"Burke","county",89814,0.56,0,0.4,0
2017,5,"Burke","county",90246,0.55,0,0.2,0
2000,11,"Cabarrus","county",131063,0.84,0.2727,0,0.1818
2001,12,"Cabarrus","county",136316,0.88,0.25,0,0.1667
2002,13,"Cabarrus","county",139811,0.93,0.2308,0,0.0769
2003,12,"Cabarrus","county",143306,0.84,0.1667,0.0833,0.0833
2004,14,"Cabarrus","county",146852,0.95,0.2857,0.0714,0.1429
2005,16,"Cabarrus","county",150249,1.06,0.3125,0.125,0.25
2006,16,"Cabarrus","county",157176,1.02,0.375,0.0625,0.25
2007,17,"Cabarrus","county",164384,1.03,0.4706,0.0588,0.2353
2008,19,"Cabarrus","county",170448,1.11,0.4211,0.0526,0.2105
2009,21,"Cabarrus","county",174294,1.2,0.5714,0,0.1429
2010,21,"Cabarrus","county",179025,1.17,0.4762,0.0476,0.1905
2011,22,"Cabarrus","county",181253,1.21,0.5455,0.0455,0.2727
2012,22,"Cabarrus","county",183565,1.2,0.5,0.0909,0.2273
2013,22,"Cabarrus","county",186457,1.18,0.5,0.0909,0.1364
2014,22,"Cabarrus","county",191060,1.15,0.5,0.0455,0.1364
2015,25,"Cabarrus","county",195714,1.28,0.52,0.08,0.2
2016,25,"Cabarrus","county",200663,1.25,0.4,0.16,0.16
2017,27,"Cabarrus","county",205473,1.31,0.4074,0.1481,0.1481
2000,4,"Caldwell","county",77415,0.52,-9,-9,-9
2001,3,"Caldwell","county",77618,0.39,-9,-9,-9
2002,4,"Caldwell","county",78237,0.51,-9,-9,-9
2003,4,"Caldwell","county",78856,0.51,-9,-9,-9
2004,4,"Caldwell","county",78606,0.51,-9,-9,-9
2005,5,"Caldwell","county",78816,0.63,0,0,0
2006,4,"Caldwell","county",79297,0.5,-9,-9,-9
2007,4,"Caldwell","county",79376,0.5,-9,-9,-9
2008,4,"Caldwell","county",80038,0.5,-9,-9,-9
2009,4,"Caldwell","county",80141,0.5,-9,-9,-9
2010,4,"Caldwell","county",83176,0.48,-9,-9,-9
2011,4,"Caldwell","county",83117,0.48,-9,-9,-9
2012,4,"Caldwell","county",82605,0.48,-9,-9,-9
2013,4,"Caldwell","county",82504,0.48,-9,-9,-9
2014,4,"Caldwell","county",82445,0.49,-9,-9,-9
2015,4,"Caldwell","county",82577,0.48,-9,-9,-9
2016,4,"Caldwell","county",82793,0.48,-9,-9,-9
2017,4,"Caldwell","county",83303,0.48,-9,-9,-9
2000,0,"Camden","county",6885,0,-9,-9,-9
2001,0,"Camden","county",7075,0,-9,-9,-9
2002,0,"Camden","county",7170,0,-9,-9,-9
2003,0,"Camden","county",7265,0,-9,-9,-9
2004,0,"Camden","county",7852,0,-9,-9,-9
2005,0,"Camden","county",8881,0,-9,-9,-9
2006,0,"Camden","county",9298,0,-9,-9,-9
2007,0,"Camden","county",9519,0,-9,-9,-9
2008,0,"Camden","county",9657,0,-9,-9,-9
2009,0,"Camden","county",9655,0,-9,-9,-9
2010,0,"Camden","county",10000,0,-9,-9,-9
2011,0,"Camden","county",9921,0,-9,-9,-9
2012,0,"Camden","county",9922,0,-9,-9,-9
2013,0,"Camden","county",10174,0,-9,-9,-9
2014,0,"Camden","county",10251,0,-9,-9,-9
