"year","total","region","type","population","providerRate"
2011,3,"Cleveland","county",98209,0.31
2012,3,"Cleveland","county",97702,0.31
2013,3,"Cleveland","county",97429,0.31
2014,3,"Cleveland","county",97920,0.31
2015,3,"Cleveland","county",97871,0.31
2016,3,"Cleveland","county",98244,0.31
2017,3,"Cleveland","county",98580,0.3
2011,2,"Columbus","county",57657,0.35
2012,2,"Columbus","county",57862,0.35
2013,1,"Columbus","county",57739,0.17
2014,3,"Columbus","county",57632,0.52
2015,3,"Columbus","county",57206,0.52
2016,3,"Columbus","county",57182,0.52
2017,3,"Columbus","county",56941,0.53
2011,5,"Craven","county",104965,0.48
2012,6,"Craven","county",105179,0.57
2013,6,"Craven","county",104421,0.57
2014,7,"Craven","county",104520,0.67
2015,7,"Craven","county",103691,0.68
2016,7,"Craven","county",103737,0.67
2017,7,"Craven","county",103735,0.67
2011,10,"Cumberland","county",327643,0.31
2012,7,"Cumberland","county",330754,0.21
2013,9,"Cumberland","county",332553,0.27
2014,8,"Cumberland","county",329403,0.24
2015,10,"Cumberland","county",328860,0.3
2016,10,"Cumberland","county",329824,0.3
2017,9,"Cumberland","county",329604,0.27
2011,0,"Currituck","county",23643,0
2012,0,"Currituck","county",23767,0
2013,0,"Currituck","county",24506,0
2014,0,"Currituck","county",25072,0
2015,0,"Currituck","county",25627,0
2016,1,"Currituck","county",26101,0.38
2017,0,"Currituck","county",26604,0
2011,2,"Dare","county",34216,0.58
2012,1,"Dare","county",34810,0.29
2013,2,"Dare","county",35273,0.57
2014,2,"Dare","county",35415,0.56
2015,1,"Dare","county",36001,0.28
2016,0,"Dare","county",36387,0
2017,0,"Dare","county",36792,0
2011,2,"Davidson","county",163364,0.12
2012,2,"Davidson","county",163410,0.12
2013,2,"Davidson","county",163770,0.12
2014,2,"Davidson","county",164454,0.12
2015,2,"Davidson","county",165193,0.12
2016,2,"Davidson","county",166137,0.12
2017,2,"Davidson","county",167105,0.12
2011,0,"Davie","county",41560,0
2012,0,"Davie","county",41412,0
2013,0,"Davie","county",41507,0
2014,0,"Davie","county",41476,0
2015,0,"Davie","county",41743,0
2016,0,"Davie","county",42211,0
2017,0,"Davie","county",42727,0
2011,0,"Duplin","county",59476,0
2012,0,"Duplin","county",60059,0
2013,0,"Duplin","county",60104,0
2014,0,"Duplin","county",60126,0
2015,0,"Duplin","county",59868,0
2016,0,"Duplin","county",59597,0
2017,0,"Duplin","county",59513,0
2011,26,"Durham","county",272314,0.95
2012,26,"Durham","county",282511,0.92
2013,27,"Durham","county",286053,0.94
2014,27,"Durham","county",292191,0.92
2015,25,"Durham","county",297219,0.84
2016,24,"Durham","county",301520,0.8
2017,23,"Durham","county",306184,0.75
2011,0,"Edgecombe","county",56089,0
2012,1,"Edgecombe","county",56085,0.18
2013,0,"Edgecombe","county",55704,0
2014,0,"Edgecombe","county",55483,0
2015,0,"Edgecombe","county",54367,0
2016,0,"Edgecombe","county",53502,0
2017,0,"Edgecombe","county",52856,0
2011,29,"Forsyth","county",354878,0.82
2012,29,"Forsyth","county",357767,0.81
2013,29,"Forsyth","county",360471,0.8
2014,30,"Forsyth","county",364248,0.82
2015,26,"Forsyth","county",366543,0.71
2016,30,"Forsyth","county",369144,0.81
2017,32,"Forsyth","county",372651,0.86
2011,0,"Franklin","county",61651,0
2012,0,"Franklin","county",61840,0
2013,0,"Franklin","county",62697,0
2014,0,"Franklin","county",63225,0
2015,0,"Franklin","county",64206,0
2016,0,"Franklin","county",65445,0
2017,0,"Franklin","county",66514,0
2011,11,"Gaston","county",207506,0.53
2012,9,"Gaston","county",208582,0.43
2013,10,"Gaston","county",209571,0.48
2014,10,"Gaston","county",210735,0.47
2015,7,"Gaston","county",212636,0.33
2016,7,"Gaston","county",215489,0.32
2017,7,"Gaston","county",218527,0.32
2011,0,"Gates","county",11944,0
2012,0,"Gates","county",11830,0
2013,0,"Gates","county",11880,0
2014,0,"Gates","county",11912,0
2015,0,"Gates","county",11739,0
2016,0,"Gates","county",11891,0
2017,0,"Gates","county",11960,0
2011,0,"Graham","county",8942,0
2012,0,"Graham","county",8850,0
2013,0,"Graham","county",8854,0
2014,0,"Graham","county",8829,0
2015,0,"Graham","county",8761,0
2016,0,"Graham","county",8835,0
2017,0,"Graham","county",8837,0
2011,0,"Granville","county",60863,0
2012,1,"Granville","county",56748,0.18
2013,1,"Granville","county",57910,0.17
2014,1,"Granville","county",58104,0.17
2015,1,"Granville","county",58547,0.17
2016,1,"Granville","county",59433,0.17
2017,1,"Granville","county",59975,0.17
2011,0,"Greene","county",21489,0
2012,0,"Greene","county",21363,0
2013,0,"Greene","county",21073,0
2014,0,"Greene","county",21286,0
2015,0,"Greene","county",21158,0
2016,0,"Greene","county",21421,0
2017,0,"Greene","county",21522,0
2011,17,"Guilford","county",495231,0.34
2012,19,"Guilford","county",502190,0.38
2013,18,"Guilford","county",507419,0.35
2014,19,"Guilford","county",512273,0.37
2015,21,"Guilford","county",517124,0.41
2016,23,"Guilford","county",520230,0.44
2017,22,"Guilford","county",523962,0.42
2011,2,"Halifax","county",54397,0.37
2012,2,"Halifax","county",54237,0.37
2013,2,"Halifax","county",53705,0.37
2014,2,"Halifax","county",53190,0.38
2015,2,"Halifax","county",52423,0.38
2016,2,"Halifax","county",52160,0.38
2017,2,"Halifax","county",51815,0.39
2011,0,"Harnett","county",118615,0
2012,0,"Harnett","county",121264,0
2013,0,"Harnett","county",123316,0
2014,0,"Harnett","county",125730,0
2015,0,"Harnett","county",127127,0
2016,0,"Harnett","county",128783,0
2017,1,"Harnett","county",130847,0.08
2011,1,"Haywood","county",59684,0.17
2012,2,"Haywood","county",59291,0.34
2013,2,"Haywood","county",59674,0.34
2014,2,"Haywood","county",59913,0.33
2015,2,"Haywood","county",60631,0.33
2016,2,"Haywood","county",61771,0.32
2017,2,"Haywood","county",62277,0.32
2011,5,"Henderson","county",108448,0.46
2012,7,"Henderson","county",108183,0.65
2013,4,"Henderson","county",109287,0.37
2014,4,"Henderson","county",110897,0.36
2015,4,"Henderson","county",112511,0.36
2016,5,"Henderson","county",114385,0.44
2017,5,"Henderson","county",116173,0.43
2011,1,"Hertford","county",24466,0.41
2012,1,"Hertford","county",24451,0.41
2013,1,"Hertford","county",24621,0.41
2014,1,"Hertford","county",24578,0.41
2015,1,"Hertford","county",24426,0.41
2016,1,"Hertford","county",24038,0.42
2017,2,"Hertford","county",23947,0.84
2011,0,"Hoke","county",49065,0
2012,0,"Hoke","county",50036,0
2013,0,"Hoke","county",50672,0
2014,0,"Hoke","county",50982,0
2015,0,"Hoke","county",51776,0
2016,0,"Hoke","county",52214,0
2017,0,"Hoke","county",53343,0
2011,0,"Hyde","county",5815,0
2012,0,"Hyde","county",5742,0
2013,0,"Hyde","county",5806,0
2014,0,"Hyde","county",5738,0
2015,0,"Hyde","county",5631,0
2016,0,"Hyde","county",5621,0
2017,0,"Hyde","county",5644,0
2011,7,"Iredell","county",161522,0.43
2012,7,"Iredell","county",163043,0.43
2013,6,"Iredell","county",164974,0.36
2014,6,"Iredell","county",167157,0.36
2015,6,"Iredell","county",170230,0.35
2016,6,"Iredell","county",173391,0.35
2017,6,"Iredell","county",176563,0.34
2011,1,"Jackson","county",40606,0.25
2012,2,"Jackson","county",40788,0.49
2013,2,"Jackson","county",40810,0.49
2014,2,"Jackson","county",41039,0.49
2015,2,"Jackson","county",41597,0.48
2016,2,"Jackson","county",42574,0.47
2017,1,"Jackson","county",43116,0.23
2011,2,"Johnston","county",172570,0.12
2012,2,"Johnston","county",174839,0.11
2013,3,"Johnston","county",177308,0.17
2014,3,"Johnston","county",180048,0.17
2015,2,"Johnston","county",184519,0.11
2016,2,"Johnston","county",189460,0.11
2017,3,"Johnston","county",194705,0.15
2011,0,"Jones","county",10327,0
2012,0,"Jones","county",10615,0
2013,0,"Jones","county",10554,0
2014,0,"Jones","county",10468,0
2015,0,"Jones","county",10423,0
2016,0,"Jones","county",10354,0
2017,0,"Jones","county",10356,0
2011,2,"Lee","county",58304,0.34
2012,2,"Lee","county",59111,0.34
2013,4,"Lee","county",59344,0.67
2014,4,"Lee","county",59194,0.68
2015,4,"Lee","county",58908,0.68
2016,4,"Lee","county",59244,0.68
2017,3,"Lee","county",59337,0.51
2011,2,"Lenoir","county",59314,0.34
2012,2,"Lenoir","county",59401,0.34
2013,2,"Lenoir","county",59046,0.34
2014,3,"Lenoir","county",58830,0.51
2015,2,"Lenoir","county",58338,0.34
2016,2,"Lenoir","county",57587,0.35
2017,2,"Lenoir","county",57477,0.35
2011,2,"Lincoln","county",79026,0.25
2012,2,"Lincoln","county",79267,0.25
2013,2,"Lincoln","county",79745,0.25
2014,2,"Lincoln","county",80202,0.25
2015,2,"Lincoln","county",81397,0.25
2016,2,"Lincoln","county",82033,0.24
2017,0,"Lincoln","county",83251,0
2011,0,"Macon","county",34459,0
2012,0,"Macon","county",33985,0
2013,0,"Macon","county",34151,0
2014,0,"Macon","county",34428,0
2015,0,"Macon","county",34771,0
2016,0,"Macon","county",35047,0
2017,0,"Macon","county",35413,0
2011,0,"Madison","county",21193,0
2012,0,"Madison","county",21192,0
2013,1,"Madison","county",21372,0.47
2014,0,"Madison","county",21584,0
2015,1,"Madison","county",21663,0.46
2016,0,"Madison","county",21979,0
2017,0,"Madison","county",22240,0
2011,0,"Martin","county",24083,0
2012,0,"Martin","county",24020,0
2013,0,"Martin","county",23750,0
2014,0,"Martin","county",23714,0
2015,0,"Martin","county",23746,0
2016,0,"Martin","county",23606,0
2017,0,"Martin","county",23510,0
2011,0,"McDowell","county",45462,0
2012,0,"McDowell","county",45288,0
2013,0,"McDowell","county",45231,0
2014,0,"McDowell","county",45320,0
2015,2,"McDowell","county",45370,0.44
2016,1,"McDowell","county",45510,0.22
2017,1,"McDowell","county",45716,0.22
2011,30,"Mecklenburg","county",940697,0.32
2012,31,"Mecklenburg","county",963165,0.32
2013,31,"Mecklenburg","county",991867,0.31
2014,32,"Mecklenburg","county",1013199,0.32
2015,30,"Mecklenburg","county",1035605,0.29
2016,32,"Mecklenburg","county",1053545,0.3
2017,33,"Mecklenburg","county",1077301,0.31
2011,1,"Mitchell","county",15501,0.65
2012,0,"Mitchell","county",15396,0
2013,0,"Mitchell","county",15407,0
2014,0,"Mitchell","county",15825,0
2015,0,"Mitchell","county",15335,0
2016,0,"Mitchell","county",15266,0
2017,0,"Mitchell","county",15237,0
2011,0,"Montgomery","county",27864,0
2012,0,"Montgomery","county",27914,0
2013,0,"Montgomery","county",27768,0
2014,0,"Montgomery","county",27820,0
2015,0,"Montgomery","county",27826,0
2016,0,"Montgomery","county",27768,0
2017,0,"Montgomery","county",27865,0
2011,8,"Moore","county",89395,0.89
2012,8,"Moore","county",90707,0.88
2013,9,"Moore","county",91937,0.98
2014,9,"Moore","county",93078,0.97
2015,8,"Moore","county",94492,0.85
2016,6,"Moore","county",96102,0.62
2017,5,"Moore","county",97597,0.51
2011,5,"Nash","county",96122,0.52
2012,5,"Nash","county",95533,0.52
2013,4,"Nash","county",94744,0.42
2014,4,"Nash","county",94525,0.42
2015,3,"Nash","county",94370,0.32
2016,3,"Nash","county",94421,0.32
2017,4,"Nash","county",94365,0.42
2011,10,"New Hanover","county",206774,0.48
2012,10,"New Hanover","county",209964,0.48
2013,10,"New Hanover","county",213809,0.47
2014,13,"New Hanover","county",216955,0.6
2015,9,"New Hanover","county",220231,0.41
2016,11,"New Hanover","county",223608,0.49
2017,13,"New Hanover","county",227261,0.57
2011,0,"Northampton","county",21844,0
2012,0,"Northampton","county",21514,0
2013,0,"Northampton","county",21244,0
2014,0,"Northampton","county",21233,0
2015,0,"Northampton","county",21073,0
2016,0,"Northampton","county",20788,0
2017,0,"Northampton","county",20709,0
2011,2,"Onslow","county",184228,0.11
2012,3,"Onslow","county",191030,0.16
2013,3,"Onslow","county",193925,0.15
2014,3,"Onslow","county",193204,0.16
2015,4,"Onslow","county",194636,0.21
2016,2,"Onslow","county",193914,0.1
2017,3,"Onslow","county",195621,0.15
2011,7,"Orange","county",135776,0.52
2012,12,"Orange","county",138575,0.87
2013,14,"Orange","county",139694,1
2014,16,"Orange","county",139933,1.14
2015,18,"Orange","county",140144,1.28
2016,20,"Orange","county",140853,1.42
2017,20,"Orange","county",142365,1.4
2011,0,"Pamlico","county",13214,0
2012,0,"Pamlico","county",13190,0
2013,0,"Pamlico","county",13071,0
2014,0,"Pamlico","county",13137,0
2015,0,"Pamlico","county",13174,0
2016,0,"Pamlico","county",13336,0
2017,0,"Pamlico","county",13268,0
2011,3,"Pasquotank","county",40438,0.74
2012,3,"Pasquotank","county",39941,0.75
2013,3,"Pasquotank","county",39458,0.76
2014,3,"Pasquotank","county",39691,0.76
2015,3,"Pasquotank","county",39731,0.76
2016,3,"Pasquotank","county",40284,0.74
2017,3,"Pasquotank","county",40598,0.74
2011,0,"Pender","county",53437,0
2012,0,"Pender","county",54390,0
2013,0,"Pender","county",55568,0
2014,0,"Pender","county",56533,0
2015,0,"Pender","county",57941,0
2016,0,"Pender","county",59459,0
2017,0,"Pender","county",60999,0
2011,0,"Perquimans","county",13537,0
2012,0,"Perquimans","county",13660,0
2013,0,"Perquimans","county",13771,0
2014,0,"Perquimans","county",13638,0
2015,0,"Perquimans","county",13648,0
2016,0,"Perquimans","county",13561,0
2017,0,"Perquimans","county",13546,0
2011,0,"Person","county",39700,0
2012,0,"Person","county",39197,0
2013,0,"Person","county",39192,0
2014,0,"Person","county",39265,0
2015,0,"Person","county",39574,0
2016,0,"Person","county",39728,0
2017,0,"Person","county",39868,0
2011,6,"Pitt","county",170263,0.35
2012,6,"Pitt","county",172618,0.35
2013,5,"Pitt","county",173879,0.29
2014,6,"Pitt","county",174424,0.34
2015,7,"Pitt","county",175532,0.4
2016,7,"Pitt","county",175885,0.4
2017,6,"Pitt","county",176424,0.34
2011,0,"Polk","county",20453,0
2012,0,"Polk","county",20262,0
2013,0,"Polk","county",20603,0
2014,0,"Polk","county",20740,0
2015,1,"Polk","county",20828,0.48
2016,1,"Polk","county",21030,0.48
2017,1,"Polk","county",21154,0.47
2011,4,"Randolph","county",142901,0.28
2012,3,"Randolph","county",142594,0.21
2013,3,"Randolph","county",142561,0.21
2014,3,"Randolph","county",143079,0.21
2015,3,"Randolph","county",142943,0.21
2016,3,"Randolph","county",143711,0.21
2017,3,"Randolph","county",144672,0.21
2011,1,"Richmond","county",46459,0.22
2012,1,"Richmond","county",46258,0.22
2013,1,"Richmond","county",46041,0.22
2014,1,"Richmond","county",45545,0.22
2015,1,"Richmond","county",45353,0.22
2016,1,"Richmond","county",44912,0.22
2017,1,"Richmond","county",44892,0.22
2011,2,"Robeson","county",134651,0.15
2012,2,"Robeson","county",134433,0.15
2013,3,"Robeson","county",134010,0.22
2014,3,"Robeson","county",133567,0.22
2015,4,"Robeson","county",133375,0.3
2016,3,"Robeson","county",132657,0.23
2017,3,"Robeson","county",132020,0.23
2011,3,"Rockingham","county",93558,0.32
2012,4,"Rockingham","county",92873,0.43
2013,3,"Rockingham","county",92254,0.33
2014,2,"Rockingham","county",92543,0.22
2015,2,"Rockingham","county",92084,0.22
2016,1,"Rockingham","county",91891,0.11
2017,1,"Rockingham","county",91790,0.11
2011,4,"Rowan","county",138309,0.29
2012,5,"Rowan","county",138242,0.36
2013,4,"Rowan","county",138666,0.29
2014,4,"Rowan","county",138710,0.29
2015,4,"Rowan","county",140122,0.29
2016,4,"Rowan","county",140970,0.28
2017,4,"Rowan","county",141917,0.28
2011,1,"Rutherford","county",68392,0.15
2012,1,"Rutherford","county",67932,0.15
2013,2,"Rutherford","county",67807,0.29
2014,2,"Rutherford","county",67606,0.3
2015,2,"Rutherford","county",67617,0.3
2016,1,"Rutherford","county",67703,0.15
2017,1,"Rutherford","county",67796,0.15
2011,1,"Sampson","county",63746,0.16
2012,1,"Sampson","county",64151,0.16
2013,1,"Sampson","county",64313,0.16
2014,1,"Sampson","county",64398,0.16
2015,2,"Sampson","county",63993,0.31
2016,2,"Sampson","county",63499,0.31
2017,2,"Sampson","county",63143,0.32
2011,2,"Scotland","county",36029,0.56
2012,2,"Scotland","county",36366,0.55
2013,2,"Scotland","county",36223,0.55
2014,2,"Scotland","county",36058,0.55
2015,1,"Scotland","county",35821,0.28
2016,1,"Scotland","county",35789,0.28
2017,2,"Scotland","county",35686,0.56
2011,2,"Stanly","county",60936,0.33
2012,1,"Stanly","county",60477,0.17
2013,1,"Stanly","county",60612,0.16
2014,1,"Stanly","county",61056,0.16
2015,1,"Stanly","county",61234,0.16
2016,1,"Stanly","county",61751,0.16
2017,1,"Stanly","county",62443,0.16
2011,0,"Stokes","county",47551,0
2012,0,"Stokes","county",47068,0
2013,0,"Stokes","county",46731,0
2014,0,"Stokes","county",46786,0
2015,0,"Stokes","county",46763,0
2016,0,"Stokes","county",46751,0
2017,0,"Stokes","county",46728,0
2011,3,"Surry","county",73575,0.41
2012,4,"Surry","county",73718,0.54
2013,5,"Surry","county",73344,0.68
2014,4,"Surry","county",73834,0.54
2015,4,"Surry","county",73195,0.55
2016,4,"Surry","county",72843,0.55
2017,4,"Surry","county",72843,0.55
2011,0,"Swain","county",14263,0
2012,0,"Swain","county",14494,0
2013,0,"Swain","county",14590,0
2014,0,"Swain","county",14831,0
2015,0,"Swain","county",14953,0
2016,0,"Swain","county",14852,0
2017,0,"Swain","county",14999,0
2011,1,"Transylvania","county",33275,0.3
2012,2,"Transylvania","county",33022,0.61
2013,1,"Transylvania","county",33220,0.3
2014,1,"Transylvania","county",33428,0.3
2015,1,"Transylvania","county",33745,0.3
2016,1,"Transylvania","county",34139,0.29
2017,1,"Transylvania","county",34464,0.29
2011,0,"Tyrrell","county",4342,0
2012,0,"Tyrrell","county",4174,0
2013,0,"Tyrrell","county",4143,0
2014,0,"Tyrrell","county",4143,0
2015,0,"Tyrrell","county",4217,0
2016,0,"Tyrrell","county",4136,0
2017,0,"Tyrrell","county",4138,0
2011,3,"Union","county",205717,0.15
2012,3,"Union","county",207872,0.14
2013,5,"Union","county",211539,0.24
2014,7,"Union","county",215933,0.32
2015,6,"Union","county",219992,0.27
2016,5,"Union","county",223915,0.22
2017,4,"Union","county",228171,0.18
2011,2,"Vance","county",45558,0.44
2012,2,"Vance","county",45530,0.44
2013,1,"Vance","county",45056,0.22
2014,1,"Vance","county",45077,0.22
2015,1,"Vance","county",45097,0.22
2016,3,"Vance","county",44945,0.67
2017,0,"Vance","county",44862,0
2011,28,"Wake","county",925938,0.3
2012,26,"Wake","county",945603,0.27
2013,29,"Wake","county",964616,0.3
2014,28,"Wake","county",985310,0.28
2015,29,"Wake","county",1007631,0.29
2016,30,"Wake","county",1026748,0.29
2017,32,"Wake","county",1048771,0.31
2011,0,"Warren","county",20883,0
2012,0,"Warren","county",20674,0
2013,0,"Warren","county",20453,0
2014,0,"Warren","county",20514,0
2015,0,"Warren","county",20473,0
2016,0,"Warren","county",20121,0
2017,1,"Warren","county",20133,0.5
2011,0,"Washington","county",13060,0
2012,0,"Washington","county",12821,0
